[1241, 1754]
[folio, [61.0, 67.0, 480.0, 18.0], 43XH_AlavE, 6477791]
[paragraph, [74.0, 561.0, 754.0, 18.0], shoonya_2sYVWGK702SOE6, 6477791]
[paragraph, [74.0, 579.0, 754.0, 18.0], shoonya_2sYVWGK702SOE6, 6477791]
[paragraph, [74.0, 597.0, 754.0, 18.0], shoonya_2sYVWGK702SOE6, 6477791]
[paragraph, [74.0, 615.0, 754.0, 18.0], shoonya_2sYVWGK702SOE6, 6477791]
[paragraph, [925.0, 238.0, 760.0, 18.0], UwFpOgsydW, 6477791]
[paragraph, [925.0, 256.0, 760.0, 18.0], UwFpOgsydW, 6477791]
[paragraph, [925.0, 274.0, 760.0, 18.0], UwFpOgsydW, 6477791]
[paragraph, [925.0, 292.0, 760.0, 18.0], UwFpOgsydW, 6477791]
[paragraph, [925.0, 310.0, 760.0, 18.0], UwFpOgsydW, 6477791]
[paragraph, [925.0, 328.0, 760.0, 18.0], UwFpOgsydW, 6477791]
[paragraph, [74.0, 653.0, 552.0, 18.0], 1T5fMRMot4, 6477791]
[paragraph, [74.0, 671.0, 552.0, 18.0], 1T5fMRMot4, 6477791]
[unordered-list, [73.0, 700.0, 757.0, 18.0], shoonya_0s630KQ0CWGFF4, 6477791]
[unordered-list, [73.0, 718.0, 757.0, 18.0], shoonya_0s630KQ0CWGFF4, 6477791]
[unordered-list, [73.0, 736.0, 757.0, 18.0], shoonya_0s630KQ0CWGFF4, 6477791]
[unordered-list, [73.0, 754.0, 757.0, 18.0], shoonya_0s630KQ0CWGFF4, 6477791]
[unordered-list, [73.0, 772.0, 757.0, 18.0], shoonya_0s630KQ0CWGFF4, 6477791]
[unordered-list, [73.0, 790.0, 757.0, 18.0], shoonya_0s630KQ0CWGFF4, 6477791]
[unordered-list, [73.0, 808.0, 757.0, 18.0], shoonya_0s630KQ0CWGFF4, 6477791]
[unordered-list, [73.0, 826.0, 757.0, 18.0], shoonya_0s630KQ0CWGFF4, 6477791]
[unordered-list, [73.0, 844.0, 757.0, 18.0], shoonya_0s630KQ0CWGFF4, 6477791]
[unordered-list, [73.0, 862.0, 757.0, 18.0], shoonya_0s630KQ0CWGFF4, 6477791]
[unordered-list, [73.0, 880.0, 757.0, 18.0], shoonya_0s630KQ0CWGFF4, 6477791]
[unordered-list, [73.0, 898.0, 757.0, 18.0], shoonya_0s630KQ0CWGFF4, 6477791]
[unordered-list, [73.0, 916.0, 757.0, 18.0], shoonya_0s630KQ0CWGFF4, 6477791]
[unordered-list, [73.0, 934.0, 757.0, 18.0], shoonya_0s630KQ0CWGFF4, 6477791]
[unordered-list, [73.0, 952.0, 757.0, 18.0], shoonya_0s630KQ0CWGFF4, 6477791]
[unordered-list, [73.0, 970.0, 757.0, 18.0], shoonya_0s630KQ0CWGFF4, 6477791]
[unordered-list, [73.0, 988.0, 757.0, 18.0], shoonya_0s630KQ0CWGFF4, 6477791]
[unordered-list, [73.0, 1006.0, 757.0, 18.0], shoonya_0s630KQ0CWGFF4, 6477791]
[unordered-list, [73.0, 1024.0, 757.0, 18.0], shoonya_0s630KQ0CWGFF4, 6477791]
[unordered-list, [73.0, 1042.0, 757.0, 18.0], shoonya_0s630KQ0CWGFF4, 6477791]
[unordered-list, [73.0, 1060.0, 757.0, 18.0], shoonya_0s630KQ0CWGFF4, 6477791]
[unordered-list, [73.0, 1078.0, 757.0, 18.0], shoonya_0s630KQ0CWGFF4, 6477791]
[unordered-list, [73.0, 1096.0, 757.0, 18.0], shoonya_0s630KQ0CWGFF4, 6477791]
[unordered-list, [73.0, 1114.0, 757.0, 18.0], shoonya_0s630KQ0CWGFF4, 6477791]
[unordered-list, [73.0, 1132.0, 757.0, 18.0], shoonya_0s630KQ0CWGFF4, 6477791]
[sub-section-title, [923.0, 813.0, 87.0, 25.5], 5AZe8yxfMH, 6477791]
[unordered-list, [924.0, 857.0, 757.0, 18.0], shoonya_1sO7SLU1JK325Q, 6477791]
[unordered-list, [924.0, 875.0, 757.0, 18.0], shoonya_1sO7SLU1JK325Q, 6477791]
[unordered-list, [924.0, 893.0, 757.0, 18.0], shoonya_1sO7SLU1JK325Q, 6477791]
[unordered-list, [924.0, 911.0, 757.0, 18.0], shoonya_1sO7SLU1JK325Q, 6477791]
[unordered-list, [924.0, 929.0, 757.0, 18.0], shoonya_1sO7SLU1JK325Q, 6477791]
[unordered-list, [924.0, 947.0, 757.0, 18.0], shoonya_1sO7SLU1JK325Q, 6477791]
[unordered-list, [924.0, 965.0, 757.0, 18.0], shoonya_1sO7SLU1JK325Q, 6477791]
[unordered-list, [924.0, 983.0, 757.0, 18.0], shoonya_1sO7SLU1JK325Q, 6477791]
[unordered-list, [924.0, 1001.0, 757.0, 18.0], shoonya_1sO7SLU1JK325Q, 6477791]
[unordered-list, [924.0, 1019.0, 757.0, 18.0], shoonya_1sO7SLU1JK325Q, 6477791]
[unordered-list, [924.0, 1037.0, 757.0, 18.0], shoonya_1sO7SLU1JK325Q, 6477791]
[unordered-list, [924.0, 1055.0, 757.0, 18.0], shoonya_1sO7SLU1JK325Q, 6477791]
[unordered-list, [924.0, 1073.0, 757.0, 18.0], shoonya_1sO7SLU1JK325Q, 6477791]
[unordered-list, [924.0, 1091.0, 757.0, 18.0], shoonya_1sO7SLU1JK325Q, 6477791]
[unordered-list, [924.0, 1109.0, 757.0, 18.0], shoonya_1sO7SLU1JK325Q, 6477791]
[unordered-list, [924.0, 1127.0, 757.0, 18.0], shoonya_1sO7SLU1JK325Q, 6477791]
