[1468, 909]
[headline, [288.0, 79.0, 409.0, 25.5], un0QUzgmFI, 5769882]
[paragraph, [90.0, 333.0, 364.0, 18.0], oehm1KkGib, 5769882]
[paragraph, [90.0, 351.0, 364.0, 18.0], oehm1KkGib, 5769882]
[paragraph, [90.0, 369.0, 364.0, 18.0], oehm1KkGib, 5769882]
[paragraph, [90.0, 387.0, 364.0, 18.0], oehm1KkGib, 5769882]
[paragraph, [90.0, 405.0, 364.0, 18.0], oehm1KkGib, 5769882]
[paragraph, [89.0, 432.0, 367.0, 18.0], MrkJ9ItKQf, 5769882]
[paragraph, [89.0, 450.0, 367.0, 18.0], MrkJ9ItKQf, 5769882]
[paragraph, [89.0, 468.0, 367.0, 18.0], MrkJ9ItKQf, 5769882]
[paragraph, [464.0, 459.0, 364.0, 18.0], xrrZcBAd-o, 5769882]
[paragraph, [464.0, 477.0, 364.0, 18.0], xrrZcBAd-o, 5769882]
[paragraph, [464.0, 495.0, 364.0, 18.0], xrrZcBAd-o, 5769882]
[paragraph, [464.0, 513.0, 364.0, 18.0], xrrZcBAd-o, 5769882]
[paragraph, [464.0, 531.0, 364.0, 18.0], xrrZcBAd-o, 5769882]
[paragraph, [464.0, 549.0, 364.0, 18.0], xrrZcBAd-o, 5769882]
[paragraph, [464.0, 567.0, 364.0, 18.0], xrrZcBAd-o, 5769882]
[paragraph, [464.0, 585.0, 364.0, 18.0], xrrZcBAd-o, 5769882]
[paragraph, [464.0, 603.0, 364.0, 18.0], xrrZcBAd-o, 5769882]
[paragraph, [464.0, 621.0, 364.0, 18.0], xrrZcBAd-o, 5769882]
[paragraph, [464.0, 639.0, 364.0, 18.0], xrrZcBAd-o, 5769882]
[paragraph, [464.0, 657.0, 364.0, 18.0], xrrZcBAd-o, 5769882]
[paragraph, [464.0, 675.0, 364.0, 18.0], xrrZcBAd-o, 5769882]
[paragraph, [464.0, 693.0, 364.0, 18.0], xrrZcBAd-o, 5769882]
[paragraph, [464.0, 711.0, 364.0, 18.0], xrrZcBAd-o, 5769882]
[paragraph, [464.0, 729.0, 364.0, 18.0], xrrZcBAd-o, 5769882]
[paragraph, [86.0, 491.0, 369.0, 18.0], 7JAR3-czVa, 5769882]
[paragraph, [86.0, 509.0, 369.0, 18.0], 7JAR3-czVa, 5769882]
[paragraph, [86.0, 527.0, 369.0, 18.0], 7JAR3-czVa, 5769882]
[paragraph, [86.0, 545.0, 369.0, 18.0], 7JAR3-czVa, 5769882]
[paragraph, [86.0, 563.0, 369.0, 18.0], 7JAR3-czVa, 5769882]
[paragraph, [86.0, 581.0, 369.0, 18.0], 7JAR3-czVa, 5769882]
[paragraph, [86.0, 599.0, 369.0, 18.0], 7JAR3-czVa, 5769882]
[paragraph, [86.0, 617.0, 369.0, 18.0], 7JAR3-czVa, 5769882]
[paragraph, [86.0, 635.0, 369.0, 18.0], 7JAR3-czVa, 5769882]
[paragraph, [86.0, 653.0, 369.0, 18.0], 7JAR3-czVa, 5769882]
[paragraph, [86.0, 671.0, 369.0, 18.0], 7JAR3-czVa, 5769882]
[paragraph, [86.0, 689.0, 369.0, 18.0], 7JAR3-czVa, 5769882]
[paragraph, [86.0, 707.0, 369.0, 18.0], 7JAR3-czVa, 5769882]
[paragraph, [84.0, 713.0, 368.0, 18.0], ThzGy1hoZC, 5769882]
[paragraph, [84.0, 731.0, 368.0, 18.0], ThzGy1hoZC, 5769882]
[paragraph, [84.0, 749.0, 368.0, 18.0], ThzGy1hoZC, 5769882]
[paragraph, [84.0, 767.0, 368.0, 18.0], ThzGy1hoZC, 5769882]
[paragraph, [84.0, 785.0, 368.0, 18.0], ThzGy1hoZC, 5769882]
[paragraph, [460.0, 745.0, 369.0, 18.0], sHQ0irmTWJ, 5769882]
[paragraph, [460.0, 763.0, 369.0, 18.0], sHQ0irmTWJ, 5769882]
[paragraph, [460.0, 781.0, 369.0, 18.0], sHQ0irmTWJ, 5769882]
[paragraph, [460.0, 799.0, 369.0, 18.0], sHQ0irmTWJ, 5769882]
[paragraph, [460.0, 817.0, 369.0, 18.0], sHQ0irmTWJ, 5769882]
[paragraph, [460.0, 835.0, 369.0, 18.0], sHQ0irmTWJ, 5769882]
[paragraph, [460.0, 853.0, 369.0, 18.0], sHQ0irmTWJ, 5769882]
[paragraph, [460.0, 871.0, 369.0, 18.0], sHQ0irmTWJ, 5769882]
[paragraph, [460.0, 889.0, 369.0, 18.0], sHQ0irmTWJ, 5769882]
[paragraph, [460.0, 907.0, 369.0, 18.0], sHQ0irmTWJ, 5769882]
[paragraph, [460.0, 925.0, 369.0, 18.0], sHQ0irmTWJ, 5769882]
[paragraph, [460.0, 943.0, 369.0, 18.0], sHQ0irmTWJ, 5769882]
[paragraph, [460.0, 961.0, 369.0, 18.0], sHQ0irmTWJ, 5769882]
[paragraph, [460.0, 979.0, 369.0, 18.0], sHQ0irmTWJ, 5769882]
[paragraph, [460.0, 997.0, 369.0, 18.0], sHQ0irmTWJ, 5769882]
[paragraph, [460.0, 1015.0, 369.0, 18.0], sHQ0irmTWJ, 5769882]
[paragraph, [460.0, 1033.0, 369.0, 18.0], sHQ0irmTWJ, 5769882]
[paragraph, [460.0, 1051.0, 369.0, 18.0], sHQ0irmTWJ, 5769882]
[paragraph, [460.0, 1069.0, 369.0, 18.0], sHQ0irmTWJ, 5769882]
[paragraph, [460.0, 1087.0, 369.0, 18.0], sHQ0irmTWJ, 5769882]
[paragraph, [460.0, 1105.0, 369.0, 18.0], sHQ0irmTWJ, 5769882]
[paragraph, [460.0, 1123.0, 369.0, 18.0], sHQ0irmTWJ, 5769882]
[paragraph, [460.0, 1141.0, 369.0, 18.0], sHQ0irmTWJ, 5769882]
[paragraph, [87.0, 802.0, 368.0, 18.0], 0gEpookCTA, 5769882]
[paragraph, [87.0, 820.0, 368.0, 18.0], 0gEpookCTA, 5769882]
[paragraph, [87.0, 838.0, 368.0, 18.0], 0gEpookCTA, 5769882]
[paragraph, [87.0, 856.0, 368.0, 18.0], 0gEpookCTA, 5769882]
[paragraph, [87.0, 874.0, 368.0, 18.0], 0gEpookCTA, 5769882]
[paragraph, [87.0, 892.0, 368.0, 18.0], 0gEpookCTA, 5769882]
[paragraph, [87.0, 910.0, 368.0, 18.0], 0gEpookCTA, 5769882]
[paragraph, [87.0, 928.0, 368.0, 18.0], 0gEpookCTA, 5769882]
[paragraph, [87.0, 946.0, 368.0, 18.0], 0gEpookCTA, 5769882]
[paragraph, [87.0, 964.0, 368.0, 18.0], 0gEpookCTA, 5769882]
[paragraph, [87.0, 982.0, 368.0, 18.0], 0gEpookCTA, 5769882]
[paragraph, [87.0, 1000.0, 368.0, 18.0], 0gEpookCTA, 5769882]
[paragraph, [87.0, 1018.0, 368.0, 18.0], 0gEpookCTA, 5769882]
[paragraph, [87.0, 1036.0, 368.0, 18.0], 0gEpookCTA, 5769882]
[paragraph, [87.0, 1054.0, 368.0, 18.0], 0gEpookCTA, 5769882]
[paragraph, [87.0, 1072.0, 368.0, 18.0], 0gEpookCTA, 5769882]
[paragraph, [87.0, 1090.0, 368.0, 18.0], 0gEpookCTA, 5769882]
[paragraph, [87.0, 1108.0, 368.0, 18.0], 0gEpookCTA, 5769882]
[paragraph, [87.0, 1126.0, 368.0, 18.0], 0gEpookCTA, 5769882]
[paragraph, [89.0, 1147.0, 367.0, 18.0], sA_BQpfhyx, 5769882]
[paragraph, [89.0, 1165.0, 367.0, 18.0], sA_BQpfhyx, 5769882]
[paragraph, [89.0, 1183.0, 367.0, 18.0], sA_BQpfhyx, 5769882]
[paragraph, [469.0, 1165.0, 365.0, 18.0], aEPIXod8-F, 5769882]
[paragraph, [469.0, 1183.0, 365.0, 18.0], aEPIXod8-F, 5769882]
[footnote, [85.0, 1210.0, 751.0, 18.0], i_2OIfKk7k, 5769882]
[footnote, [85.0, 1228.0, 751.0, 18.0], i_2OIfKk7k, 5769882]
[footnote, [85.0, 1246.0, 751.0, 18.0], i_2OIfKk7k, 5769882]
[footnote, [85.0, 1264.0, 751.0, 18.0], i_2OIfKk7k, 5769882]
[footnote, [85.0, 1282.0, 751.0, 18.0], i_2OIfKk7k, 5769882]
[footnote, [85.0, 1300.0, 751.0, 18.0], i_2OIfKk7k, 5769882]
[footnote, [85.0, 1318.0, 751.0, 18.0], i_2OIfKk7k, 5769882]
[footnote, [85.0, 1336.0, 751.0, 18.0], i_2OIfKk7k, 5769882]
[footnote, [85.0, 1354.0, 751.0, 18.0], i_2OIfKk7k, 5769882]
[footnote, [85.0, 1372.0, 751.0, 18.0], i_2OIfKk7k, 5769882]
