[1388, 886]
[folio, [348.0, 70.0, 213.0, 18.0], shoonya_1s9VUUSNVWRPBD, 5742534]
[paragraph, [31.0, 436.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 454.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 472.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 490.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 508.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 526.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 544.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 562.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 580.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 598.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 616.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 634.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 652.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 670.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 688.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 706.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 724.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 742.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 760.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 778.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 796.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 814.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 832.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 850.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 868.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 886.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 904.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 922.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 940.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 958.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 976.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 994.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 1012.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 1030.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 1048.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 1066.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 1084.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 1102.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 1120.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 1138.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 1156.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 1174.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 1192.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 1210.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 1228.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 1246.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 1264.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 1282.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 1300.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[footnote, [560.0, 1352.0, 272.0, 18.0], Y9vRgQHBA8, 5742534]
