[1763, 1275]
[paragraph, [45.0, 42.0, 590.0, 36.0], shoonya_1sUFN119ZLFHG9, 5712362]
[paragraph, [657.0, 470.0, 350.0, 36.0], shoonya_11s60IPSQG5AGO, 5712362]
[paragraph, [657.0, 506.0, 350.0, 36.0], shoonya_11s60IPSQG5AGO, 5712362]
[paragraph, [656.0, 550.0, 578.0, 36.0], shoonya_9s1YYG6T15SI45, 5712362]
[paragraph, [656.0, 586.0, 578.0, 36.0], shoonya_9s1YYG6T15SI45, 5712362]
[paragraph, [656.0, 622.0, 578.0, 36.0], shoonya_9s1YYG6T15SI45, 5712362]
[paragraph, [46.0, 650.0, 586.0, 36.0], shoonya_0sLZLINM047GRJ, 5712362]
[paragraph, [46.0, 686.0, 586.0, 36.0], shoonya_0sLZLINM047GRJ, 5712362]
[paragraph, [46.0, 722.0, 586.0, 36.0], shoonya_0sLZLINM047GRJ, 5712362]
[paragraph, [46.0, 758.0, 586.0, 36.0], shoonya_0sLZLINM047GRJ, 5712362]
[paragraph, [46.0, 794.0, 586.0, 36.0], shoonya_0sLZLINM047GRJ, 5712362]
[paragraph, [46.0, 830.0, 586.0, 36.0], shoonya_0sLZLINM047GRJ, 5712362]
[paragraph, [46.0, 866.0, 586.0, 36.0], shoonya_0sLZLINM047GRJ, 5712362]
[paragraph, [46.0, 902.0, 586.0, 36.0], shoonya_0sLZLINM047GRJ, 5712362]
[paragraph, [46.0, 938.0, 586.0, 36.0], shoonya_0sLZLINM047GRJ, 5712362]
[paragraph, [46.0, 974.0, 586.0, 36.0], shoonya_0sLZLINM047GRJ, 5712362]
[paragraph, [46.0, 1010.0, 586.0, 36.0], shoonya_0sLZLINM047GRJ, 5712362]
[paragraph, [46.0, 1046.0, 586.0, 36.0], shoonya_0sLZLINM047GRJ, 5712362]
[paragraph, [46.0, 1082.0, 586.0, 36.0], shoonya_0sLZLINM047GRJ, 5712362]
[paragraph, [656.0, 682.0, 576.0, 36.0], shoonya_4sU33TZIJ8MGC2, 5712362]
[paragraph, [656.0, 718.0, 576.0, 36.0], shoonya_4sU33TZIJ8MGC2, 5712362]
[paragraph, [656.0, 754.0, 576.0, 36.0], shoonya_4sU33TZIJ8MGC2, 5712362]
[paragraph, [656.0, 790.0, 576.0, 36.0], shoonya_4sU33TZIJ8MGC2, 5712362]
[paragraph, [656.0, 826.0, 576.0, 36.0], shoonya_4sU33TZIJ8MGC2, 5712362]
[paragraph, [656.0, 862.0, 576.0, 36.0], shoonya_4sU33TZIJ8MGC2, 5712362]
[paragraph, [656.0, 898.0, 576.0, 36.0], shoonya_4sU33TZIJ8MGC2, 5712362]
[paragraph, [656.0, 934.0, 576.0, 36.0], shoonya_4sU33TZIJ8MGC2, 5712362]
[paragraph, [656.0, 970.0, 576.0, 36.0], shoonya_4sU33TZIJ8MGC2, 5712362]
[paragraph, [657.0, 1015.0, 575.0, 36.0], shoonya_5s79PT78T6XQTL, 5712362]
[paragraph, [657.0, 1051.0, 575.0, 36.0], shoonya_5s79PT78T6XQTL, 5712362]
[paragraph, [657.0, 1087.0, 575.0, 36.0], shoonya_5s79PT78T6XQTL, 5712362]
[paragraph, [657.0, 1123.0, 575.0, 36.0], shoonya_5s79PT78T6XQTL, 5712362]
[paragraph, [657.0, 1159.0, 575.0, 36.0], shoonya_5s79PT78T6XQTL, 5712362]
[paragraph, [657.0, 1195.0, 575.0, 36.0], shoonya_5s79PT78T6XQTL, 5712362]
[paragraph, [46.0, 1148.0, 586.0, 36.0], shoonya_3sI63Z8AXRXRRA, 5712362]
[paragraph, [46.0, 1184.0, 586.0, 36.0], shoonya_3sI63Z8AXRXRRA, 5712362]
[paragraph, [46.0, 1220.0, 586.0, 36.0], shoonya_3sI63Z8AXRXRRA, 5712362]
[paragraph, [46.0, 1256.0, 586.0, 36.0], shoonya_3sI63Z8AXRXRRA, 5712362]
[paragraph, [46.0, 1292.0, 586.0, 36.0], shoonya_3sI63Z8AXRXRRA, 5712362]
[paragraph, [46.0, 1328.0, 586.0, 36.0], shoonya_3sI63Z8AXRXRRA, 5712362]
[paragraph, [46.0, 1364.0, 586.0, 36.0], shoonya_3sI63Z8AXRXRRA, 5712362]
[paragraph, [46.0, 1400.0, 586.0, 36.0], shoonya_3sI63Z8AXRXRRA, 5712362]
[paragraph, [655.0, 1247.0, 579.0, 36.0], shoonya_6sSFVPAA2X8G5Z, 5712362]
[paragraph, [655.0, 1283.0, 579.0, 36.0], shoonya_6sSFVPAA2X8G5Z, 5712362]
[paragraph, [656.0, 1343.0, 575.0, 36.0], shoonya_8sTJWRHQ4WK9AT, 5712362]
[paragraph, [656.0, 1379.0, 575.0, 36.0], shoonya_8sTJWRHQ4WK9AT, 5712362]
[paragraph, [655.0, 1445.0, 577.0, 36.0], shoonya_7sYQZDGRS5IWT9, 5712362]
[paragraph, [655.0, 1481.0, 577.0, 36.0], shoonya_7sYQZDGRS5IWT9, 5712362]
[paragraph, [655.0, 1517.0, 577.0, 36.0], shoonya_7sYQZDGRS5IWT9, 5712362]
[paragraph, [655.0, 1553.0, 577.0, 36.0], shoonya_7sYQZDGRS5IWT9, 5712362]
[paragraph, [655.0, 1589.0, 577.0, 36.0], shoonya_7sYQZDGRS5IWT9, 5712362]
[paragraph, [44.0, 1448.0, 589.0, 36.0], shoonya_2s71EHG7KJ2DJO, 5712362]
[paragraph, [44.0, 1484.0, 589.0, 36.0], shoonya_2s71EHG7KJ2DJO, 5712362]
[paragraph, [44.0, 1520.0, 589.0, 36.0], shoonya_2s71EHG7KJ2DJO, 5712362]
[paragraph, [44.0, 1556.0, 589.0, 36.0], shoonya_2s71EHG7KJ2DJO, 5712362]
[paragraph, [44.0, 1592.0, 589.0, 36.0], shoonya_2s71EHG7KJ2DJO, 5712362]
[folio, [826.0, 1664.0, 353.0, 36.0], 0eU6mqC8Uk, 5712362]
