[2067, 1567]
[folio, [1240.0, 193.0, 131.0, 36.0], jv_MnTgyYA, 5736128]
[paragraph, [793.0, 1356.0, 579.0, 36.0], shoonya_4sGO7A4Z29QPYH, 5736128]
[paragraph, [793.0, 1392.0, 579.0, 36.0], shoonya_4sGO7A4Z29QPYH, 5736128]
[paragraph, [793.0, 1428.0, 579.0, 36.0], shoonya_4sGO7A4Z29QPYH, 5736128]
[paragraph, [793.0, 1464.0, 579.0, 36.0], shoonya_4sGO7A4Z29QPYH, 5736128]
[paragraph, [793.0, 1500.0, 579.0, 36.0], shoonya_4sGO7A4Z29QPYH, 5736128]
[paragraph, [793.0, 1536.0, 579.0, 36.0], shoonya_4sGO7A4Z29QPYH, 5736128]
[paragraph, [793.0, 1572.0, 579.0, 36.0], shoonya_4sGO7A4Z29QPYH, 5736128]
[paragraph, [793.0, 1608.0, 579.0, 36.0], shoonya_4sGO7A4Z29QPYH, 5736128]
[paragraph, [793.0, 1644.0, 579.0, 36.0], shoonya_4sGO7A4Z29QPYH, 5736128]
[paragraph, [793.0, 1680.0, 579.0, 36.0], shoonya_4sGO7A4Z29QPYH, 5736128]
[paragraph, [793.0, 1716.0, 579.0, 36.0], shoonya_4sGO7A4Z29QPYH, 5736128]
[paragraph, [793.0, 1752.0, 579.0, 36.0], shoonya_4sGO7A4Z29QPYH, 5736128]
[sidebar, [17.0, 1240.0, 142.0, 36.0], de_5i7b3KO, 5736128]
[sidebar, [17.0, 1276.0, 142.0, 36.0], de_5i7b3KO, 5736128]
[folio, [1141.0, 1822.0, 228.0, 36.0], shoonya_7sASKQN1PEUXDS, 5736128]
