[2339, 1653]
[paragraph, [323.0, 163.0, 1137.0, 36.0], shoonya_2sOBV2Y3FHEAW8, 5733792]
[paragraph, [323.0, 1453.0, 1136.0, 36.0], shoonya_0sQ46C9H99VXZI, 5733792]
[paragraph, [323.0, 1489.0, 1136.0, 36.0], shoonya_0sQ46C9H99VXZI, 5733792]
[paragraph, [323.0, 1525.0, 1136.0, 36.0], shoonya_0sQ46C9H99VXZI, 5733792]
[paragraph, [323.0, 1561.0, 1136.0, 36.0], shoonya_0sQ46C9H99VXZI, 5733792]
[paragraph, [323.0, 1597.0, 1136.0, 36.0], shoonya_0sQ46C9H99VXZI, 5733792]
[paragraph, [323.0, 1633.0, 1136.0, 36.0], shoonya_0sQ46C9H99VXZI, 5733792]
[paragraph, [323.0, 1669.0, 1136.0, 36.0], shoonya_0sQ46C9H99VXZI, 5733792]
[paragraph, [323.0, 1705.0, 1136.0, 36.0], shoonya_0sQ46C9H99VXZI, 5733792]
[paragraph, [323.0, 1741.0, 1136.0, 36.0], shoonya_0sQ46C9H99VXZI, 5733792]
[paragraph, [323.0, 1777.0, 1136.0, 36.0], shoonya_0sQ46C9H99VXZI, 5733792]
[paragraph, [323.0, 1813.0, 1136.0, 36.0], shoonya_0sQ46C9H99VXZI, 5733792]
[paragraph, [323.0, 1849.0, 1136.0, 36.0], shoonya_0sQ46C9H99VXZI, 5733792]
[paragraph, [323.0, 1885.0, 1136.0, 36.0], shoonya_0sQ46C9H99VXZI, 5733792]
[paragraph, [323.0, 1921.0, 1136.0, 36.0], shoonya_0sQ46C9H99VXZI, 5733792]
[paragraph, [323.0, 1957.0, 1136.0, 36.0], shoonya_0sQ46C9H99VXZI, 5733792]
[paragraph, [323.0, 1993.0, 1136.0, 36.0], shoonya_0sQ46C9H99VXZI, 5733792]
[paragraph, [323.0, 2029.0, 1136.0, 36.0], shoonya_0sQ46C9H99VXZI, 5733792]
[paragraph, [323.0, 2065.0, 1136.0, 36.0], shoonya_0sQ46C9H99VXZI, 5733792]
[folio, [1114.0, 2149.0, 293.0, 36.0], lidfi2026l, 5733792]
