[1818, 1374]
[folio, [485.0, 108.0, 399.0, 36.0], shoonya_1sAZVO1FP6YUWQ, 5681989]
[paragraph, [700.0, 1400.0, 570.0, 36.0], LY6dvr9zuR, 5681989]
[paragraph, [700.0, 1436.0, 570.0, 36.0], LY6dvr9zuR, 5681989]
[paragraph, [700.0, 1472.0, 570.0, 36.0], LY6dvr9zuR, 5681989]
[paragraph, [700.0, 1508.0, 570.0, 36.0], LY6dvr9zuR, 5681989]
[paragraph, [700.0, 1544.0, 570.0, 36.0], LY6dvr9zuR, 5681989]
[paragraph, [106.0, 1462.0, 573.0, 36.0], YYSaHuIXXW, 5681989]
[paragraph, [151.0, 1505.0, 405.0, 36.0], Dz4D-U_Fy2, 5681989]
[paragraph, [106.0, 1548.0, 577.0, 36.0], 4pq0tnaWLo, 5681989]
[paragraph, [106.0, 1584.0, 577.0, 36.0], 4pq0tnaWLo, 5681989]
[paragraph, [106.0, 1620.0, 577.0, 36.0], 4pq0tnaWLo, 5681989]
[paragraph, [106.0, 1656.0, 577.0, 36.0], 4pq0tnaWLo, 5681989]
[paragraph, [699.0, 1632.0, 568.0, 36.0], nGKXRQu8TJ, 5681989]
[paragraph, [699.0, 1668.0, 568.0, 36.0], nGKXRQu8TJ, 5681989]
