[4210, 2977]
[paragraph, [714.0, 279.0, 669.0, 52.5], tkHvZP4LbS, 5697700]
[ordered-list, [507.0, 1893.0, 2007.0, 52.5], 97FcmZGIEi, 5697700]
[ordered-list, [507.0, 1945.5, 2007.0, 52.5], 97FcmZGIEi, 5697700]
[ordered-list, [507.0, 1998.0, 2007.0, 52.5], 97FcmZGIEi, 5697700]
[ordered-list, [507.0, 2050.5, 2007.0, 52.5], 97FcmZGIEi, 5697700]
[ordered-list, [507.0, 2103.0, 2007.0, 52.5], 97FcmZGIEi, 5697700]
[ordered-list, [507.0, 2155.5, 2007.0, 52.5], 97FcmZGIEi, 5697700]
[ordered-list, [507.0, 2208.0, 2007.0, 52.5], 97FcmZGIEi, 5697700]
[ordered-list, [507.0, 2260.5, 2007.0, 52.5], 97FcmZGIEi, 5697700]
[ordered-list, [507.0, 2313.0, 2007.0, 52.5], 97FcmZGIEi, 5697700]
[ordered-list, [507.0, 2365.5, 2007.0, 52.5], 97FcmZGIEi, 5697700]
[sub-unordered-list, [694.0, 1070.0, 1791.0, 18.0], m5WFqVO9zI, 5697700]
[sub-unordered-list, [694.0, 1088.0, 1791.0, 18.0], m5WFqVO9zI, 5697700]
[sub-unordered-list, [694.0, 1106.0, 1791.0, 18.0], m5WFqVO9zI, 5697700]
[sub-unordered-list, [694.0, 1124.0, 1791.0, 18.0], m5WFqVO9zI, 5697700]
[sub-unordered-list, [694.0, 1142.0, 1791.0, 18.0], m5WFqVO9zI, 5697700]
[sub-unordered-list, [694.0, 1160.0, 1791.0, 18.0], m5WFqVO9zI, 5697700]
[sub-unordered-list, [694.0, 1178.0, 1791.0, 18.0], m5WFqVO9zI, 5697700]
[sub-unordered-list, [694.0, 1196.0, 1791.0, 18.0], m5WFqVO9zI, 5697700]
[sub-unordered-list, [694.0, 1214.0, 1791.0, 18.0], m5WFqVO9zI, 5697700]
[sub-unordered-list, [694.0, 1232.0, 1791.0, 18.0], m5WFqVO9zI, 5697700]
[sub-unordered-list, [694.0, 1250.0, 1791.0, 18.0], m5WFqVO9zI, 5697700]
[sub-unordered-list, [694.0, 1268.0, 1791.0, 18.0], m5WFqVO9zI, 5697700]
[sub-unordered-list, [694.0, 1286.0, 1791.0, 18.0], m5WFqVO9zI, 5697700]
[sub-unordered-list, [694.0, 1304.0, 1791.0, 18.0], m5WFqVO9zI, 5697700]
[sub-unordered-list, [694.0, 1322.0, 1791.0, 18.0], m5WFqVO9zI, 5697700]
[sub-unordered-list, [694.0, 1340.0, 1791.0, 18.0], m5WFqVO9zI, 5697700]
[sub-unordered-list, [694.0, 1358.0, 1791.0, 18.0], m5WFqVO9zI, 5697700]
[sub-unordered-list, [703.0, 1441.0, 1212.0, 18.0], MH93P4hIWt, 5697700]
[sub-unordered-list, [703.0, 1459.0, 1212.0, 18.0], MH93P4hIWt, 5697700]
[sub-unordered-list, [703.0, 1477.0, 1212.0, 18.0], MH93P4hIWt, 5697700]
[sub-unordered-list, [703.0, 1495.0, 1212.0, 18.0], MH93P4hIWt, 5697700]
[sub-unordered-list, [703.0, 1513.0, 1212.0, 18.0], MH93P4hIWt, 5697700]
[sub-unordered-list, [703.0, 1531.0, 1212.0, 18.0], MH93P4hIWt, 5697700]
[sub-unordered-list, [703.0, 1549.0, 1212.0, 18.0], MH93P4hIWt, 5697700]
[sub-unordered-list, [703.0, 1567.0, 1212.0, 18.0], MH93P4hIWt, 5697700]
[sub-unordered-list, [703.0, 1585.0, 1212.0, 18.0], MH93P4hIWt, 5697700]
[sub-unordered-list, [703.0, 1603.0, 1212.0, 18.0], MH93P4hIWt, 5697700]
[sub-unordered-list, [703.0, 1621.0, 1212.0, 18.0], MH93P4hIWt, 5697700]
[sub-unordered-list, [703.0, 1639.0, 1212.0, 18.0], MH93P4hIWt, 5697700]
[sub-unordered-list, [703.0, 1657.0, 1212.0, 18.0], MH93P4hIWt, 5697700]
[sub-unordered-list, [703.0, 1675.0, 1212.0, 18.0], MH93P4hIWt, 5697700]
[sub-unordered-list, [703.0, 1693.0, 1212.0, 18.0], MH93P4hIWt, 5697700]
[sub-unordered-list, [703.0, 1711.0, 1212.0, 18.0], MH93P4hIWt, 5697700]
[sub-unordered-list, [703.0, 1729.0, 1212.0, 18.0], MH93P4hIWt, 5697700]
[sub-unordered-list, [703.0, 1747.0, 1212.0, 18.0], MH93P4hIWt, 5697700]
[sub-unordered-list, [703.0, 1765.0, 1212.0, 18.0], MH93P4hIWt, 5697700]
[sub-unordered-list, [703.0, 1783.0, 1212.0, 18.0], MH93P4hIWt, 5697700]
[sub-unordered-list, [703.0, 1801.0, 1212.0, 18.0], MH93P4hIWt, 5697700]
[sub-unordered-list, [703.0, 1819.0, 1212.0, 18.0], MH93P4hIWt, 5697700]
[sub-unordered-list, [703.0, 1837.0, 1212.0, 18.0], MH93P4hIWt, 5697700]
[sub-unordered-list, [703.0, 1855.0, 1212.0, 18.0], MH93P4hIWt, 5697700]
[sub-unordered-list, [703.0, 1873.0, 1212.0, 18.0], MH93P4hIWt, 5697700]
[sub-unordered-list, [703.0, 1891.0, 1212.0, 18.0], MH93P4hIWt, 5697700]
[sub-unordered-list, [703.0, 1909.0, 1212.0, 18.0], MH93P4hIWt, 5697700]
[sub-unordered-list, [703.0, 1927.0, 1212.0, 18.0], MH93P4hIWt, 5697700]
[sub-unordered-list, [698.0, 2038.0, 1265.0, 18.0], IcOx3jLFah, 5697700]
[sub-unordered-list, [698.0, 2056.0, 1265.0, 18.0], IcOx3jLFah, 5697700]
[sub-unordered-list, [698.0, 2074.0, 1265.0, 18.0], IcOx3jLFah, 5697700]
[sub-unordered-list, [698.0, 2092.0, 1265.0, 18.0], IcOx3jLFah, 5697700]
[sub-unordered-list, [698.0, 2110.0, 1265.0, 18.0], IcOx3jLFah, 5697700]
[sub-unordered-list, [698.0, 2128.0, 1265.0, 18.0], IcOx3jLFah, 5697700]
[sub-unordered-list, [698.0, 2146.0, 1265.0, 18.0], IcOx3jLFah, 5697700]
[sub-unordered-list, [698.0, 2164.0, 1265.0, 18.0], IcOx3jLFah, 5697700]
[sub-unordered-list, [698.0, 2182.0, 1265.0, 18.0], IcOx3jLFah, 5697700]
[sub-unordered-list, [698.0, 2200.0, 1265.0, 18.0], IcOx3jLFah, 5697700]
[sub-unordered-list, [698.0, 2218.0, 1265.0, 18.0], IcOx3jLFah, 5697700]
[sub-unordered-list, [698.0, 2236.0, 1265.0, 18.0], IcOx3jLFah, 5697700]
[sub-unordered-list, [698.0, 2254.0, 1265.0, 18.0], IcOx3jLFah, 5697700]
[sub-unordered-list, [698.0, 2272.0, 1265.0, 18.0], IcOx3jLFah, 5697700]
[sub-unordered-list, [694.0, 2361.0, 924.0, 18.0], 6bB3kqnrur, 5697700]
[sub-unordered-list, [694.0, 2379.0, 924.0, 18.0], 6bB3kqnrur, 5697700]
[sub-unordered-list, [694.0, 2397.0, 924.0, 18.0], 6bB3kqnrur, 5697700]
[sub-unordered-list, [694.0, 2415.0, 924.0, 18.0], 6bB3kqnrur, 5697700]
[ordered-list, [500.0, 2731.0, 2029.0, 52.5], ZQIrUwlETA, 5697700]
[ordered-list, [500.0, 2783.5, 2029.0, 52.5], ZQIrUwlETA, 5697700]
[ordered-list, [500.0, 2836.0, 2029.0, 52.5], ZQIrUwlETA, 5697700]
[ordered-list, [500.0, 2888.5, 2029.0, 52.5], ZQIrUwlETA, 5697700]
[ordered-list, [500.0, 2941.0, 2029.0, 52.5], ZQIrUwlETA, 5697700]
[ordered-list, [500.0, 2993.5, 2029.0, 52.5], ZQIrUwlETA, 5697700]
[ordered-list, [500.0, 3046.0, 2029.0, 52.5], ZQIrUwlETA, 5697700]
[ordered-list, [500.0, 3098.5, 2029.0, 52.5], ZQIrUwlETA, 5697700]
[ordered-list, [500.0, 3151.0, 2029.0, 52.5], ZQIrUwlETA, 5697700]
[ordered-list, [500.0, 3203.5, 2029.0, 52.5], ZQIrUwlETA, 5697700]
[ordered-list, [500.0, 3256.0, 2029.0, 52.5], ZQIrUwlETA, 5697700]
[ordered-list, [500.0, 3308.5, 2029.0, 52.5], ZQIrUwlETA, 5697700]
[ordered-list, [500.0, 3361.0, 2029.0, 52.5], ZQIrUwlETA, 5697700]
[ordered-list, [500.0, 3413.5, 2029.0, 52.5], ZQIrUwlETA, 5697700]
[ordered-list, [500.0, 3466.0, 2029.0, 52.5], ZQIrUwlETA, 5697700]
[ordered-list, [500.0, 3518.5, 2029.0, 52.5], ZQIrUwlETA, 5697700]
[ordered-list, [500.0, 3571.0, 2029.0, 52.5], ZQIrUwlETA, 5697700]
[ordered-list, [500.0, 3623.5, 2029.0, 52.5], ZQIrUwlETA, 5697700]
[ordered-list, [500.0, 3676.0, 2029.0, 52.5], ZQIrUwlETA, 5697700]
[ordered-list, [500.0, 3728.5, 2029.0, 52.5], ZQIrUwlETA, 5697700]
[ordered-list, [500.0, 3781.0, 2029.0, 52.5], ZQIrUwlETA, 5697700]
[ordered-list, [500.0, 3833.5, 2029.0, 52.5], ZQIrUwlETA, 5697700]
[sub-unordered-list, [710.0, 2814.0, 967.0, 18.0], F4_1rbnOJl, 5697700]
[sub-unordered-list, [710.0, 2832.0, 967.0, 18.0], F4_1rbnOJl, 5697700]
[sub-unordered-list, [710.0, 2850.0, 967.0, 18.0], F4_1rbnOJl, 5697700]
[sub-unordered-list, [710.0, 2868.0, 967.0, 18.0], F4_1rbnOJl, 5697700]
[sub-unordered-list, [710.0, 2886.0, 967.0, 18.0], F4_1rbnOJl, 5697700]
[sub-unordered-list, [710.0, 2904.0, 967.0, 18.0], F4_1rbnOJl, 5697700]
[sub-unordered-list, [710.0, 2922.0, 967.0, 18.0], F4_1rbnOJl, 5697700]
[sub-unordered-list, [710.0, 2940.0, 967.0, 18.0], F4_1rbnOJl, 5697700]
[sub-unordered-list, [710.0, 2958.0, 967.0, 18.0], F4_1rbnOJl, 5697700]
[sub-unordered-list, [710.0, 2976.0, 967.0, 18.0], F4_1rbnOJl, 5697700]
[sub-unordered-list, [710.0, 2994.0, 967.0, 18.0], F4_1rbnOJl, 5697700]
[sub-unordered-list, [710.0, 3012.0, 967.0, 18.0], F4_1rbnOJl, 5697700]
[sub-unordered-list, [710.0, 3030.0, 967.0, 18.0], F4_1rbnOJl, 5697700]
[sub-unordered-list, [710.0, 3048.0, 967.0, 18.0], F4_1rbnOJl, 5697700]
[sub-unordered-list, [710.0, 3066.0, 967.0, 18.0], F4_1rbnOJl, 5697700]
[sub-unordered-list, [710.0, 3084.0, 967.0, 18.0], F4_1rbnOJl, 5697700]
[sub-unordered-list, [710.0, 3102.0, 967.0, 18.0], F4_1rbnOJl, 5697700]
[sub-unordered-list, [710.0, 3120.0, 967.0, 18.0], F4_1rbnOJl, 5697700]
[sub-unordered-list, [710.0, 3138.0, 967.0, 18.0], F4_1rbnOJl, 5697700]
[sub-unordered-list, [710.0, 3156.0, 967.0, 18.0], F4_1rbnOJl, 5697700]
[sub-unordered-list, [710.0, 3174.0, 967.0, 18.0], F4_1rbnOJl, 5697700]
[sub-unordered-list, [710.0, 3192.0, 967.0, 18.0], F4_1rbnOJl, 5697700]
[sub-unordered-list, [710.0, 3312.0, 1719.0, 18.0], sjB46K-b_U, 5697700]
[sub-unordered-list, [710.0, 3330.0, 1719.0, 18.0], sjB46K-b_U, 5697700]
[sub-unordered-list, [710.0, 3348.0, 1719.0, 18.0], sjB46K-b_U, 5697700]
[sub-unordered-list, [710.0, 3366.0, 1719.0, 18.0], sjB46K-b_U, 5697700]
[sub-unordered-list, [710.0, 3384.0, 1719.0, 18.0], sjB46K-b_U, 5697700]
[sub-unordered-list, [710.0, 3402.0, 1719.0, 18.0], sjB46K-b_U, 5697700]
[sub-unordered-list, [710.0, 3420.0, 1719.0, 18.0], sjB46K-b_U, 5697700]
[sub-unordered-list, [710.0, 3438.0, 1719.0, 18.0], sjB46K-b_U, 5697700]
[sub-unordered-list, [710.0, 3456.0, 1719.0, 18.0], sjB46K-b_U, 5697700]
[sub-unordered-list, [710.0, 3474.0, 1719.0, 18.0], sjB46K-b_U, 5697700]
[sub-unordered-list, [710.0, 3492.0, 1719.0, 18.0], sjB46K-b_U, 5697700]
[sub-unordered-list, [710.0, 3510.0, 1719.0, 18.0], sjB46K-b_U, 5697700]
[sub-unordered-list, [710.0, 3528.0, 1719.0, 18.0], sjB46K-b_U, 5697700]
[sub-unordered-list, [710.0, 3546.0, 1719.0, 18.0], sjB46K-b_U, 5697700]
[sub-unordered-list, [710.0, 3564.0, 1719.0, 18.0], sjB46K-b_U, 5697700]
[sub-unordered-list, [710.0, 3582.0, 1719.0, 18.0], sjB46K-b_U, 5697700]
[sub-unordered-list, [710.0, 3600.0, 1719.0, 18.0], sjB46K-b_U, 5697700]
[sub-unordered-list, [710.0, 3733.0, 1086.0, 18.0], uCOCYIS1ty, 5697700]
[sub-unordered-list, [710.0, 3751.0, 1086.0, 18.0], uCOCYIS1ty, 5697700]
[sub-unordered-list, [710.0, 3769.0, 1086.0, 18.0], uCOCYIS1ty, 5697700]
[sub-unordered-list, [710.0, 3787.0, 1086.0, 18.0], uCOCYIS1ty, 5697700]
[sub-unordered-list, [710.0, 3805.0, 1086.0, 18.0], uCOCYIS1ty, 5697700]
[sub-unordered-list, [710.0, 3823.0, 1086.0, 18.0], uCOCYIS1ty, 5697700]
[sub-unordered-list, [710.0, 3841.0, 1086.0, 18.0], uCOCYIS1ty, 5697700]
[sub-unordered-list, [710.0, 3859.0, 1086.0, 18.0], uCOCYIS1ty, 5697700]
