[1754, 1241]
[paragraph, [162.0, 106.0, 912.0, 36.0], Gx_1rv4mHv, 6476493]
[sub-ordered-list, [184.0, 783.0, 912.0, 36.0], shoonya_0s1M51HJU0AN8E, 6476493]
[sub-ordered-list, [184.0, 819.0, 912.0, 36.0], shoonya_0s1M51HJU0AN8E, 6476493]
[sub-ordered-list, [184.0, 855.0, 912.0, 36.0], shoonya_0s1M51HJU0AN8E, 6476493]
[sub-ordered-list, [184.0, 891.0, 912.0, 36.0], shoonya_0s1M51HJU0AN8E, 6476493]
[sub-ordered-list, [184.0, 927.0, 912.0, 36.0], shoonya_0s1M51HJU0AN8E, 6476493]
[sub-ordered-list, [192.0, 1020.0, 909.0, 36.0], ogjYBHbYBS, 6476493]
[sub-ordered-list, [192.0, 1056.0, 909.0, 36.0], ogjYBHbYBS, 6476493]
[sub-ordered-list, [192.0, 1092.0, 909.0, 36.0], ogjYBHbYBS, 6476493]
[sub-ordered-list, [192.0, 1128.0, 909.0, 36.0], ogjYBHbYBS, 6476493]
[sub-ordered-list, [192.0, 1164.0, 909.0, 36.0], ogjYBHbYBS, 6476493]
[sub-ordered-list, [192.0, 1200.0, 909.0, 36.0], ogjYBHbYBS, 6476493]
[sub-ordered-list, [192.0, 1236.0, 909.0, 36.0], ogjYBHbYBS, 6476493]
[sub-ordered-list, [192.0, 1272.0, 909.0, 36.0], ogjYBHbYBS, 6476493]
[sub-ordered-list, [190.0, 1380.0, 909.0, 36.0], d46qKJ6KuY, 6476493]
[sub-ordered-list, [190.0, 1416.0, 909.0, 36.0], d46qKJ6KuY, 6476493]
[sub-ordered-list, [190.0, 1452.0, 909.0, 36.0], d46qKJ6KuY, 6476493]
[sub-ordered-list, [190.0, 1488.0, 909.0, 36.0], d46qKJ6KuY, 6476493]
