[1818, 1374]
[folio, [474.0, 151.0, 429.0, 36.0], shoonya_6sRG3OHTXR16QL, 5682574]
[paragraph, [709.0, 1064.0, 558.0, 36.0], shoonya_4sNKB7BVVIELM7, 5682574]
[paragraph, [709.0, 1100.0, 558.0, 36.0], shoonya_4sNKB7BVVIELM7, 5682574]
[paragraph, [709.0, 1136.0, 558.0, 36.0], shoonya_4sNKB7BVVIELM7, 5682574]
[paragraph, [709.0, 1172.0, 558.0, 36.0], shoonya_4sNKB7BVVIELM7, 5682574]
[paragraph, [124.0, 1016.0, 561.0, 36.0], shoonya_5sQYB7Q793QEO7, 5682574]
[paragraph, [124.0, 1052.0, 561.0, 36.0], shoonya_5sQYB7Q793QEO7, 5682574]
[paragraph, [121.0, 1099.0, 565.0, 36.0], 4t8zfH6g5P, 5682574]
[paragraph, [121.0, 1135.0, 565.0, 36.0], 4t8zfH6g5P, 5682574]
[paragraph, [121.0, 1171.0, 565.0, 36.0], 4t8zfH6g5P, 5682574]
[paragraph, [121.0, 1207.0, 565.0, 36.0], 4t8zfH6g5P, 5682574]
[paragraph, [121.0, 1243.0, 565.0, 36.0], 4t8zfH6g5P, 5682574]
[paragraph, [121.0, 1279.0, 565.0, 36.0], 4t8zfH6g5P, 5682574]
[paragraph, [121.0, 1315.0, 565.0, 36.0], 4t8zfH6g5P, 5682574]
[paragraph, [712.0, 1220.0, 550.0, 36.0], shoonya_3sIYORXO7GBUIX, 5682574]
[paragraph, [712.0, 1256.0, 550.0, 36.0], shoonya_3sIYORXO7GBUIX, 5682574]
[paragraph, [712.0, 1292.0, 550.0, 36.0], shoonya_3sIYORXO7GBUIX, 5682574]
[paragraph, [712.0, 1328.0, 550.0, 36.0], shoonya_3sIYORXO7GBUIX, 5682574]
[paragraph, [712.0, 1364.0, 550.0, 36.0], shoonya_3sIYORXO7GBUIX, 5682574]
[paragraph, [120.0, 1387.0, 565.0, 36.0], shoonya_1sCD989COQYA30, 5682574]
[paragraph, [120.0, 1423.0, 565.0, 36.0], shoonya_1sCD989COQYA30, 5682574]
[paragraph, [120.0, 1459.0, 565.0, 36.0], shoonya_1sCD989COQYA30, 5682574]
[paragraph, [120.0, 1495.0, 565.0, 36.0], shoonya_1sCD989COQYA30, 5682574]
[paragraph, [120.0, 1531.0, 565.0, 36.0], shoonya_1sCD989COQYA30, 5682574]
[paragraph, [120.0, 1567.0, 565.0, 36.0], shoonya_1sCD989COQYA30, 5682574]
[paragraph, [120.0, 1603.0, 565.0, 36.0], shoonya_1sCD989COQYA30, 5682574]
[paragraph, [120.0, 1639.0, 565.0, 36.0], shoonya_1sCD989COQYA30, 5682574]
[paragraph, [120.0, 1675.0, 565.0, 36.0], shoonya_1sCD989COQYA30, 5682574]
[paragraph, [713.0, 1428.0, 553.0, 36.0], shoonya_2sW10RIUFDLSZF, 5682574]
[paragraph, [713.0, 1464.0, 553.0, 36.0], shoonya_2sW10RIUFDLSZF, 5682574]
[paragraph, [713.0, 1500.0, 553.0, 36.0], shoonya_2sW10RIUFDLSZF, 5682574]
[paragraph, [713.0, 1536.0, 553.0, 36.0], shoonya_2sW10RIUFDLSZF, 5682574]
[paragraph, [710.0, 1594.0, 554.0, 36.0], shoonya_0sSXCTWR1PO9UT, 5682574]
[paragraph, [710.0, 1630.0, 554.0, 36.0], shoonya_0sSXCTWR1PO9UT, 5682574]
[paragraph, [710.0, 1666.0, 554.0, 36.0], shoonya_0sSXCTWR1PO9UT, 5682574]
