[1755, 1241]
[folio, [141.0, 170.0, 437.0, 36.0], bvWvdYkmZS, 5705351]
[paragraph, [177.0, 1124.0, 430.0, 36.0], shoonya_2sS8WXL64RA3LW, 5705351]
[paragraph, [177.0, 1160.0, 430.0, 36.0], shoonya_2sS8WXL64RA3LW, 5705351]
[paragraph, [177.0, 1196.0, 430.0, 36.0], shoonya_2sS8WXL64RA3LW, 5705351]
[paragraph, [177.0, 1232.0, 430.0, 36.0], shoonya_2sS8WXL64RA3LW, 5705351]
[paragraph, [629.0, 1121.0, 434.0, 36.0], shoonya_6sU5HJO8WPU8W7, 5705351]
[paragraph, [629.0, 1157.0, 434.0, 36.0], shoonya_6sU5HJO8WPU8W7, 5705351]
[paragraph, [629.0, 1193.0, 434.0, 36.0], shoonya_6sU5HJO8WPU8W7, 5705351]
[paragraph, [629.0, 1229.0, 434.0, 36.0], shoonya_6sU5HJO8WPU8W7, 5705351]
[paragraph, [629.0, 1265.0, 434.0, 36.0], shoonya_6sU5HJO8WPU8W7, 5705351]
[paragraph, [179.0, 1290.0, 431.0, 36.0], shoonya_11sAO8DNKCZ8E2, 5705351]
[paragraph, [179.0, 1326.0, 431.0, 36.0], shoonya_11sAO8DNKCZ8E2, 5705351]
[paragraph, [629.0, 1304.0, 437.0, 36.0], shoonya_7sMC1JMNRF78W3, 5705351]
[paragraph, [629.0, 1340.0, 437.0, 36.0], shoonya_7sMC1JMNRF78W3, 5705351]
[paragraph, [177.0, 1371.0, 429.0, 36.0], shoonya_12sEU3E16WEV1U, 5705351]
[paragraph, [177.0, 1407.0, 429.0, 36.0], shoonya_12sEU3E16WEV1U, 5705351]
[paragraph, [177.0, 1443.0, 429.0, 36.0], shoonya_12sEU3E16WEV1U, 5705351]
[paragraph, [629.0, 1410.0, 435.0, 36.0], shoonya_9sHWHXWZ8OEAHN, 5705351]
[paragraph, [629.0, 1446.0, 435.0, 36.0], shoonya_9sHWHXWZ8OEAHN, 5705351]
[website-link, [145.0, 1550.0, 295.0, 18.0], shoonya_14sDTW7QO86N9K, 5705351]
[website-link, [145.0, 1568.0, 295.0, 18.0], shoonya_14sDTW7QO86N9K, 5705351]
