[1744, 1332]
[headline, [139.0, 148.0, 850.0, 37.5], shoonya_7sCRY5LHBX7L28, 5772104]
[paragraph, [122.0, 831.0, 536.0, 36.0], shoonya_0sIHYF1UDI3NP0, 5772104]
[paragraph, [122.0, 867.0, 536.0, 36.0], shoonya_0sIHYF1UDI3NP0, 5772104]
[paragraph, [122.0, 903.0, 536.0, 36.0], shoonya_0sIHYF1UDI3NP0, 5772104]
[paragraph, [122.0, 939.0, 536.0, 36.0], shoonya_0sIHYF1UDI3NP0, 5772104]
[paragraph, [122.0, 975.0, 536.0, 36.0], shoonya_0sIHYF1UDI3NP0, 5772104]
[paragraph, [122.0, 1011.0, 536.0, 36.0], shoonya_0sIHYF1UDI3NP0, 5772104]
[paragraph, [674.0, 800.0, 532.0, 36.0], shoonya_6s5S53KZV6J6CX, 5772104]
[paragraph, [674.0, 836.0, 532.0, 36.0], shoonya_6s5S53KZV6J6CX, 5772104]
[paragraph, [672.0, 922.0, 534.0, 36.0], shoonya_3sRCKKOXPKFKZ8, 5772104]
[paragraph, [672.0, 958.0, 534.0, 36.0], shoonya_3sRCKKOXPKFKZ8, 5772104]
[paragraph, [672.0, 994.0, 534.0, 36.0], shoonya_3sRCKKOXPKFKZ8, 5772104]
[paragraph, [672.0, 1030.0, 534.0, 36.0], shoonya_3sRCKKOXPKFKZ8, 5772104]
[paragraph, [672.0, 1066.0, 534.0, 36.0], shoonya_3sRCKKOXPKFKZ8, 5772104]
[paragraph, [672.0, 1102.0, 534.0, 36.0], shoonya_3sRCKKOXPKFKZ8, 5772104]
[paragraph, [672.0, 1138.0, 534.0, 36.0], shoonya_3sRCKKOXPKFKZ8, 5772104]
[paragraph, [672.0, 1174.0, 534.0, 36.0], shoonya_3sRCKKOXPKFKZ8, 5772104]
[paragraph, [672.0, 1210.0, 534.0, 36.0], shoonya_3sRCKKOXPKFKZ8, 5772104]
[paragraph, [123.0, 1096.0, 538.0, 36.0], shoonya_2s3GT8UBM9FPY1, 5772104]
[paragraph, [123.0, 1132.0, 538.0, 36.0], shoonya_2s3GT8UBM9FPY1, 5772104]
[paragraph, [123.0, 1168.0, 538.0, 36.0], shoonya_2s3GT8UBM9FPY1, 5772104]
[paragraph, [123.0, 1204.0, 538.0, 36.0], shoonya_2s3GT8UBM9FPY1, 5772104]
[paragraph, [123.0, 1240.0, 538.0, 36.0], shoonya_2s3GT8UBM9FPY1, 5772104]
[paragraph, [123.0, 1276.0, 538.0, 36.0], shoonya_2s3GT8UBM9FPY1, 5772104]
[paragraph, [672.0, 1300.0, 533.0, 36.0], shoonya_4sEVOXTPLDPLGT, 5772104]
[paragraph, [672.0, 1336.0, 533.0, 36.0], shoonya_4sEVOXTPLDPLGT, 5772104]
[paragraph, [672.0, 1372.0, 533.0, 36.0], shoonya_4sEVOXTPLDPLGT, 5772104]
[paragraph, [672.0, 1408.0, 533.0, 36.0], shoonya_4sEVOXTPLDPLGT, 5772104]
[paragraph, [125.0, 1326.0, 538.0, 36.0], shoonya_1sJ2Q4IU6VD5P3, 5772104]
[paragraph, [125.0, 1362.0, 538.0, 36.0], shoonya_1sJ2Q4IU6VD5P3, 5772104]
[paragraph, [125.0, 1398.0, 538.0, 36.0], shoonya_1sJ2Q4IU6VD5P3, 5772104]
[paragraph, [125.0, 1434.0, 538.0, 36.0], shoonya_1sJ2Q4IU6VD5P3, 5772104]
[paragraph, [125.0, 1470.0, 538.0, 36.0], shoonya_1sJ2Q4IU6VD5P3, 5772104]
[paragraph, [125.0, 1506.0, 538.0, 36.0], shoonya_1sJ2Q4IU6VD5P3, 5772104]
[paragraph, [673.0, 1512.0, 531.0, 36.0], shoonya_10s1WRO5X4LU8J, 5772104]
[folio, [586.0, 1585.0, 139.0, 36.0], wEX8yibCua, 5772104]
[folio, [91.0, 1685.0, 284.0, 36.0], dxQIy9UBPP, 5772104]
