[2339, 1656]
[paragraph, [850.0, 97.0, 728.0, 36.0], shoonya_0sSMPL562AWTIL, 5749335]
[paragraph, [850.0, 817.0, 728.0, 36.0], shoonya_0sSMPL562AWTIL, 5749335]
[paragraph, [850.0, 853.0, 728.0, 36.0], shoonya_0sSMPL562AWTIL, 5749335]
[paragraph, [850.0, 889.0, 728.0, 36.0], shoonya_0sSMPL562AWTIL, 5749335]
[paragraph, [850.0, 925.0, 728.0, 36.0], shoonya_0sSMPL562AWTIL, 5749335]
[paragraph, [850.0, 961.0, 728.0, 36.0], shoonya_0sSMPL562AWTIL, 5749335]
[paragraph, [850.0, 997.0, 728.0, 36.0], shoonya_0sSMPL562AWTIL, 5749335]
[paragraph, [850.0, 1033.0, 728.0, 36.0], shoonya_0sSMPL562AWTIL, 5749335]
[paragraph, [850.0, 1069.0, 728.0, 36.0], shoonya_0sSMPL562AWTIL, 5749335]
[paragraph, [850.0, 1105.0, 728.0, 36.0], shoonya_0sSMPL562AWTIL, 5749335]
[paragraph, [850.0, 1141.0, 728.0, 36.0], shoonya_0sSMPL562AWTIL, 5749335]
[paragraph, [850.0, 1177.0, 728.0, 36.0], shoonya_0sSMPL562AWTIL, 5749335]
[paragraph, [850.0, 1213.0, 728.0, 36.0], shoonya_0sSMPL562AWTIL, 5749335]
[paragraph, [850.0, 1249.0, 728.0, 36.0], shoonya_0sSMPL562AWTIL, 5749335]
[paragraph, [850.0, 1285.0, 728.0, 36.0], shoonya_0sSMPL562AWTIL, 5749335]
[paragraph, [850.0, 1321.0, 728.0, 36.0], shoonya_0sSMPL562AWTIL, 5749335]
[paragraph, [850.0, 1357.0, 728.0, 36.0], shoonya_0sSMPL562AWTIL, 5749335]
[paragraph, [850.0, 1393.0, 728.0, 36.0], shoonya_0sSMPL562AWTIL, 5749335]
[paragraph, [850.0, 1429.0, 728.0, 36.0], shoonya_0sSMPL562AWTIL, 5749335]
[paragraph, [850.0, 1465.0, 728.0, 36.0], shoonya_0sSMPL562AWTIL, 5749335]
[paragraph, [850.0, 1501.0, 728.0, 36.0], shoonya_0sSMPL562AWTIL, 5749335]
[paragraph, [850.0, 1537.0, 728.0, 36.0], shoonya_0sSMPL562AWTIL, 5749335]
[paragraph, [850.0, 1573.0, 728.0, 36.0], shoonya_0sSMPL562AWTIL, 5749335]
[paragraph, [850.0, 1609.0, 728.0, 36.0], shoonya_0sSMPL562AWTIL, 5749335]
[paragraph, [850.0, 1645.0, 728.0, 36.0], shoonya_0sSMPL562AWTIL, 5749335]
[paragraph, [850.0, 1681.0, 728.0, 36.0], shoonya_0sSMPL562AWTIL, 5749335]
[paragraph, [850.0, 1717.0, 728.0, 36.0], shoonya_0sSMPL562AWTIL, 5749335]
[paragraph, [850.0, 1753.0, 728.0, 36.0], shoonya_0sSMPL562AWTIL, 5749335]
[paragraph, [850.0, 1789.0, 728.0, 36.0], shoonya_0sSMPL562AWTIL, 5749335]
[paragraph, [850.0, 1825.0, 728.0, 36.0], shoonya_0sSMPL562AWTIL, 5749335]
[paragraph, [850.0, 1861.0, 728.0, 36.0], shoonya_0sSMPL562AWTIL, 5749335]
[paragraph, [850.0, 1897.0, 728.0, 36.0], shoonya_0sSMPL562AWTIL, 5749335]
[paragraph, [850.0, 1933.0, 728.0, 36.0], shoonya_0sSMPL562AWTIL, 5749335]
[paragraph, [850.0, 1969.0, 728.0, 36.0], shoonya_0sSMPL562AWTIL, 5749335]
[paragraph, [850.0, 2005.0, 728.0, 36.0], shoonya_0sSMPL562AWTIL, 5749335]
[paragraph, [850.0, 2041.0, 728.0, 36.0], shoonya_0sSMPL562AWTIL, 5749335]
[paragraph, [125.0, 112.0, 705.0, 36.0], shoonya_2sR1IX71FSWV3H, 5749335]
[paragraph, [125.0, 148.0, 705.0, 36.0], shoonya_2sR1IX71FSWV3H, 5749335]
[paragraph, [123.0, 225.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 261.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 297.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 333.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 369.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 405.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 441.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 477.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 513.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 549.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 585.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 621.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 657.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 693.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 729.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 765.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 801.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 837.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 873.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 909.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 945.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 981.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 1017.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 1053.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 1089.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 1125.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 1161.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 1197.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 1233.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 1269.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 1305.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 1341.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 1377.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 1413.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 1449.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 1485.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 1521.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 1557.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 1593.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 1629.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 1665.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 1701.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 1737.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 1773.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 1809.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 1845.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 1881.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 1917.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 1953.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 1989.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 2025.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
[paragraph, [123.0, 2061.0, 713.0, 36.0], shoonya_1sPRRWSUTC8X12, 5749335]
