[2250, 1750]
[paragraph, [92.0, 98.0, 711.0, 36.0], shoonya_19sP34521XTJ2F, 5752941]
[paragraph, [85.0, 1791.0, 727.0, 36.0], XoLPgiVfF0, 5752941]
[paragraph, [85.0, 1827.0, 727.0, 36.0], XoLPgiVfF0, 5752941]
[paragraph, [882.0, 1802.0, 716.0, 36.0], shoonya_4s7I3UJ783MC5A, 5752941]
[paragraph, [882.0, 1838.0, 716.0, 36.0], shoonya_4s7I3UJ783MC5A, 5752941]
[paragraph, [882.0, 1874.0, 716.0, 36.0], shoonya_4s7I3UJ783MC5A, 5752941]
[paragraph, [882.0, 1910.0, 716.0, 36.0], shoonya_4s7I3UJ783MC5A, 5752941]
[paragraph, [882.0, 1946.0, 716.0, 36.0], shoonya_4s7I3UJ783MC5A, 5752941]
[paragraph, [882.0, 1982.0, 716.0, 36.0], shoonya_4s7I3UJ783MC5A, 5752941]
[paragraph, [166.0, 1883.0, 324.0, 36.0], xR_6l2O-GG, 5752941]
[paragraph, [87.0, 1927.0, 720.0, 36.0], 7tHLgWCH85, 5752941]
[paragraph, [87.0, 1963.0, 720.0, 36.0], 7tHLgWCH85, 5752941]
[paragraph, [87.0, 1999.0, 720.0, 36.0], 7tHLgWCH85, 5752941]
