[792, 612]
[paragraph, [232.0, 4.0, 97.0, 18.0], shoonya_0sWCR8WWH79BF4, 6515274]
[paragraph, [232.0, 404.0, 151.0, 18.0], shoonya_11s98RQZRRQKIL, 6515274]
[paragraph, [232.0, 422.0, 151.0, 18.0], shoonya_11s98RQZRRQKIL, 6515274]
[paragraph, [232.0, 440.0, 151.0, 18.0], shoonya_11s98RQZRRQKIL, 6515274]
[paragraph, [232.0, 458.0, 151.0, 18.0], shoonya_11s98RQZRRQKIL, 6515274]
[paragraph, [232.0, 476.0, 151.0, 18.0], shoonya_11s98RQZRRQKIL, 6515274]
[paragraph, [232.0, 494.0, 151.0, 18.0], shoonya_11s98RQZRRQKIL, 6515274]
[paragraph, [232.0, 512.0, 151.0, 18.0], shoonya_11s98RQZRRQKIL, 6515274]
[paragraph, [232.0, 530.0, 151.0, 18.0], shoonya_11s98RQZRRQKIL, 6515274]
[paragraph, [232.0, 548.0, 151.0, 18.0], shoonya_11s98RQZRRQKIL, 6515274]
[paragraph, [232.0, 566.0, 151.0, 18.0], shoonya_11s98RQZRRQKIL, 6515274]
[paragraph, [232.0, 584.0, 151.0, 18.0], shoonya_11s98RQZRRQKIL, 6515274]
[paragraph, [232.0, 602.0, 151.0, 18.0], shoonya_11s98RQZRRQKIL, 6515274]
[paragraph, [78.0, 361.0, 130.0, 18.0], shoonya_9sSVZSCNXSF1FE, 6515274]
[paragraph, [78.0, 379.0, 130.0, 18.0], shoonya_9sSVZSCNXSF1FE, 6515274]
[paragraph, [76.0, 407.0, 146.0, 18.0], shoonya_5sHBI0MF0K6AX1, 6515274]
[paragraph, [76.0, 425.0, 146.0, 18.0], shoonya_5sHBI0MF0K6AX1, 6515274]
[paragraph, [76.0, 443.0, 146.0, 18.0], shoonya_5sHBI0MF0K6AX1, 6515274]
[paragraph, [76.0, 461.0, 146.0, 18.0], shoonya_5sHBI0MF0K6AX1, 6515274]
[paragraph, [76.0, 479.0, 146.0, 18.0], shoonya_5sHBI0MF0K6AX1, 6515274]
[paragraph, [76.0, 497.0, 146.0, 18.0], shoonya_5sHBI0MF0K6AX1, 6515274]
[paragraph, [388.0, 452.0, 145.0, 18.0], shoonya_1sZBJ9ZVWGEJ9Y, 6515274]
[paragraph, [388.0, 470.0, 145.0, 18.0], shoonya_1sZBJ9ZVWGEJ9Y, 6515274]
[paragraph, [388.0, 488.0, 145.0, 18.0], shoonya_1sZBJ9ZVWGEJ9Y, 6515274]
[paragraph, [388.0, 506.0, 145.0, 18.0], shoonya_1sZBJ9ZVWGEJ9Y, 6515274]
[paragraph, [388.0, 524.0, 145.0, 18.0], shoonya_1sZBJ9ZVWGEJ9Y, 6515274]
[paragraph, [388.0, 542.0, 145.0, 18.0], shoonya_1sZBJ9ZVWGEJ9Y, 6515274]
[paragraph, [388.0, 560.0, 145.0, 18.0], shoonya_1sZBJ9ZVWGEJ9Y, 6515274]
[paragraph, [388.0, 578.0, 145.0, 18.0], shoonya_1sZBJ9ZVWGEJ9Y, 6515274]
[paragraph, [388.0, 596.0, 145.0, 18.0], shoonya_1sZBJ9ZVWGEJ9Y, 6515274]
[paragraph, [77.0, 523.0, 147.0, 18.0], 5Iz7QQ5QgW, 6515274]
[paragraph, [77.0, 541.0, 147.0, 18.0], 5Iz7QQ5QgW, 6515274]
[paragraph, [77.0, 559.0, 147.0, 18.0], 5Iz7QQ5QgW, 6515274]
[paragraph, [77.0, 577.0, 147.0, 18.0], 5Iz7QQ5QgW, 6515274]
[paragraph, [77.0, 597.0, 147.0, 18.0], shoonya_6sZG5Q84CGIX6M, 6515274]
