[1388, 886]
[folio, [654.0, 58.0, 191.0, 18.0], shoonya_4s71B93MK7GOOO, 5742117]
[paragraph, [28.0, 684.0, 403.0, 18.0], 2z14mBZ8nZ, 5742117]
[paragraph, [28.0, 702.0, 403.0, 18.0], 2z14mBZ8nZ, 5742117]
[paragraph, [28.0, 720.0, 403.0, 18.0], 2z14mBZ8nZ, 5742117]
[paragraph, [28.0, 738.0, 403.0, 18.0], 2z14mBZ8nZ, 5742117]
[paragraph, [28.0, 756.0, 403.0, 18.0], 2z14mBZ8nZ, 5742117]
[paragraph, [28.0, 774.0, 403.0, 18.0], 2z14mBZ8nZ, 5742117]
[paragraph, [28.0, 792.0, 403.0, 18.0], 2z14mBZ8nZ, 5742117]
[paragraph, [28.0, 810.0, 403.0, 18.0], 2z14mBZ8nZ, 5742117]
[paragraph, [28.0, 828.0, 403.0, 18.0], 2z14mBZ8nZ, 5742117]
[paragraph, [28.0, 846.0, 403.0, 18.0], 2z14mBZ8nZ, 5742117]
[paragraph, [28.0, 864.0, 403.0, 18.0], 2z14mBZ8nZ, 5742117]
[paragraph, [28.0, 882.0, 403.0, 18.0], 2z14mBZ8nZ, 5742117]
[paragraph, [28.0, 900.0, 403.0, 18.0], 2z14mBZ8nZ, 5742117]
[paragraph, [28.0, 918.0, 403.0, 18.0], 2z14mBZ8nZ, 5742117]
[paragraph, [28.0, 936.0, 403.0, 18.0], 2z14mBZ8nZ, 5742117]
[paragraph, [28.0, 954.0, 403.0, 18.0], 2z14mBZ8nZ, 5742117]
[paragraph, [444.0, 683.0, 410.0, 18.0], shoonya_1sQYJTL48VDT30, 5742117]
[paragraph, [444.0, 701.0, 410.0, 18.0], shoonya_1sQYJTL48VDT30, 5742117]
[paragraph, [444.0, 719.0, 410.0, 18.0], shoonya_1sQYJTL48VDT30, 5742117]
[paragraph, [444.0, 737.0, 410.0, 18.0], shoonya_1sQYJTL48VDT30, 5742117]
[paragraph, [444.0, 755.0, 410.0, 18.0], shoonya_1sQYJTL48VDT30, 5742117]
[paragraph, [444.0, 773.0, 410.0, 18.0], shoonya_1sQYJTL48VDT30, 5742117]
[paragraph, [444.0, 791.0, 410.0, 18.0], shoonya_1sQYJTL48VDT30, 5742117]
[paragraph, [444.0, 809.0, 410.0, 18.0], shoonya_1sQYJTL48VDT30, 5742117]
[paragraph, [444.0, 827.0, 410.0, 18.0], shoonya_1sQYJTL48VDT30, 5742117]
[paragraph, [444.0, 845.0, 410.0, 18.0], shoonya_1sQYJTL48VDT30, 5742117]
[paragraph, [444.0, 863.0, 410.0, 18.0], shoonya_1sQYJTL48VDT30, 5742117]
[paragraph, [444.0, 881.0, 410.0, 18.0], shoonya_1sQYJTL48VDT30, 5742117]
[paragraph, [444.0, 899.0, 410.0, 18.0], shoonya_1sQYJTL48VDT30, 5742117]
[paragraph, [444.0, 917.0, 410.0, 18.0], shoonya_1sQYJTL48VDT30, 5742117]
[paragraph, [444.0, 935.0, 410.0, 18.0], shoonya_1sQYJTL48VDT30, 5742117]
[paragraph, [444.0, 953.0, 410.0, 18.0], shoonya_1sQYJTL48VDT30, 5742117]
[paragraph, [444.0, 971.0, 410.0, 18.0], shoonya_1sQYJTL48VDT30, 5742117]
[paragraph, [444.0, 989.0, 410.0, 18.0], shoonya_1sQYJTL48VDT30, 5742117]
[paragraph, [444.0, 1007.0, 410.0, 18.0], shoonya_1sQYJTL48VDT30, 5742117]
[paragraph, [444.0, 1025.0, 410.0, 18.0], shoonya_1sQYJTL48VDT30, 5742117]
[paragraph, [444.0, 1043.0, 410.0, 18.0], shoonya_1sQYJTL48VDT30, 5742117]
[paragraph, [444.0, 1061.0, 410.0, 18.0], shoonya_1sQYJTL48VDT30, 5742117]
[paragraph, [444.0, 1079.0, 410.0, 18.0], shoonya_1sQYJTL48VDT30, 5742117]
[paragraph, [444.0, 1097.0, 410.0, 18.0], shoonya_1sQYJTL48VDT30, 5742117]
[paragraph, [444.0, 1115.0, 410.0, 18.0], shoonya_1sQYJTL48VDT30, 5742117]
[paragraph, [444.0, 1133.0, 410.0, 18.0], shoonya_1sQYJTL48VDT30, 5742117]
[paragraph, [444.0, 1151.0, 410.0, 18.0], shoonya_1sQYJTL48VDT30, 5742117]
[paragraph, [444.0, 1169.0, 410.0, 18.0], shoonya_1sQYJTL48VDT30, 5742117]
[paragraph, [444.0, 1187.0, 410.0, 18.0], shoonya_1sQYJTL48VDT30, 5742117]
[paragraph, [444.0, 1205.0, 410.0, 18.0], shoonya_1sQYJTL48VDT30, 5742117]
[paragraph, [444.0, 1223.0, 410.0, 18.0], shoonya_1sQYJTL48VDT30, 5742117]
[paragraph, [444.0, 1241.0, 410.0, 18.0], shoonya_1sQYJTL48VDT30, 5742117]
[paragraph, [444.0, 1259.0, 410.0, 18.0], shoonya_1sQYJTL48VDT30, 5742117]
[paragraph, [444.0, 1277.0, 410.0, 18.0], shoonya_1sQYJTL48VDT30, 5742117]
[paragraph, [444.0, 1295.0, 410.0, 18.0], shoonya_1sQYJTL48VDT30, 5742117]
[paragraph, [444.0, 1313.0, 410.0, 18.0], shoonya_1sQYJTL48VDT30, 5742117]
[paragraph, [29.0, 1006.0, 396.0, 18.0], shoonya_2sFL4OUSJVPXH7, 5742117]
[paragraph, [29.0, 1024.0, 396.0, 18.0], shoonya_2sFL4OUSJVPXH7, 5742117]
[paragraph, [29.0, 1042.0, 396.0, 18.0], shoonya_2sFL4OUSJVPXH7, 5742117]
[paragraph, [29.0, 1060.0, 396.0, 18.0], shoonya_2sFL4OUSJVPXH7, 5742117]
[paragraph, [29.0, 1078.0, 396.0, 18.0], shoonya_2sFL4OUSJVPXH7, 5742117]
[paragraph, [29.0, 1096.0, 396.0, 18.0], shoonya_2sFL4OUSJVPXH7, 5742117]
[paragraph, [29.0, 1114.0, 396.0, 18.0], shoonya_2sFL4OUSJVPXH7, 5742117]
[paragraph, [29.0, 1132.0, 396.0, 18.0], shoonya_2sFL4OUSJVPXH7, 5742117]
[paragraph, [29.0, 1150.0, 396.0, 18.0], shoonya_2sFL4OUSJVPXH7, 5742117]
[paragraph, [29.0, 1168.0, 396.0, 18.0], shoonya_2sFL4OUSJVPXH7, 5742117]
[paragraph, [29.0, 1186.0, 396.0, 18.0], shoonya_2sFL4OUSJVPXH7, 5742117]
[paragraph, [29.0, 1204.0, 396.0, 18.0], shoonya_2sFL4OUSJVPXH7, 5742117]
[paragraph, [29.0, 1222.0, 396.0, 18.0], shoonya_2sFL4OUSJVPXH7, 5742117]
[paragraph, [29.0, 1240.0, 396.0, 18.0], shoonya_2sFL4OUSJVPXH7, 5742117]
[paragraph, [29.0, 1258.0, 396.0, 18.0], shoonya_2sFL4OUSJVPXH7, 5742117]
[paragraph, [29.0, 1276.0, 396.0, 18.0], shoonya_2sFL4OUSJVPXH7, 5742117]
[paragraph, [29.0, 1294.0, 396.0, 18.0], shoonya_2sFL4OUSJVPXH7, 5742117]
[footnote, [568.0, 1345.0, 267.0, 18.0], jLCOUnGW6H, 5742117]
