[1818, 1374]
[folio, [642.0, 102.0, 87.0, 36.0], shoonya_0s92RYD6IVSRYQ, 5682154]
[paragraph, [101.0, 645.0, 573.0, 36.0], HoIZK-Q1hc, 5682154]
[paragraph, [101.0, 681.0, 573.0, 36.0], HoIZK-Q1hc, 5682154]
[paragraph, [101.0, 717.0, 573.0, 36.0], HoIZK-Q1hc, 5682154]
[paragraph, [101.0, 753.0, 573.0, 36.0], HoIZK-Q1hc, 5682154]
[paragraph, [101.0, 789.0, 573.0, 36.0], HoIZK-Q1hc, 5682154]
[paragraph, [103.0, 865.0, 573.0, 36.0], XmOVAxMoqO, 5682154]
[paragraph, [103.0, 901.0, 573.0, 36.0], XmOVAxMoqO, 5682154]
[paragraph, [103.0, 937.0, 573.0, 36.0], XmOVAxMoqO, 5682154]
[paragraph, [103.0, 973.0, 573.0, 36.0], XmOVAxMoqO, 5682154]
[paragraph, [692.0, 866.0, 575.0, 36.0], FzoypzJwPG, 5682154]
[paragraph, [692.0, 902.0, 575.0, 36.0], FzoypzJwPG, 5682154]
[paragraph, [692.0, 938.0, 575.0, 36.0], FzoypzJwPG, 5682154]
[paragraph, [692.0, 974.0, 575.0, 36.0], FzoypzJwPG, 5682154]
[paragraph, [692.0, 1010.0, 575.0, 36.0], FzoypzJwPG, 5682154]
[paragraph, [692.0, 1046.0, 575.0, 36.0], FzoypzJwPG, 5682154]
[paragraph, [692.0, 1082.0, 575.0, 36.0], FzoypzJwPG, 5682154]
[paragraph, [692.0, 1118.0, 575.0, 36.0], FzoypzJwPG, 5682154]
[paragraph, [692.0, 1154.0, 575.0, 36.0], FzoypzJwPG, 5682154]
[paragraph, [101.0, 1035.0, 573.0, 36.0], FaG4vfz3j_, 5682154]
[paragraph, [101.0, 1071.0, 573.0, 36.0], FaG4vfz3j_, 5682154]
[paragraph, [101.0, 1107.0, 573.0, 36.0], FaG4vfz3j_, 5682154]
[paragraph, [103.0, 1163.0, 573.0, 36.0], GmmbZWJWUx, 5682154]
[paragraph, [103.0, 1199.0, 573.0, 36.0], GmmbZWJWUx, 5682154]
[paragraph, [103.0, 1235.0, 573.0, 36.0], GmmbZWJWUx, 5682154]
[paragraph, [103.0, 1271.0, 573.0, 36.0], GmmbZWJWUx, 5682154]
[paragraph, [103.0, 1307.0, 573.0, 36.0], GmmbZWJWUx, 5682154]
[paragraph, [103.0, 1343.0, 573.0, 36.0], GmmbZWJWUx, 5682154]
[paragraph, [103.0, 1379.0, 573.0, 36.0], GmmbZWJWUx, 5682154]
[paragraph, [103.0, 1415.0, 573.0, 36.0], GmmbZWJWUx, 5682154]
[paragraph, [103.0, 1451.0, 573.0, 36.0], GmmbZWJWUx, 5682154]
[paragraph, [103.0, 1487.0, 573.0, 36.0], GmmbZWJWUx, 5682154]
[paragraph, [103.0, 1523.0, 573.0, 36.0], GmmbZWJWUx, 5682154]
[paragraph, [103.0, 1559.0, 573.0, 36.0], GmmbZWJWUx, 5682154]
[paragraph, [103.0, 1595.0, 573.0, 36.0], GmmbZWJWUx, 5682154]
[paragraph, [103.0, 1631.0, 573.0, 36.0], GmmbZWJWUx, 5682154]
[paragraph, [103.0, 1667.0, 573.0, 36.0], GmmbZWJWUx, 5682154]
[paragraph, [700.0, 1332.0, 566.0, 36.0], JhArKy8Kec, 5682154]
[paragraph, [700.0, 1368.0, 566.0, 36.0], JhArKy8Kec, 5682154]
[paragraph, [700.0, 1404.0, 566.0, 36.0], JhArKy8Kec, 5682154]
[paragraph, [700.0, 1440.0, 566.0, 36.0], JhArKy8Kec, 5682154]
[paragraph, [700.0, 1476.0, 566.0, 36.0], JhArKy8Kec, 5682154]
[paragraph, [699.0, 1548.0, 570.0, 36.0], Y_CNQvdM6v, 5682154]
[paragraph, [699.0, 1584.0, 570.0, 36.0], Y_CNQvdM6v, 5682154]
[paragraph, [699.0, 1620.0, 570.0, 36.0], Y_CNQvdM6v, 5682154]
[paragraph, [699.0, 1656.0, 570.0, 36.0], Y_CNQvdM6v, 5682154]
