[1518, 1075]
[folio, [549.0, 112.0, 79.0, 36.0], qiUf6hxD7t, 5722771]
[paragraph, [558.0, 918.0, 426.0, 36.0], shoonya_0s35LTOAFJPI5J, 5722771]
[paragraph, [558.0, 954.0, 426.0, 36.0], shoonya_0s35LTOAFJPI5J, 5722771]
[paragraph, [558.0, 990.0, 426.0, 36.0], shoonya_0s35LTOAFJPI5J, 5722771]
[paragraph, [558.0, 1026.0, 426.0, 36.0], shoonya_0s35LTOAFJPI5J, 5722771]
[paragraph, [558.0, 1062.0, 426.0, 36.0], shoonya_0s35LTOAFJPI5J, 5722771]
[paragraph, [558.0, 1098.0, 426.0, 36.0], shoonya_0s35LTOAFJPI5J, 5722771]
[paragraph, [558.0, 1134.0, 426.0, 36.0], shoonya_0s35LTOAFJPI5J, 5722771]
[paragraph, [558.0, 1170.0, 426.0, 36.0], shoonya_0s35LTOAFJPI5J, 5722771]
[paragraph, [558.0, 1206.0, 426.0, 36.0], shoonya_0s35LTOAFJPI5J, 5722771]
[paragraph, [558.0, 1242.0, 426.0, 36.0], shoonya_0s35LTOAFJPI5J, 5722771]
[paragraph, [558.0, 1278.0, 426.0, 36.0], shoonya_0s35LTOAFJPI5J, 5722771]
[folio, [192.0, 1386.0, 422.0, 36.0], shoonya_6sWBYF1TCXQ7F4, 5722771]
