[1518, 1075]
[paragraph, [80.0, 137.0, 444.0, 36.0], shoonya_3sX5J47GZVDCJB, 5722693]
[paragraph, [529.0, 901.0, 443.0, 36.0], shoonya_2sFO42G89RQ7Z6, 5722693]
[paragraph, [529.0, 937.0, 443.0, 36.0], shoonya_2sFO42G89RQ7Z6, 5722693]
[paragraph, [529.0, 973.0, 443.0, 36.0], shoonya_2sFO42G89RQ7Z6, 5722693]
[paragraph, [529.0, 1009.0, 443.0, 36.0], shoonya_2sFO42G89RQ7Z6, 5722693]
[paragraph, [529.0, 1045.0, 443.0, 36.0], shoonya_2sFO42G89RQ7Z6, 5722693]
[paragraph, [529.0, 1081.0, 443.0, 36.0], shoonya_2sFO42G89RQ7Z6, 5722693]
[paragraph, [529.0, 1117.0, 443.0, 36.0], shoonya_2sFO42G89RQ7Z6, 5722693]
[paragraph, [529.0, 1153.0, 443.0, 36.0], shoonya_2sFO42G89RQ7Z6, 5722693]
[paragraph, [80.0, 958.0, 446.0, 36.0], shoonya_0sU2JV1CMMPK9T, 5722693]
[paragraph, [80.0, 994.0, 446.0, 36.0], shoonya_0sU2JV1CMMPK9T, 5722693]
[paragraph, [80.0, 1030.0, 446.0, 36.0], shoonya_0sU2JV1CMMPK9T, 5722693]
[paragraph, [80.0, 1066.0, 446.0, 36.0], shoonya_0sU2JV1CMMPK9T, 5722693]
[paragraph, [80.0, 1102.0, 446.0, 36.0], shoonya_0sU2JV1CMMPK9T, 5722693]
[paragraph, [80.0, 1138.0, 446.0, 36.0], shoonya_0sU2JV1CMMPK9T, 5722693]
[paragraph, [80.0, 1174.0, 446.0, 36.0], shoonya_0sU2JV1CMMPK9T, 5722693]
[paragraph, [80.0, 1210.0, 446.0, 36.0], shoonya_0sU2JV1CMMPK9T, 5722693]
[paragraph, [527.0, 1198.0, 444.0, 36.0], shoonya_6sJNQCS3V7B562, 5722693]
[paragraph, [527.0, 1234.0, 444.0, 36.0], shoonya_6sJNQCS3V7B562, 5722693]
[paragraph, [527.0, 1270.0, 444.0, 36.0], shoonya_6sJNQCS3V7B562, 5722693]
[paragraph, [79.0, 1247.0, 447.0, 36.0], shoonya_5sIORVGDXTVI16, 5722693]
[paragraph, [79.0, 1283.0, 447.0, 36.0], shoonya_5sIORVGDXTVI16, 5722693]
[folio, [219.0, 1344.0, 608.0, 36.0], 0vuoJhCujT, 5722693]
[folio, [660.0, 1383.0, 223.0, 36.0], shoonya_11sZMFS9OW71ON, 5722693]
