[1755, 1242]
[section-title, [470.0, 79.0, 253.0, 49.5], shoonya_1sJZSKKHT53NQ0, 5715391]
[ordered-list, [597.0, 1260.0, 439.0, 36.0], 2RJdIq_GHy, 5715391]
[ordered-list, [597.0, 1296.0, 439.0, 36.0], 2RJdIq_GHy, 5715391]
[ordered-list, [597.0, 1332.0, 439.0, 36.0], 2RJdIq_GHy, 5715391]
[ordered-list, [597.0, 1368.0, 439.0, 36.0], 2RJdIq_GHy, 5715391]
[ordered-list, [597.0, 1404.0, 439.0, 36.0], 2RJdIq_GHy, 5715391]
[ordered-list, [597.0, 1440.0, 439.0, 36.0], 2RJdIq_GHy, 5715391]
[ordered-list, [597.0, 1476.0, 439.0, 36.0], 2RJdIq_GHy, 5715391]
[ordered-list, [597.0, 1512.0, 439.0, 36.0], 2RJdIq_GHy, 5715391]
[paragraph, [298.0, 1287.0, 260.0, 36.0], P8zqYK_7G8, 5715391]
[paragraph, [298.0, 1323.0, 260.0, 36.0], P8zqYK_7G8, 5715391]
[paragraph, [298.0, 1359.0, 260.0, 36.0], P8zqYK_7G8, 5715391]
[paragraph, [159.0, 1431.0, 422.0, 36.0], tXgCZoHzaS, 5715391]
[paragraph, [159.0, 1467.0, 422.0, 36.0], tXgCZoHzaS, 5715391]
