[2428, 1814]
[paragraph, [98.0, 160.0, 743.0, 36.0], fI3X5MEO8c, 5693877]
[paragraph, [862.0, 1622.0, 708.0, 36.0], shoonya_4s3HOSJUF92ZI0, 5693877]
[paragraph, [862.0, 1658.0, 708.0, 36.0], shoonya_4s3HOSJUF92ZI0, 5693877]
[paragraph, [862.0, 1694.0, 708.0, 36.0], shoonya_4s3HOSJUF92ZI0, 5693877]
[paragraph, [862.0, 1730.0, 708.0, 36.0], shoonya_4s3HOSJUF92ZI0, 5693877]
[paragraph, [862.0, 1766.0, 708.0, 36.0], shoonya_4s3HOSJUF92ZI0, 5693877]
[paragraph, [862.0, 1802.0, 708.0, 36.0], shoonya_4s3HOSJUF92ZI0, 5693877]
[paragraph, [862.0, 1838.0, 708.0, 36.0], shoonya_4s3HOSJUF92ZI0, 5693877]
[paragraph, [862.0, 1874.0, 708.0, 36.0], shoonya_4s3HOSJUF92ZI0, 5693877]
[paragraph, [862.0, 1910.0, 708.0, 36.0], shoonya_4s3HOSJUF92ZI0, 5693877]
[paragraph, [862.0, 1946.0, 708.0, 36.0], shoonya_4s3HOSJUF92ZI0, 5693877]
[paragraph, [106.0, 1898.0, 730.0, 36.0], 4_adRJXQwv, 5693877]
[paragraph, [106.0, 1934.0, 730.0, 36.0], 4_adRJXQwv, 5693877]
[paragraph, [106.0, 1970.0, 730.0, 36.0], 4_adRJXQwv, 5693877]
[paragraph, [106.0, 2006.0, 730.0, 36.0], 4_adRJXQwv, 5693877]
[paragraph, [106.0, 2042.0, 730.0, 36.0], 4_adRJXQwv, 5693877]
[paragraph, [106.0, 2078.0, 730.0, 36.0], 4_adRJXQwv, 5693877]
[paragraph, [106.0, 2114.0, 730.0, 36.0], 4_adRJXQwv, 5693877]
[paragraph, [106.0, 2150.0, 730.0, 36.0], 4_adRJXQwv, 5693877]
[paragraph, [106.0, 2186.0, 730.0, 36.0], 4_adRJXQwv, 5693877]
[paragraph, [863.0, 2006.0, 706.0, 36.0], shoonya_6sBKN7QTV1IJOV, 5693877]
[paragraph, [863.0, 2042.0, 706.0, 36.0], shoonya_6sBKN7QTV1IJOV, 5693877]
[paragraph, [863.0, 2078.0, 706.0, 36.0], shoonya_6sBKN7QTV1IJOV, 5693877]
[paragraph, [863.0, 2114.0, 706.0, 36.0], shoonya_6sBKN7QTV1IJOV, 5693877]
[paragraph, [863.0, 2150.0, 706.0, 36.0], shoonya_6sBKN7QTV1IJOV, 5693877]
[paragraph, [863.0, 2186.0, 706.0, 36.0], shoonya_6sBKN7QTV1IJOV, 5693877]
[folio, [547.0, 2285.0, 604.0, 36.0], 2H8YUuvKYY, 5693877]
