[1468, 909]
[headline, [387.0, 69.0, 239.0, 25.5], doEOVtn0sZ, 5770138]
[paragraph, [537.0, 462.0, 304.0, 18.0], dLHRrfF6Uv, 5770138]
[paragraph, [537.0, 480.0, 304.0, 18.0], dLHRrfF6Uv, 5770138]
[paragraph, [537.0, 498.0, 304.0, 18.0], dLHRrfF6Uv, 5770138]
[paragraph, [537.0, 516.0, 304.0, 18.0], dLHRrfF6Uv, 5770138]
[paragraph, [537.0, 534.0, 304.0, 18.0], dLHRrfF6Uv, 5770138]
[paragraph, [504.0, 562.0, 340.0, 18.0], 94CJvHaCMA, 5770138]
[paragraph, [504.0, 580.0, 340.0, 18.0], 94CJvHaCMA, 5770138]
[paragraph, [504.0, 598.0, 340.0, 18.0], 94CJvHaCMA, 5770138]
[paragraph, [504.0, 616.0, 340.0, 18.0], 94CJvHaCMA, 5770138]
[paragraph, [504.0, 634.0, 340.0, 18.0], 94CJvHaCMA, 5770138]
[paragraph, [504.0, 652.0, 340.0, 18.0], 94CJvHaCMA, 5770138]
[paragraph, [504.0, 670.0, 340.0, 18.0], 94CJvHaCMA, 5770138]
[paragraph, [504.0, 688.0, 340.0, 18.0], 94CJvHaCMA, 5770138]
[paragraph, [504.0, 706.0, 340.0, 18.0], 94CJvHaCMA, 5770138]
[paragraph, [504.0, 724.0, 340.0, 18.0], 94CJvHaCMA, 5770138]
[paragraph, [504.0, 742.0, 340.0, 18.0], 94CJvHaCMA, 5770138]
[paragraph, [504.0, 760.0, 340.0, 18.0], 94CJvHaCMA, 5770138]
[paragraph, [504.0, 778.0, 340.0, 18.0], 94CJvHaCMA, 5770138]
[paragraph, [504.0, 796.0, 340.0, 18.0], 94CJvHaCMA, 5770138]
[paragraph, [504.0, 814.0, 340.0, 18.0], 94CJvHaCMA, 5770138]
[paragraph, [504.0, 832.0, 340.0, 18.0], 94CJvHaCMA, 5770138]
[paragraph, [504.0, 850.0, 340.0, 18.0], 94CJvHaCMA, 5770138]
[paragraph, [504.0, 868.0, 340.0, 18.0], 94CJvHaCMA, 5770138]
[paragraph, [504.0, 886.0, 340.0, 18.0], 94CJvHaCMA, 5770138]
[paragraph, [504.0, 904.0, 340.0, 18.0], 94CJvHaCMA, 5770138]
[paragraph, [504.0, 922.0, 340.0, 18.0], 94CJvHaCMA, 5770138]
[paragraph, [504.0, 940.0, 340.0, 18.0], 94CJvHaCMA, 5770138]
[paragraph, [504.0, 958.0, 340.0, 18.0], 94CJvHaCMA, 5770138]
[paragraph, [504.0, 976.0, 340.0, 18.0], 94CJvHaCMA, 5770138]
[paragraph, [504.0, 994.0, 340.0, 18.0], 94CJvHaCMA, 5770138]
[paragraph, [504.0, 1012.0, 340.0, 18.0], 94CJvHaCMA, 5770138]
[paragraph, [504.0, 1030.0, 340.0, 18.0], 94CJvHaCMA, 5770138]
[paragraph, [504.0, 1048.0, 340.0, 18.0], 94CJvHaCMA, 5770138]
[paragraph, [504.0, 1066.0, 340.0, 18.0], 94CJvHaCMA, 5770138]
[paragraph, [504.0, 1084.0, 340.0, 18.0], 94CJvHaCMA, 5770138]
[paragraph, [504.0, 1102.0, 340.0, 18.0], 94CJvHaCMA, 5770138]
[paragraph, [504.0, 1120.0, 340.0, 18.0], 94CJvHaCMA, 5770138]
[paragraph, [504.0, 1138.0, 340.0, 18.0], 94CJvHaCMA, 5770138]
[paragraph, [504.0, 1156.0, 340.0, 18.0], 94CJvHaCMA, 5770138]
[paragraph, [504.0, 1174.0, 340.0, 18.0], 94CJvHaCMA, 5770138]
[paragraph, [504.0, 1192.0, 340.0, 18.0], 94CJvHaCMA, 5770138]
[paragraph, [504.0, 1210.0, 340.0, 18.0], 94CJvHaCMA, 5770138]
[paragraph, [504.0, 1228.0, 340.0, 18.0], 94CJvHaCMA, 5770138]
[paragraph, [504.0, 1246.0, 340.0, 18.0], 94CJvHaCMA, 5770138]
[paragraph, [504.0, 1264.0, 340.0, 18.0], 94CJvHaCMA, 5770138]
[paragraph, [504.0, 1282.0, 340.0, 18.0], 94CJvHaCMA, 5770138]
[paragraph, [504.0, 1300.0, 340.0, 18.0], 94CJvHaCMA, 5770138]
[paragraph, [504.0, 1318.0, 340.0, 18.0], 94CJvHaCMA, 5770138]
[paragraph, [504.0, 1336.0, 340.0, 18.0], 94CJvHaCMA, 5770138]
