[1725, 1313]
[headline, [0.0, 161.0, 1119.0, 37.5], shoonya_7sU48T25AAVNOB, 5771604]
[paragraph, [665.0, 938.0, 487.0, 36.0], shoonya_3sVBVG5N9V1PN1, 5771604]
[paragraph, [665.0, 974.0, 487.0, 36.0], shoonya_3sVBVG5N9V1PN1, 5771604]
[paragraph, [665.0, 1010.0, 487.0, 36.0], shoonya_3sVBVG5N9V1PN1, 5771604]
[paragraph, [665.0, 1046.0, 487.0, 36.0], shoonya_3sVBVG5N9V1PN1, 5771604]
[paragraph, [665.0, 1082.0, 487.0, 36.0], shoonya_3sVBVG5N9V1PN1, 5771604]
[paragraph, [665.0, 1118.0, 487.0, 36.0], shoonya_3sVBVG5N9V1PN1, 5771604]
[paragraph, [125.0, 1022.0, 521.0, 36.0], shoonya_5s24T69COXYOG7, 5771604]
[paragraph, [125.0, 1058.0, 521.0, 36.0], shoonya_5s24T69COXYOG7, 5771604]
[paragraph, [125.0, 1094.0, 521.0, 36.0], shoonya_5s24T69COXYOG7, 5771604]
[paragraph, [125.0, 1130.0, 521.0, 36.0], shoonya_5s24T69COXYOG7, 5771604]
[paragraph, [775.0, 1162.0, 376.0, 36.0], shoonya_6sTILREIWME61T, 5771604]
[paragraph, [775.0, 1198.0, 376.0, 36.0], shoonya_6sTILREIWME61T, 5771604]
[paragraph, [775.0, 1234.0, 376.0, 36.0], shoonya_6sTILREIWME61T, 5771604]
[paragraph, [775.0, 1270.0, 376.0, 36.0], shoonya_6sTILREIWME61T, 5771604]
[paragraph, [775.0, 1306.0, 376.0, 36.0], shoonya_6sTILREIWME61T, 5771604]
[paragraph, [775.0, 1342.0, 376.0, 36.0], shoonya_6sTILREIWME61T, 5771604]
[paragraph, [775.0, 1378.0, 376.0, 36.0], shoonya_6sTILREIWME61T, 5771604]
[paragraph, [775.0, 1414.0, 376.0, 36.0], shoonya_6sTILREIWME61T, 5771604]
[paragraph, [775.0, 1450.0, 376.0, 36.0], shoonya_6sTILREIWME61T, 5771604]
[paragraph, [775.0, 1486.0, 376.0, 36.0], shoonya_6sTILREIWME61T, 5771604]
