[1320, 1176]
[folio, [72.0, 59.0, 169.0, 18.0], shoonya_0sI8GUSH8H4I08, 5693851]
[paragraph, [80.0, 1103.0, 317.0, 18.0], nU_Jd1Mb6T, 5693851]
[paragraph, [80.0, 1121.0, 317.0, 18.0], nU_Jd1Mb6T, 5693851]
[paragraph, [80.0, 1139.0, 317.0, 18.0], nU_Jd1Mb6T, 5693851]
[paragraph, [750.0, 527.0, 314.0, 18.0], MVev_azhjk, 5693851]
[paragraph, [750.0, 545.0, 314.0, 18.0], MVev_azhjk, 5693851]
[paragraph, [750.0, 563.0, 314.0, 18.0], MVev_azhjk, 5693851]
[paragraph, [750.0, 581.0, 314.0, 18.0], MVev_azhjk, 5693851]
[paragraph, [750.0, 599.0, 314.0, 18.0], MVev_azhjk, 5693851]
[paragraph, [750.0, 617.0, 314.0, 18.0], MVev_azhjk, 5693851]
[paragraph, [750.0, 635.0, 314.0, 18.0], MVev_azhjk, 5693851]
[paragraph, [750.0, 653.0, 314.0, 18.0], MVev_azhjk, 5693851]
[paragraph, [419.0, 556.0, 311.0, 18.0], bPCjgW5OXc, 5693851]
[paragraph, [419.0, 574.0, 311.0, 18.0], bPCjgW5OXc, 5693851]
[paragraph, [419.0, 592.0, 311.0, 18.0], bPCjgW5OXc, 5693851]
[paragraph, [419.0, 610.0, 311.0, 18.0], bPCjgW5OXc, 5693851]
[paragraph, [419.0, 628.0, 311.0, 18.0], bPCjgW5OXc, 5693851]
[paragraph, [419.0, 646.0, 311.0, 18.0], bPCjgW5OXc, 5693851]
[paragraph, [419.0, 664.0, 311.0, 18.0], bPCjgW5OXc, 5693851]
[paragraph, [419.0, 682.0, 311.0, 18.0], bPCjgW5OXc, 5693851]
[paragraph, [750.0, 698.0, 314.0, 18.0], uknCuGIf8b, 5693851]
[paragraph, [750.0, 716.0, 314.0, 18.0], uknCuGIf8b, 5693851]
[paragraph, [750.0, 734.0, 314.0, 18.0], uknCuGIf8b, 5693851]
[paragraph, [750.0, 752.0, 314.0, 18.0], uknCuGIf8b, 5693851]
[paragraph, [750.0, 770.0, 314.0, 18.0], uknCuGIf8b, 5693851]
[paragraph, [750.0, 788.0, 314.0, 18.0], uknCuGIf8b, 5693851]
[paragraph, [750.0, 806.0, 314.0, 18.0], uknCuGIf8b, 5693851]
[paragraph, [416.0, 726.0, 317.0, 18.0], drOkuMVm5y, 5693851]
[paragraph, [416.0, 744.0, 317.0, 18.0], drOkuMVm5y, 5693851]
[paragraph, [416.0, 762.0, 317.0, 18.0], drOkuMVm5y, 5693851]
[paragraph, [416.0, 780.0, 317.0, 18.0], drOkuMVm5y, 5693851]
[paragraph, [416.0, 798.0, 317.0, 18.0], drOkuMVm5y, 5693851]
[paragraph, [416.0, 816.0, 317.0, 18.0], drOkuMVm5y, 5693851]
[paragraph, [416.0, 834.0, 317.0, 18.0], drOkuMVm5y, 5693851]
[paragraph, [416.0, 852.0, 317.0, 18.0], drOkuMVm5y, 5693851]
[sub-section-title, [750.0, 833.0, 318.0, 25.5], BhK6sBEq9j, 5693851]
[sub-section-title, [750.0, 858.5, 318.0, 25.5], BhK6sBEq9j, 5693851]
[paragraph, [407.0, 881.0, 341.0, 18.0], 0_vG8vSS7b, 5693851]
[paragraph, [407.0, 899.0, 341.0, 18.0], 0_vG8vSS7b, 5693851]
[paragraph, [407.0, 917.0, 341.0, 18.0], 0_vG8vSS7b, 5693851]
[paragraph, [407.0, 935.0, 341.0, 18.0], 0_vG8vSS7b, 5693851]
[paragraph, [407.0, 953.0, 341.0, 18.0], 0_vG8vSS7b, 5693851]
[paragraph, [407.0, 971.0, 341.0, 18.0], 0_vG8vSS7b, 5693851]
[paragraph, [407.0, 989.0, 341.0, 18.0], 0_vG8vSS7b, 5693851]
[paragraph, [407.0, 1007.0, 341.0, 18.0], 0_vG8vSS7b, 5693851]
[paragraph, [407.0, 1025.0, 341.0, 18.0], 0_vG8vSS7b, 5693851]
[paragraph, [407.0, 1043.0, 341.0, 18.0], 0_vG8vSS7b, 5693851]
[paragraph, [407.0, 1061.0, 341.0, 18.0], 0_vG8vSS7b, 5693851]
[paragraph, [407.0, 1079.0, 341.0, 18.0], 0_vG8vSS7b, 5693851]
[paragraph, [407.0, 1097.0, 341.0, 18.0], 0_vG8vSS7b, 5693851]
[paragraph, [407.0, 1115.0, 341.0, 18.0], 0_vG8vSS7b, 5693851]
[paragraph, [407.0, 1133.0, 341.0, 18.0], 0_vG8vSS7b, 5693851]
[paragraph, [407.0, 1151.0, 341.0, 18.0], 0_vG8vSS7b, 5693851]
[paragraph, [407.0, 1169.0, 341.0, 18.0], 0_vG8vSS7b, 5693851]
[paragraph, [407.0, 1187.0, 341.0, 18.0], 0_vG8vSS7b, 5693851]
[paragraph, [407.0, 1205.0, 341.0, 18.0], 0_vG8vSS7b, 5693851]
[paragraph, [407.0, 1223.0, 341.0, 18.0], 0_vG8vSS7b, 5693851]
[answer, [760.0, 1111.0, 308.0, 18.0], 9EV6gC2hbI, 5693851]
[answer, [760.0, 1129.0, 308.0, 18.0], 9EV6gC2hbI, 5693851]
[answer, [760.0, 1147.0, 308.0, 18.0], 9EV6gC2hbI, 5693851]
[answer, [760.0, 1165.0, 308.0, 18.0], 9EV6gC2hbI, 5693851]
[paragraph, [79.0, 1173.0, 320.0, 18.0], 5XAQZDK7Rw, 5693851]
[paragraph, [79.0, 1191.0, 320.0, 18.0], 5XAQZDK7Rw, 5693851]
[paragraph, [79.0, 1209.0, 320.0, 18.0], 5XAQZDK7Rw, 5693851]
[paragraph, [79.0, 1227.0, 320.0, 18.0], 5XAQZDK7Rw, 5693851]
[paragraph, [759.0, 1198.0, 306.0, 18.0], QhOKOA3Ucq, 5693851]
[paragraph, [759.0, 1216.0, 306.0, 18.0], QhOKOA3Ucq, 5693851]
