[4767, 3325]
[folio, [276.0, 360.0, 603.0, 52.5], ZO1KQuLqSm, 5710430]
[paragraph, [180.0, 1466.5, 2532.0, 52.5], p54Q3SUKc7, 5710430]
[paragraph, [180.0, 1519.0, 2532.0, 52.5], p54Q3SUKc7, 5710430]
[paragraph, [180.0, 1571.5, 2532.0, 52.5], p54Q3SUKc7, 5710430]
[paragraph, [394.0, 1636.0, 1379.0, 52.5], 3KlCPsCb9q, 5710430]
[paragraph, [394.0, 1688.5, 1379.0, 52.5], 3KlCPsCb9q, 5710430]
[paragraph, [188.0, 1745.0, 2511.0, 52.5], rY3oZe12RE, 5710430]
[paragraph, [188.0, 1797.5, 2511.0, 52.5], rY3oZe12RE, 5710430]
[paragraph, [188.0, 1850.0, 2511.0, 52.5], rY3oZe12RE, 5710430]
[paragraph, [188.0, 1902.5, 2511.0, 52.5], rY3oZe12RE, 5710430]
[paragraph, [214.0, 2000.0, 2497.0, 52.5], shoonya_0sO380BD4VT5W8, 5710430]
[paragraph, [214.0, 2052.5, 2497.0, 52.5], shoonya_0sO380BD4VT5W8, 5710430]
[paragraph, [214.0, 2105.0, 2497.0, 52.5], shoonya_0sO380BD4VT5W8, 5710430]
[paragraph, [214.0, 2157.5, 2497.0, 52.5], shoonya_0sO380BD4VT5W8, 5710430]
[paragraph, [214.0, 2210.0, 2497.0, 52.5], shoonya_0sO380BD4VT5W8, 5710430]
[paragraph, [214.0, 2262.5, 2497.0, 52.5], shoonya_0sO380BD4VT5W8, 5710430]
[paragraph, [214.0, 2315.0, 2497.0, 52.5], shoonya_0sO380BD4VT5W8, 5710430]
[paragraph, [214.0, 2367.5, 2497.0, 52.5], shoonya_0sO380BD4VT5W8, 5710430]
[paragraph, [214.0, 2420.0, 2497.0, 52.5], shoonya_0sO380BD4VT5W8, 5710430]
[paragraph, [214.0, 2472.5, 2497.0, 52.5], shoonya_0sO380BD4VT5W8, 5710430]
[paragraph, [423.0, 2584.0, 1215.0, 52.5], q03qLcacKK, 5710430]
[paragraph, [423.0, 2636.5, 1215.0, 52.5], q03qLcacKK, 5710430]
[paragraph, [155.0, 2727.0, 2574.0, 52.5], IiyQtnmNOp, 5710430]
[paragraph, [155.0, 2779.5, 2574.0, 52.5], IiyQtnmNOp, 5710430]
[paragraph, [155.0, 2832.0, 2574.0, 52.5], IiyQtnmNOp, 5710430]
[paragraph, [155.0, 2884.5, 2574.0, 52.5], IiyQtnmNOp, 5710430]
[paragraph, [155.0, 2937.0, 2574.0, 52.5], IiyQtnmNOp, 5710430]
[paragraph, [155.0, 2989.5, 2574.0, 52.5], IiyQtnmNOp, 5710430]
[paragraph, [155.0, 3042.0, 2574.0, 52.5], IiyQtnmNOp, 5710430]
[paragraph, [155.0, 3094.5, 2574.0, 52.5], IiyQtnmNOp, 5710430]
[paragraph, [155.0, 3147.0, 2574.0, 52.5], IiyQtnmNOp, 5710430]
[paragraph, [155.0, 3199.5, 2574.0, 52.5], IiyQtnmNOp, 5710430]
[paragraph, [155.0, 3252.0, 2574.0, 52.5], IiyQtnmNOp, 5710430]
[paragraph, [163.0, 3323.0, 2578.0, 52.5], b20pJqBGM7, 5710430]
[paragraph, [163.0, 3375.5, 2578.0, 52.5], b20pJqBGM7, 5710430]
[paragraph, [163.0, 3428.0, 2578.0, 52.5], b20pJqBGM7, 5710430]
[paragraph, [163.0, 3480.5, 2578.0, 52.5], b20pJqBGM7, 5710430]
[paragraph, [163.0, 3533.0, 2578.0, 52.5], b20pJqBGM7, 5710430]
[paragraph, [163.0, 3585.5, 2578.0, 52.5], b20pJqBGM7, 5710430]
[paragraph, [248.0, 3773.0, 2520.0, 52.5], shoonya_2sWNGKT4NGJ649, 5710430]
[paragraph, [248.0, 3825.5, 2520.0, 52.5], shoonya_2sWNGKT4NGJ649, 5710430]
[paragraph, [248.0, 3878.0, 2520.0, 52.5], shoonya_2sWNGKT4NGJ649, 5710430]
[paragraph, [248.0, 3930.5, 2520.0, 52.5], shoonya_2sWNGKT4NGJ649, 5710430]
[paragraph, [248.0, 3983.0, 2520.0, 52.5], shoonya_2sWNGKT4NGJ649, 5710430]
[paragraph, [248.0, 4035.5, 2520.0, 52.5], shoonya_2sWNGKT4NGJ649, 5710430]
[paragraph, [248.0, 4088.0, 2520.0, 52.5], shoonya_2sWNGKT4NGJ649, 5710430]
[paragraph, [248.0, 4140.5, 2520.0, 52.5], shoonya_2sWNGKT4NGJ649, 5710430]
