[1298, 853]
[section-title, [310.0, 71.0, 233.0, 30.0], shoonya_4sFR11DD515U3X, 5710074]
[paragraph, [62.0, 624.0, 731.0, 18.0], shoonya_0sX8JQRR1Y4H9A, 5710074]
[paragraph, [62.0, 642.0, 731.0, 18.0], shoonya_0sX8JQRR1Y4H9A, 5710074]
[paragraph, [62.0, 660.0, 731.0, 18.0], shoonya_0sX8JQRR1Y4H9A, 5710074]
[paragraph, [62.0, 678.0, 731.0, 18.0], shoonya_0sX8JQRR1Y4H9A, 5710074]
[paragraph, [62.0, 696.0, 731.0, 18.0], shoonya_0sX8JQRR1Y4H9A, 5710074]
[paragraph, [62.0, 714.0, 731.0, 18.0], shoonya_0sX8JQRR1Y4H9A, 5710074]
[paragraph, [62.0, 732.0, 731.0, 18.0], shoonya_0sX8JQRR1Y4H9A, 5710074]
[paragraph, [62.0, 750.0, 731.0, 18.0], shoonya_0sX8JQRR1Y4H9A, 5710074]
[paragraph, [62.0, 768.0, 731.0, 18.0], shoonya_0sX8JQRR1Y4H9A, 5710074]
[paragraph, [62.0, 786.0, 731.0, 18.0], shoonya_0sX8JQRR1Y4H9A, 5710074]
[paragraph, [62.0, 804.0, 731.0, 18.0], shoonya_0sX8JQRR1Y4H9A, 5710074]
[paragraph, [62.0, 822.0, 731.0, 18.0], shoonya_0sX8JQRR1Y4H9A, 5710074]
[paragraph, [62.0, 840.0, 731.0, 18.0], shoonya_0sX8JQRR1Y4H9A, 5710074]
[paragraph, [62.0, 858.0, 731.0, 18.0], shoonya_0sX8JQRR1Y4H9A, 5710074]
[paragraph, [62.0, 876.0, 731.0, 18.0], shoonya_0sX8JQRR1Y4H9A, 5710074]
[paragraph, [62.0, 894.0, 731.0, 18.0], shoonya_0sX8JQRR1Y4H9A, 5710074]
[paragraph, [62.0, 912.0, 731.0, 18.0], shoonya_0sX8JQRR1Y4H9A, 5710074]
[paragraph, [62.0, 930.0, 731.0, 18.0], shoonya_0sX8JQRR1Y4H9A, 5710074]
[paragraph, [62.0, 948.0, 731.0, 18.0], shoonya_0sX8JQRR1Y4H9A, 5710074]
[paragraph, [62.0, 966.0, 731.0, 18.0], shoonya_0sX8JQRR1Y4H9A, 5710074]
[paragraph, [62.0, 984.0, 731.0, 18.0], shoonya_0sX8JQRR1Y4H9A, 5710074]
[paragraph, [62.0, 1002.0, 731.0, 18.0], shoonya_0sX8JQRR1Y4H9A, 5710074]
[paragraph, [62.0, 1020.0, 731.0, 18.0], shoonya_0sX8JQRR1Y4H9A, 5710074]
[paragraph, [62.0, 1038.0, 731.0, 18.0], shoonya_0sX8JQRR1Y4H9A, 5710074]
[paragraph, [62.0, 1056.0, 731.0, 18.0], shoonya_0sX8JQRR1Y4H9A, 5710074]
[paragraph, [62.0, 1074.0, 731.0, 18.0], shoonya_0sX8JQRR1Y4H9A, 5710074]
[paragraph, [62.0, 1092.0, 731.0, 18.0], shoonya_0sX8JQRR1Y4H9A, 5710074]
[paragraph, [62.0, 1110.0, 731.0, 18.0], shoonya_0sX8JQRR1Y4H9A, 5710074]
[paragraph, [62.0, 1128.0, 731.0, 18.0], shoonya_0sX8JQRR1Y4H9A, 5710074]
[paragraph, [62.0, 1146.0, 731.0, 18.0], shoonya_0sX8JQRR1Y4H9A, 5710074]
[paragraph, [62.0, 1164.0, 731.0, 18.0], shoonya_0sX8JQRR1Y4H9A, 5710074]
[paragraph, [62.0, 1182.0, 731.0, 18.0], shoonya_0sX8JQRR1Y4H9A, 5710074]
[paragraph, [62.0, 1200.0, 731.0, 18.0], shoonya_0sX8JQRR1Y4H9A, 5710074]
