[1372, 849]
[folio, [78.0, 67.0, 263.0, 18.0], Q9bKlWdNRx, 5709977]
[paragraph, [77.0, 732.0, 709.0, 18.0], shoonya_1sH55W39GLXGXA, 5709977]
[paragraph, [77.0, 750.0, 709.0, 18.0], shoonya_1sH55W39GLXGXA, 5709977]
[paragraph, [77.0, 768.0, 709.0, 18.0], shoonya_1sH55W39GLXGXA, 5709977]
[paragraph, [77.0, 786.0, 709.0, 18.0], shoonya_1sH55W39GLXGXA, 5709977]
[paragraph, [77.0, 804.0, 709.0, 18.0], shoonya_1sH55W39GLXGXA, 5709977]
[paragraph, [77.0, 822.0, 709.0, 18.0], shoonya_1sH55W39GLXGXA, 5709977]
[paragraph, [77.0, 840.0, 709.0, 18.0], shoonya_1sH55W39GLXGXA, 5709977]
[paragraph, [77.0, 858.0, 709.0, 18.0], shoonya_1sH55W39GLXGXA, 5709977]
[paragraph, [77.0, 876.0, 709.0, 18.0], shoonya_1sH55W39GLXGXA, 5709977]
[paragraph, [77.0, 894.0, 709.0, 18.0], shoonya_1sH55W39GLXGXA, 5709977]
[paragraph, [77.0, 912.0, 709.0, 18.0], shoonya_1sH55W39GLXGXA, 5709977]
[paragraph, [77.0, 930.0, 709.0, 18.0], shoonya_1sH55W39GLXGXA, 5709977]
[paragraph, [77.0, 948.0, 709.0, 18.0], shoonya_1sH55W39GLXGXA, 5709977]
[paragraph, [77.0, 966.0, 709.0, 18.0], shoonya_1sH55W39GLXGXA, 5709977]
[paragraph, [77.0, 984.0, 709.0, 18.0], shoonya_1sH55W39GLXGXA, 5709977]
[paragraph, [77.0, 1002.0, 709.0, 18.0], shoonya_1sH55W39GLXGXA, 5709977]
[paragraph, [77.0, 1020.0, 709.0, 18.0], shoonya_1sH55W39GLXGXA, 5709977]
[paragraph, [77.0, 1038.0, 709.0, 18.0], shoonya_1sH55W39GLXGXA, 5709977]
[paragraph, [77.0, 1056.0, 709.0, 18.0], shoonya_1sH55W39GLXGXA, 5709977]
[paragraph, [77.0, 1074.0, 709.0, 18.0], shoonya_1sH55W39GLXGXA, 5709977]
[paragraph, [77.0, 1092.0, 709.0, 18.0], shoonya_1sH55W39GLXGXA, 5709977]
[paragraph, [77.0, 1110.0, 709.0, 18.0], shoonya_1sH55W39GLXGXA, 5709977]
[paragraph, [77.0, 1128.0, 709.0, 18.0], shoonya_1sH55W39GLXGXA, 5709977]
[paragraph, [77.0, 1146.0, 709.0, 18.0], shoonya_1sH55W39GLXGXA, 5709977]
[footnote, [66.0, 1178.0, 723.0, 18.0], 9m2XMLtMb8, 5709977]
[footnote, [66.0, 1196.0, 723.0, 18.0], 9m2XMLtMb8, 5709977]
[footnote, [66.0, 1214.0, 723.0, 18.0], 9m2XMLtMb8, 5709977]
[footnote, [66.0, 1232.0, 723.0, 18.0], 9m2XMLtMb8, 5709977]
[footnote, [66.0, 1250.0, 723.0, 18.0], 9m2XMLtMb8, 5709977]
[footnote, [66.0, 1268.0, 723.0, 18.0], 9m2XMLtMb8, 5709977]
