[681, 511]
[folio, [317.0, 29.0, 129.0, 18.0], shoonya_4s35TUJ6DCZ8V7, 5761606]
[paragraph, [29.0, 507.0, 221.0, 18.0], -BIIr-Zh6y, 5761606]
[paragraph, [29.0, 525.0, 221.0, 18.0], -BIIr-Zh6y, 5761606]
[paragraph, [29.0, 543.0, 221.0, 18.0], -BIIr-Zh6y, 5761606]
[paragraph, [29.0, 561.0, 221.0, 18.0], -BIIr-Zh6y, 5761606]
[paragraph, [29.0, 579.0, 221.0, 18.0], -BIIr-Zh6y, 5761606]
[paragraph, [29.0, 597.0, 221.0, 18.0], -BIIr-Zh6y, 5761606]
[paragraph, [29.0, 615.0, 221.0, 18.0], -BIIr-Zh6y, 5761606]
[paragraph, [257.0, 491.0, 221.0, 18.0], nImTRq3t2n, 5761606]
[paragraph, [257.0, 509.0, 221.0, 18.0], nImTRq3t2n, 5761606]
[paragraph, [257.0, 527.0, 221.0, 18.0], nImTRq3t2n, 5761606]
[paragraph, [257.0, 545.0, 221.0, 18.0], nImTRq3t2n, 5761606]
[paragraph, [257.0, 563.0, 221.0, 18.0], nImTRq3t2n, 5761606]
[paragraph, [257.0, 581.0, 221.0, 18.0], nImTRq3t2n, 5761606]
[paragraph, [257.0, 599.0, 221.0, 18.0], nImTRq3t2n, 5761606]
[paragraph, [257.0, 617.0, 221.0, 18.0], nImTRq3t2n, 5761606]
