[1347, 847]
[paragraph, [21.0, 38.0, 786.0, 18.0], VPk4km38Ao, 5660894]
[paragraph, [16.0, 766.0, 793.0, 18.0], Jy9TmeEPfK, 5660894]
[paragraph, [16.0, 784.0, 793.0, 18.0], Jy9TmeEPfK, 5660894]
[paragraph, [16.0, 802.0, 793.0, 18.0], Jy9TmeEPfK, 5660894]
[paragraph, [16.0, 820.0, 793.0, 18.0], Jy9TmeEPfK, 5660894]
[paragraph, [16.0, 838.0, 793.0, 18.0], Jy9TmeEPfK, 5660894]
[paragraph, [16.0, 856.0, 793.0, 18.0], Jy9TmeEPfK, 5660894]
[paragraph, [16.0, 874.0, 793.0, 18.0], Jy9TmeEPfK, 5660894]
[paragraph, [16.0, 892.0, 793.0, 18.0], Jy9TmeEPfK, 5660894]
[paragraph, [16.0, 910.0, 793.0, 18.0], Jy9TmeEPfK, 5660894]
[paragraph, [16.0, 928.0, 793.0, 18.0], Jy9TmeEPfK, 5660894]
[paragraph, [26.0, 943.0, 804.0, 18.0], e-c--HEeER, 5660894]
[paragraph, [26.0, 961.0, 804.0, 18.0], e-c--HEeER, 5660894]
[paragraph, [26.0, 979.0, 804.0, 18.0], e-c--HEeER, 5660894]
[paragraph, [26.0, 997.0, 804.0, 18.0], e-c--HEeER, 5660894]
[paragraph, [26.0, 1015.0, 804.0, 18.0], e-c--HEeER, 5660894]
[paragraph, [26.0, 1033.0, 804.0, 18.0], e-c--HEeER, 5660894]
[paragraph, [26.0, 1051.0, 804.0, 18.0], e-c--HEeER, 5660894]
[paragraph, [26.0, 1069.0, 804.0, 18.0], e-c--HEeER, 5660894]
[paragraph, [26.0, 1087.0, 804.0, 18.0], e-c--HEeER, 5660894]
[paragraph, [26.0, 1105.0, 804.0, 18.0], e-c--HEeER, 5660894]
[paragraph, [26.0, 1123.0, 804.0, 18.0], e-c--HEeER, 5660894]
[paragraph, [26.0, 1141.0, 804.0, 18.0], e-c--HEeER, 5660894]
[paragraph, [26.0, 1159.0, 804.0, 18.0], e-c--HEeER, 5660894]
[paragraph, [26.0, 1177.0, 804.0, 18.0], e-c--HEeER, 5660894]
[paragraph, [26.0, 1195.0, 804.0, 18.0], e-c--HEeER, 5660894]
[folio, [579.0, 1222.0, 212.0, 18.0], DeXDX-3JQG, 5660894]
[folio, [579.0, 1240.0, 212.0, 18.0], DeXDX-3JQG, 5660894]
[folio, [5.0, 1260.0, 839.0, 18.0], RINIXf_ZcC, 5660894]
[folio, [5.0, 1278.0, 839.0, 18.0], RINIXf_ZcC, 5660894]
[folio, [5.0, 1296.0, 839.0, 18.0], RINIXf_ZcC, 5660894]
[folio, [5.0, 1314.0, 839.0, 18.0], RINIXf_ZcC, 5660894]
[website-link, [486.0, 1302.0, 204.0, 18.0], uKVL9uswE7, 5660894]
[website-link, [157.0, 1305.0, 222.0, 18.0], aVXw-YybQs, 5660894]
