[1238, 765]
[folio, [317.0, 72.0, 164.0, 18.0], XO8sYXP7G3, 5770529]
[sub-ordered-list, [388.0, 182.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 200.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 218.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 236.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 254.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 272.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 290.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 308.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 326.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 344.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 362.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 380.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 398.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 416.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 434.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 452.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 470.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 488.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 506.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 524.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 542.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 560.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 578.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 596.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 614.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 632.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 650.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 668.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 686.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 704.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 722.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 740.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 758.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 776.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 794.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 812.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 830.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 848.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 866.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 884.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 902.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 920.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 938.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 956.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 974.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 992.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 1010.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 1028.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 1046.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 1064.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 1082.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 1100.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 1118.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 1136.0, 303.0, 18.0], yKU30RanoT, 5770529]
[subsub-ordered-list, [415.0, 135.0, 269.0, 18.0], 6YWPNYgu4_, 5770529]
[subsub-ordered-list, [415.0, 153.0, 269.0, 18.0], 6YWPNYgu4_, 5770529]
[subsub-ordered-list, [415.0, 171.0, 269.0, 18.0], 6YWPNYgu4_, 5770529]
[subsub-ordered-list, [415.0, 189.0, 269.0, 18.0], 6YWPNYgu4_, 5770529]
[subsub-ordered-list, [415.0, 207.0, 269.0, 18.0], 6YWPNYgu4_, 5770529]
[paragraph, [85.0, 136.0, 301.0, 18.0], 1QwqX6-woE, 5770529]
[paragraph, [85.0, 154.0, 301.0, 18.0], 1QwqX6-woE, 5770529]
[ordered-list, [80.0, 178.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 196.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 214.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 232.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 250.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 268.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 286.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 304.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 322.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 340.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 358.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 376.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 394.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 412.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 430.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 448.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 466.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 484.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 502.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 520.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 538.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 556.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 574.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 592.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 610.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 628.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 646.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 664.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 682.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 700.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 718.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 736.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 754.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 772.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 790.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 808.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 826.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 844.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 862.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 880.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 898.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 916.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 934.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 952.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 970.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 988.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 1006.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 1024.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 1042.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 1060.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 1078.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 1096.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 1114.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 1132.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[ordered-list, [80.0, 1150.0, 309.0, 18.0], 7JImkXUIpI, 5770529]
[subsub-ordered-list, [390.0, 725.0, 293.0, 18.0], 7PdWfdqlya, 5770529]
[subsub-ordered-list, [390.0, 743.0, 293.0, 18.0], 7PdWfdqlya, 5770529]
[subsub-ordered-list, [390.0, 761.0, 293.0, 18.0], 7PdWfdqlya, 5770529]
[subsub-ordered-list, [390.0, 779.0, 293.0, 18.0], 7PdWfdqlya, 5770529]
[subsub-ordered-list, [390.0, 797.0, 293.0, 18.0], 7PdWfdqlya, 5770529]
[subsub-ordered-list, [390.0, 815.0, 293.0, 18.0], 7PdWfdqlya, 5770529]
[subsub-ordered-list, [390.0, 833.0, 293.0, 18.0], 7PdWfdqlya, 5770529]
[subsub-ordered-list, [390.0, 851.0, 293.0, 18.0], 7PdWfdqlya, 5770529]
[subsub-ordered-list, [390.0, 869.0, 293.0, 18.0], 7PdWfdqlya, 5770529]
[subsub-ordered-list, [390.0, 887.0, 293.0, 18.0], 7PdWfdqlya, 5770529]
[subsub-ordered-list, [390.0, 905.0, 293.0, 18.0], 7PdWfdqlya, 5770529]
[subsub-ordered-list, [390.0, 923.0, 293.0, 18.0], 7PdWfdqlya, 5770529]
[subsub-ordered-list, [390.0, 941.0, 293.0, 18.0], 7PdWfdqlya, 5770529]
[sub-ordered-list, [72.0, 1061.0, 302.0, 18.0], 4-IxKddhA0, 5770529]
[sub-ordered-list, [72.0, 1079.0, 302.0, 18.0], 4-IxKddhA0, 5770529]
[sub-ordered-list, [72.0, 1097.0, 302.0, 18.0], 4-IxKddhA0, 5770529]
[sub-ordered-list, [72.0, 1115.0, 302.0, 18.0], 4-IxKddhA0, 5770529]
[sub-ordered-list, [72.0, 1133.0, 302.0, 18.0], 4-IxKddhA0, 5770529]
[sub-ordered-list, [72.0, 1151.0, 302.0, 18.0], 4-IxKddhA0, 5770529]
[subsub-ordered-list, [76.0, 1109.0, 276.0, 18.0], k5KZTtn9jG, 5770529]
[subsub-ordered-list, [76.0, 1127.0, 276.0, 18.0], k5KZTtn9jG, 5770529]
