[1447, 1093]
[section-title, [72.0, 65.0, 922.0, 30.0], hCOXTBFznQ, 5715419]
[ordered-list, [552.0, 653.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 671.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 689.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 707.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 725.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 743.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 761.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 779.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 797.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 815.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 833.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 851.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 869.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 887.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 905.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 923.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 941.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 959.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 977.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 995.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 1013.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 1031.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 1049.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 1067.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 1085.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 1103.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 1121.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 1139.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 1157.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 1175.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
