[2339, 1656]
[paragraph, [81.0, 50.0, 705.0, 36.0], shoonya_16sBLNJ0VIMNZ9, 5749750]
[paragraph, [85.0, 1410.0, 705.0, 36.0], shoonya_1sYYAHQ0S00IOH, 5749750]
[paragraph, [85.0, 1446.0, 705.0, 36.0], shoonya_1sYYAHQ0S00IOH, 5749750]
[paragraph, [85.0, 1482.0, 705.0, 36.0], shoonya_1sYYAHQ0S00IOH, 5749750]
[paragraph, [85.0, 1518.0, 705.0, 36.0], shoonya_1sYYAHQ0S00IOH, 5749750]
[paragraph, [85.0, 1554.0, 705.0, 36.0], shoonya_1sYYAHQ0S00IOH, 5749750]
[paragraph, [85.0, 1590.0, 705.0, 36.0], shoonya_1sYYAHQ0S00IOH, 5749750]
[paragraph, [85.0, 1626.0, 705.0, 36.0], shoonya_1sYYAHQ0S00IOH, 5749750]
[paragraph, [85.0, 1662.0, 705.0, 36.0], shoonya_1sYYAHQ0S00IOH, 5749750]
[paragraph, [824.0, 1499.0, 706.0, 36.0], shoonya_3s81V6K220SS25, 5749750]
[paragraph, [824.0, 1535.0, 706.0, 36.0], shoonya_3s81V6K220SS25, 5749750]
[paragraph, [824.0, 1571.0, 706.0, 36.0], shoonya_3s81V6K220SS25, 5749750]
[paragraph, [824.0, 1607.0, 706.0, 36.0], shoonya_3s81V6K220SS25, 5749750]
[paragraph, [824.0, 1643.0, 706.0, 36.0], shoonya_3s81V6K220SS25, 5749750]
[paragraph, [824.0, 1679.0, 706.0, 36.0], shoonya_3s81V6K220SS25, 5749750]
[paragraph, [824.0, 1715.0, 706.0, 36.0], shoonya_3s81V6K220SS25, 5749750]
[paragraph, [824.0, 1751.0, 706.0, 36.0], shoonya_3s81V6K220SS25, 5749750]
[paragraph, [824.0, 1787.0, 706.0, 36.0], shoonya_3s81V6K220SS25, 5749750]
[paragraph, [82.0, 1709.0, 707.0, 36.0], q69hyH5kK5, 5749750]
[paragraph, [82.0, 1745.0, 707.0, 36.0], q69hyH5kK5, 5749750]
[paragraph, [110.0, 1815.0, 664.0, 36.0], shoonya_9s1ZZWDUPZKVIT, 5749750]
[paragraph, [110.0, 1851.0, 664.0, 36.0], shoonya_9s1ZZWDUPZKVIT, 5749750]
[paragraph, [110.0, 1887.0, 664.0, 36.0], shoonya_9s1ZZWDUPZKVIT, 5749750]
[paragraph, [110.0, 1923.0, 664.0, 36.0], shoonya_9s1ZZWDUPZKVIT, 5749750]
[paragraph, [851.0, 1862.0, 654.0, 36.0], shoonya_11sUXVZSOQS978, 5749750]
[reference, [1262.0, 1916.0, 250.0, 36.0], ZHm_Byaths, 5749750]
[paragraph, [902.0, 1969.0, 310.0, 36.0], shoonya_6sAFL85DHUQJEM, 5749750]
[paragraph, [90.0, 1973.0, 703.0, 36.0], shoonya_4sMABVN1Z6J70I, 5749750]
[paragraph, [90.0, 2009.0, 703.0, 36.0], shoonya_4sMABVN1Z6J70I, 5749750]
[paragraph, [90.0, 2045.0, 703.0, 36.0], shoonya_4sMABVN1Z6J70I, 5749750]
[paragraph, [904.0, 2022.0, 619.0, 36.0], hwepfdQ6L0, 5749750]
