[5500, 3644]
[folio, [381.0, 505.0, 238.0, 52.5], EqPw2uSUFF, 5710186]
[paragraph, [517.0, 2162.5, 2142.0, 52.5], shoonya_1sO0WVDVTS2XNA, 5710186]
[paragraph, [517.0, 2215.0, 2142.0, 52.5], shoonya_1sO0WVDVTS2XNA, 5710186]
[paragraph, [517.0, 2267.5, 2142.0, 52.5], shoonya_1sO0WVDVTS2XNA, 5710186]
[paragraph, [517.0, 2320.0, 2142.0, 52.5], shoonya_1sO0WVDVTS2XNA, 5710186]
[paragraph, [517.0, 2372.5, 2142.0, 52.5], shoonya_1sO0WVDVTS2XNA, 5710186]
[paragraph, [517.0, 2425.0, 2142.0, 52.5], shoonya_1sO0WVDVTS2XNA, 5710186]
[paragraph, [517.0, 2477.5, 2142.0, 52.5], shoonya_1sO0WVDVTS2XNA, 5710186]
[paragraph, [517.0, 2530.0, 2142.0, 52.5], shoonya_1sO0WVDVTS2XNA, 5710186]
[paragraph, [517.0, 2582.5, 2142.0, 52.5], shoonya_1sO0WVDVTS2XNA, 5710186]
[paragraph, [517.0, 2635.0, 2142.0, 52.5], shoonya_1sO0WVDVTS2XNA, 5710186]
[paragraph, [517.0, 2687.5, 2142.0, 52.5], shoonya_1sO0WVDVTS2XNA, 5710186]
[paragraph, [517.0, 2740.0, 2142.0, 52.5], shoonya_1sO0WVDVTS2XNA, 5710186]
[paragraph, [517.0, 2792.5, 2142.0, 52.5], shoonya_1sO0WVDVTS2XNA, 5710186]
[paragraph, [517.0, 2845.0, 2142.0, 52.5], shoonya_1sO0WVDVTS2XNA, 5710186]
[paragraph, [517.0, 2897.5, 2142.0, 52.5], shoonya_1sO0WVDVTS2XNA, 5710186]
[paragraph, [517.0, 2950.0, 2142.0, 52.5], shoonya_1sO0WVDVTS2XNA, 5710186]
[paragraph, [517.0, 3002.5, 2142.0, 52.5], shoonya_1sO0WVDVTS2XNA, 5710186]
[paragraph, [517.0, 3055.0, 2142.0, 52.5], shoonya_1sO0WVDVTS2XNA, 5710186]
[paragraph, [517.0, 3107.5, 2142.0, 52.5], shoonya_1sO0WVDVTS2XNA, 5710186]
[paragraph, [517.0, 3160.0, 2142.0, 52.5], shoonya_1sO0WVDVTS2XNA, 5710186]
[paragraph, [517.0, 3212.5, 2142.0, 52.5], shoonya_1sO0WVDVTS2XNA, 5710186]
[paragraph, [350.0, 3311.0, 2685.0, 52.5], shoonya_3sKUWD716JFWLT, 5710186]
[paragraph, [350.0, 3363.5, 2685.0, 52.5], shoonya_3sKUWD716JFWLT, 5710186]
[paragraph, [350.0, 3416.0, 2685.0, 52.5], shoonya_3sKUWD716JFWLT, 5710186]
[paragraph, [350.0, 3468.5, 2685.0, 52.5], shoonya_3sKUWD716JFWLT, 5710186]
[paragraph, [565.0, 3573.0, 1847.0, 52.5], 7CJELtQvTT, 5710186]
[paragraph, [565.0, 3625.5, 1847.0, 52.5], 7CJELtQvTT, 5710186]
[paragraph, [565.0, 3678.0, 1847.0, 52.5], 7CJELtQvTT, 5710186]
[paragraph, [565.0, 3730.5, 1847.0, 52.5], 7CJELtQvTT, 5710186]
[paragraph, [565.0, 3783.0, 1847.0, 52.5], 7CJELtQvTT, 5710186]
[paragraph, [565.0, 3835.5, 1847.0, 52.5], 7CJELtQvTT, 5710186]
[paragraph, [565.0, 3888.0, 1847.0, 52.5], 7CJELtQvTT, 5710186]
[paragraph, [327.0, 3963.0, 2667.0, 52.5], shoonya_2sXIG7SOU5MPBI, 5710186]
[paragraph, [327.0, 4015.5, 2667.0, 52.5], shoonya_2sXIG7SOU5MPBI, 5710186]
[paragraph, [327.0, 4068.0, 2667.0, 52.5], shoonya_2sXIG7SOU5MPBI, 5710186]
[paragraph, [327.0, 4120.5, 2667.0, 52.5], shoonya_2sXIG7SOU5MPBI, 5710186]
[paragraph, [327.0, 4173.0, 2667.0, 52.5], shoonya_2sXIG7SOU5MPBI, 5710186]
[paragraph, [327.0, 4225.5, 2667.0, 52.5], shoonya_2sXIG7SOU5MPBI, 5710186]
[paragraph, [327.0, 4278.0, 2667.0, 52.5], shoonya_2sXIG7SOU5MPBI, 5710186]
[paragraph, [327.0, 4330.5, 2667.0, 52.5], shoonya_2sXIG7SOU5MPBI, 5710186]
[paragraph, [327.0, 4383.0, 2667.0, 52.5], shoonya_2sXIG7SOU5MPBI, 5710186]
[paragraph, [327.0, 4435.5, 2667.0, 52.5], shoonya_2sXIG7SOU5MPBI, 5710186]
[paragraph, [327.0, 4488.0, 2667.0, 52.5], shoonya_2sXIG7SOU5MPBI, 5710186]
[paragraph, [327.0, 4540.5, 2667.0, 52.5], shoonya_2sXIG7SOU5MPBI, 5710186]
[paragraph, [363.0, 4621.0, 2614.0, 52.5], di3hHc22dG, 5710186]
[paragraph, [363.0, 4673.5, 2614.0, 52.5], di3hHc22dG, 5710186]
[paragraph, [363.0, 4726.0, 2614.0, 52.5], di3hHc22dG, 5710186]
[paragraph, [363.0, 4778.5, 2614.0, 52.5], di3hHc22dG, 5710186]
[paragraph, [363.0, 4831.0, 2614.0, 52.5], di3hHc22dG, 5710186]
[paragraph, [363.0, 4883.5, 2614.0, 52.5], di3hHc22dG, 5710186]
