[1518, 1004]
[folio, [408.0, 56.0, 223.0, 36.0], ObjRbLpwoj, 6472933]
[paragraph, [656.0, 741.0, 299.0, 36.0], -v9LxLo9TA, 6472933]
[paragraph, [656.0, 777.0, 299.0, 36.0], -v9LxLo9TA, 6472933]
[paragraph, [656.0, 813.0, 299.0, 36.0], -v9LxLo9TA, 6472933]
[paragraph, [656.0, 849.0, 299.0, 36.0], -v9LxLo9TA, 6472933]
[paragraph, [656.0, 885.0, 299.0, 36.0], -v9LxLo9TA, 6472933]
[paragraph, [656.0, 921.0, 299.0, 36.0], -v9LxLo9TA, 6472933]
[paragraph, [656.0, 957.0, 299.0, 36.0], -v9LxLo9TA, 6472933]
[paragraph, [656.0, 993.0, 299.0, 36.0], -v9LxLo9TA, 6472933]
[paragraph, [656.0, 1029.0, 299.0, 36.0], -v9LxLo9TA, 6472933]
[paragraph, [354.0, 645.0, 293.0, 36.0], shoonya_0sNXEHXF99ZZNP, 6472933]
[paragraph, [354.0, 681.0, 293.0, 36.0], shoonya_0sNXEHXF99ZZNP, 6472933]
[paragraph, [354.0, 717.0, 293.0, 36.0], shoonya_0sNXEHXF99ZZNP, 6472933]
[paragraph, [354.0, 753.0, 293.0, 36.0], shoonya_0sNXEHXF99ZZNP, 6472933]
[paragraph, [354.0, 789.0, 293.0, 36.0], shoonya_0sNXEHXF99ZZNP, 6472933]
[paragraph, [354.0, 825.0, 293.0, 36.0], shoonya_0sNXEHXF99ZZNP, 6472933]
[paragraph, [354.0, 861.0, 293.0, 36.0], shoonya_0sNXEHXF99ZZNP, 6472933]
[paragraph, [354.0, 897.0, 293.0, 36.0], shoonya_0sNXEHXF99ZZNP, 6472933]
[paragraph, [354.0, 933.0, 293.0, 36.0], shoonya_0sNXEHXF99ZZNP, 6472933]
[paragraph, [354.0, 969.0, 293.0, 36.0], shoonya_0sNXEHXF99ZZNP, 6472933]
[paragraph, [354.0, 1005.0, 293.0, 36.0], shoonya_0sNXEHXF99ZZNP, 6472933]
[paragraph, [50.0, 1049.0, 295.0, 36.0], 1bSF8VEqRq, 6472933]
[paragraph, [50.0, 1085.0, 295.0, 36.0], 1bSF8VEqRq, 6472933]
[paragraph, [50.0, 1121.0, 295.0, 36.0], 1bSF8VEqRq, 6472933]
[paragraph, [50.0, 1157.0, 295.0, 36.0], 1bSF8VEqRq, 6472933]
[paragraph, [50.0, 1193.0, 295.0, 36.0], 1bSF8VEqRq, 6472933]
[paragraph, [50.0, 1229.0, 295.0, 36.0], 1bSF8VEqRq, 6472933]
[paragraph, [50.0, 1265.0, 295.0, 36.0], 1bSF8VEqRq, 6472933]
[paragraph, [50.0, 1301.0, 295.0, 36.0], 1bSF8VEqRq, 6472933]
[paragraph, [50.0, 1337.0, 295.0, 36.0], 1bSF8VEqRq, 6472933]
[paragraph, [50.0, 1373.0, 295.0, 36.0], 1bSF8VEqRq, 6472933]
[paragraph, [354.0, 1065.0, 293.0, 36.0], QDc4DDf3yl, 6472933]
[paragraph, [354.0, 1101.0, 293.0, 36.0], QDc4DDf3yl, 6472933]
[paragraph, [354.0, 1137.0, 293.0, 36.0], QDc4DDf3yl, 6472933]
[paragraph, [354.0, 1173.0, 293.0, 36.0], QDc4DDf3yl, 6472933]
[paragraph, [354.0, 1209.0, 293.0, 36.0], QDc4DDf3yl, 6472933]
[paragraph, [354.0, 1245.0, 293.0, 36.0], QDc4DDf3yl, 6472933]
[paragraph, [354.0, 1281.0, 293.0, 36.0], QDc4DDf3yl, 6472933]
[paragraph, [354.0, 1317.0, 293.0, 36.0], QDc4DDf3yl, 6472933]
[paragraph, [354.0, 1353.0, 293.0, 36.0], QDc4DDf3yl, 6472933]
[paragraph, [354.0, 1389.0, 293.0, 36.0], QDc4DDf3yl, 6472933]
[paragraph, [656.0, 1086.0, 299.0, 36.0], ZMgjC6WFWP, 6472933]
[paragraph, [656.0, 1122.0, 299.0, 36.0], ZMgjC6WFWP, 6472933]
[paragraph, [656.0, 1158.0, 299.0, 36.0], ZMgjC6WFWP, 6472933]
[paragraph, [656.0, 1194.0, 299.0, 36.0], ZMgjC6WFWP, 6472933]
[paragraph, [656.0, 1230.0, 299.0, 36.0], ZMgjC6WFWP, 6472933]
[paragraph, [656.0, 1266.0, 299.0, 36.0], ZMgjC6WFWP, 6472933]
[paragraph, [656.0, 1302.0, 299.0, 36.0], ZMgjC6WFWP, 6472933]
[paragraph, [656.0, 1338.0, 299.0, 36.0], ZMgjC6WFWP, 6472933]
[paragraph, [656.0, 1374.0, 299.0, 36.0], ZMgjC6WFWP, 6472933]
