[1447, 1063]
[folio, [430.0, 56.0, 195.0, 18.0], sgQmqx1NZf, 5762356]
[paragraph, [536.0, 888.0, 430.0, 18.0], jv6LiAQbv1, 5762356]
[paragraph, [536.0, 906.0, 430.0, 18.0], jv6LiAQbv1, 5762356]
[paragraph, [536.0, 924.0, 430.0, 18.0], jv6LiAQbv1, 5762356]
[paragraph, [536.0, 942.0, 430.0, 18.0], jv6LiAQbv1, 5762356]
[paragraph, [536.0, 960.0, 430.0, 18.0], jv6LiAQbv1, 5762356]
[paragraph, [536.0, 978.0, 430.0, 18.0], jv6LiAQbv1, 5762356]
[paragraph, [536.0, 996.0, 430.0, 18.0], jv6LiAQbv1, 5762356]
[paragraph, [536.0, 1014.0, 430.0, 18.0], jv6LiAQbv1, 5762356]
[paragraph, [536.0, 1032.0, 430.0, 18.0], jv6LiAQbv1, 5762356]
[sub-section-title, [89.0, 1114.0, 436.0, 25.5], kopNLTOqRB, 5762356]
[paragraph, [94.0, 1159.0, 433.0, 18.0], zycTB_6ZWj, 5762356]
[paragraph, [94.0, 1177.0, 433.0, 18.0], zycTB_6ZWj, 5762356]
[paragraph, [94.0, 1195.0, 433.0, 18.0], zycTB_6ZWj, 5762356]
[paragraph, [94.0, 1213.0, 433.0, 18.0], zycTB_6ZWj, 5762356]
[paragraph, [94.0, 1231.0, 433.0, 18.0], zycTB_6ZWj, 5762356]
[paragraph, [94.0, 1249.0, 433.0, 18.0], zycTB_6ZWj, 5762356]
[paragraph, [94.0, 1267.0, 433.0, 18.0], zycTB_6ZWj, 5762356]
[paragraph, [94.0, 1285.0, 433.0, 18.0], zycTB_6ZWj, 5762356]
[paragraph, [94.0, 1303.0, 433.0, 18.0], zycTB_6ZWj, 5762356]
