[1571, 1128]
[folio, [129.0, 86.0, 195.0, 36.0], RDPj2NY7EF, 6473056]
[paragraph, [727.0, 881.0, 313.0, 36.0], shoonya_9s4CBWDAGWWEQ3, 6473056]
[paragraph, [727.0, 917.0, 313.0, 36.0], shoonya_9s4CBWDAGWWEQ3, 6473056]
[paragraph, [123.0, 899.0, 296.0, 36.0], shoonya_5s1VO2OV0GQN9I, 6473056]
[paragraph, [126.0, 974.0, 444.0, 36.0], 4rAgcgwwWF, 6473056]
[paragraph, [126.0, 1010.0, 444.0, 36.0], 4rAgcgwwWF, 6473056]
[paragraph, [126.0, 1046.0, 444.0, 36.0], 4rAgcgwwWF, 6473056]
[paragraph, [126.0, 1082.0, 444.0, 36.0], 4rAgcgwwWF, 6473056]
[paragraph, [588.0, 974.0, 451.0, 36.0], shoonya_7s2LVFTYBU8EPE, 6473056]
[paragraph, [588.0, 1010.0, 451.0, 36.0], shoonya_7s2LVFTYBU8EPE, 6473056]
[paragraph, [579.0, 1048.0, 453.0, 36.0], shoonya_4sGO8WUPN8RQ54, 6473056]
[paragraph, [579.0, 1084.0, 453.0, 36.0], shoonya_4sGO8WUPN8RQ54, 6473056]
[paragraph, [579.0, 1120.0, 453.0, 36.0], shoonya_4sGO8WUPN8RQ54, 6473056]
[paragraph, [579.0, 1156.0, 453.0, 36.0], shoonya_4sGO8WUPN8RQ54, 6473056]
[paragraph, [128.0, 1123.0, 442.0, 36.0], LRJl6izy1o, 6473056]
[paragraph, [128.0, 1159.0, 442.0, 36.0], LRJl6izy1o, 6473056]
[paragraph, [585.0, 1200.0, 446.0, 36.0], oFPRGZRUVw, 6473056]
[paragraph, [585.0, 1236.0, 446.0, 36.0], oFPRGZRUVw, 6473056]
[paragraph, [585.0, 1272.0, 446.0, 36.0], oFPRGZRUVw, 6473056]
[paragraph, [585.0, 1308.0, 446.0, 36.0], oFPRGZRUVw, 6473056]
[paragraph, [585.0, 1344.0, 446.0, 36.0], oFPRGZRUVw, 6473056]
[paragraph, [585.0, 1380.0, 446.0, 36.0], oFPRGZRUVw, 6473056]
[paragraph, [585.0, 1416.0, 446.0, 36.0], oFPRGZRUVw, 6473056]
[paragraph, [129.0, 1224.0, 444.0, 36.0], FWGfTgRklK, 6473056]
[paragraph, [129.0, 1260.0, 444.0, 36.0], FWGfTgRklK, 6473056]
[paragraph, [129.0, 1296.0, 444.0, 36.0], FWGfTgRklK, 6473056]
[paragraph, [129.0, 1332.0, 444.0, 36.0], FWGfTgRklK, 6473056]
[paragraph, [129.0, 1368.0, 444.0, 36.0], FWGfTgRklK, 6473056]
[paragraph, [129.0, 1404.0, 444.0, 36.0], FWGfTgRklK, 6473056]
