[1320, 1176]
[folio, [75.0, 61.0, 168.0, 18.0], shoonya_0sB8V547YBDZVX, 5693853]
[paragraph, [80.0, 787.0, 321.0, 18.0], QTJUWLgmqm, 5693853]
[paragraph, [80.0, 805.0, 321.0, 18.0], QTJUWLgmqm, 5693853]
[paragraph, [80.0, 823.0, 321.0, 18.0], QTJUWLgmqm, 5693853]
[paragraph, [80.0, 841.0, 321.0, 18.0], QTJUWLgmqm, 5693853]
[paragraph, [80.0, 859.0, 321.0, 18.0], QTJUWLgmqm, 5693853]
[paragraph, [80.0, 877.0, 321.0, 18.0], QTJUWLgmqm, 5693853]
[paragraph, [80.0, 895.0, 321.0, 18.0], QTJUWLgmqm, 5693853]
[paragraph, [80.0, 913.0, 321.0, 18.0], QTJUWLgmqm, 5693853]
[paragraph, [80.0, 931.0, 321.0, 18.0], QTJUWLgmqm, 5693853]
[paragraph, [80.0, 949.0, 321.0, 18.0], QTJUWLgmqm, 5693853]
[paragraph, [80.0, 967.0, 321.0, 18.0], QTJUWLgmqm, 5693853]
[paragraph, [80.0, 985.0, 321.0, 18.0], QTJUWLgmqm, 5693853]
[paragraph, [80.0, 1003.0, 321.0, 18.0], QTJUWLgmqm, 5693853]
[paragraph, [80.0, 1021.0, 321.0, 18.0], QTJUWLgmqm, 5693853]
[paragraph, [80.0, 1039.0, 321.0, 18.0], QTJUWLgmqm, 5693853]
[paragraph, [80.0, 1057.0, 321.0, 18.0], QTJUWLgmqm, 5693853]
[paragraph, [80.0, 1075.0, 321.0, 18.0], QTJUWLgmqm, 5693853]
[paragraph, [80.0, 1093.0, 321.0, 18.0], QTJUWLgmqm, 5693853]
[paragraph, [80.0, 1111.0, 321.0, 18.0], QTJUWLgmqm, 5693853]
[paragraph, [80.0, 1129.0, 321.0, 18.0], QTJUWLgmqm, 5693853]
[paragraph, [80.0, 1147.0, 321.0, 18.0], QTJUWLgmqm, 5693853]
[paragraph, [80.0, 1165.0, 321.0, 18.0], QTJUWLgmqm, 5693853]
[paragraph, [80.0, 1183.0, 321.0, 18.0], QTJUWLgmqm, 5693853]
[paragraph, [80.0, 1201.0, 321.0, 18.0], QTJUWLgmqm, 5693853]
[paragraph, [80.0, 1219.0, 321.0, 18.0], QTJUWLgmqm, 5693853]
[paragraph, [424.0, 756.0, 321.0, 18.0], 0I-D0vHU4D, 5693853]
[paragraph, [424.0, 774.0, 321.0, 18.0], 0I-D0vHU4D, 5693853]
[paragraph, [424.0, 792.0, 321.0, 18.0], 0I-D0vHU4D, 5693853]
[paragraph, [424.0, 810.0, 321.0, 18.0], 0I-D0vHU4D, 5693853]
[paragraph, [424.0, 828.0, 321.0, 18.0], 0I-D0vHU4D, 5693853]
[paragraph, [424.0, 846.0, 321.0, 18.0], 0I-D0vHU4D, 5693853]
[paragraph, [424.0, 864.0, 321.0, 18.0], 0I-D0vHU4D, 5693853]
[paragraph, [424.0, 882.0, 321.0, 18.0], 0I-D0vHU4D, 5693853]
[paragraph, [424.0, 900.0, 321.0, 18.0], 0I-D0vHU4D, 5693853]
[paragraph, [424.0, 918.0, 321.0, 18.0], 0I-D0vHU4D, 5693853]
[paragraph, [424.0, 936.0, 321.0, 18.0], 0I-D0vHU4D, 5693853]
[paragraph, [424.0, 954.0, 321.0, 18.0], 0I-D0vHU4D, 5693853]
[paragraph, [424.0, 972.0, 321.0, 18.0], 0I-D0vHU4D, 5693853]
[paragraph, [424.0, 990.0, 321.0, 18.0], 0I-D0vHU4D, 5693853]
[paragraph, [424.0, 1008.0, 321.0, 18.0], 0I-D0vHU4D, 5693853]
[sub-section-title, [769.0, 781.0, 230.0, 25.5], lAYz4A5ZDt, 5693853]
[paragraph, [773.0, 817.0, 318.0, 18.0], Hc76Voewf5, 5693853]
[paragraph, [773.0, 835.0, 318.0, 18.0], Hc76Voewf5, 5693853]
[paragraph, [773.0, 853.0, 318.0, 18.0], Hc76Voewf5, 5693853]
[paragraph, [773.0, 871.0, 318.0, 18.0], Hc76Voewf5, 5693853]
[paragraph, [773.0, 889.0, 318.0, 18.0], Hc76Voewf5, 5693853]
[paragraph, [769.0, 954.0, 320.0, 18.0], 5Dtqbki1Fx, 5693853]
[paragraph, [769.0, 972.0, 320.0, 18.0], 5Dtqbki1Fx, 5693853]
[paragraph, [769.0, 990.0, 320.0, 18.0], 5Dtqbki1Fx, 5693853]
[paragraph, [769.0, 1008.0, 320.0, 18.0], 5Dtqbki1Fx, 5693853]
[paragraph, [769.0, 1026.0, 320.0, 18.0], 5Dtqbki1Fx, 5693853]
[paragraph, [425.0, 1052.0, 317.0, 18.0], 4wchWqHp0S, 5693853]
[paragraph, [425.0, 1070.0, 317.0, 18.0], 4wchWqHp0S, 5693853]
[paragraph, [772.0, 1067.0, 317.0, 18.0], pdyFEX1rI9, 5693853]
[paragraph, [772.0, 1085.0, 317.0, 18.0], pdyFEX1rI9, 5693853]
[paragraph, [425.0, 1124.0, 317.0, 18.0], iSbDReAw86, 5693853]
[paragraph, [425.0, 1142.0, 317.0, 18.0], iSbDReAw86, 5693853]
[paragraph, [773.0, 1152.0, 333.0, 18.0], WaDXdlvcU-, 5693853]
[paragraph, [773.0, 1170.0, 333.0, 18.0], WaDXdlvcU-, 5693853]
[paragraph, [773.0, 1188.0, 333.0, 18.0], WaDXdlvcU-, 5693853]
[paragraph, [773.0, 1206.0, 333.0, 18.0], WaDXdlvcU-, 5693853]
[paragraph, [773.0, 1224.0, 333.0, 18.0], WaDXdlvcU-, 5693853]
[paragraph, [422.0, 1199.0, 325.0, 18.0], B6cBjz9XLe, 5693853]
[paragraph, [422.0, 1217.0, 325.0, 18.0], B6cBjz9XLe, 5693853]
