[872, 605]
[section-title, [262.0, 32.0, 74.0, 30.0], DYSYnS0Q2i, 6457417]
[paragraph, [301.0, 513.0, 249.0, 18.0], 9lQeCCmLz1, 6457417]
[paragraph, [301.0, 531.0, 249.0, 18.0], 9lQeCCmLz1, 6457417]
[paragraph, [60.0, 479.0, 209.0, 18.0], S547Y_w2OP, 6457417]
[paragraph, [60.0, 497.0, 209.0, 18.0], S547Y_w2OP, 6457417]
[paragraph, [60.0, 515.0, 209.0, 18.0], S547Y_w2OP, 6457417]
[paragraph, [60.0, 533.0, 209.0, 18.0], S547Y_w2OP, 6457417]
[paragraph, [302.0, 546.0, 245.0, 18.0], zXGniq7r__, 6457417]
[paragraph, [302.0, 564.0, 245.0, 18.0], zXGniq7r__, 6457417]
[paragraph, [53.0, 554.0, 250.0, 18.0], bcRonilPpY, 6457417]
[paragraph, [53.0, 572.0, 250.0, 18.0], bcRonilPpY, 6457417]
[paragraph, [53.0, 590.0, 250.0, 18.0], bcRonilPpY, 6457417]
[paragraph, [53.0, 608.0, 250.0, 18.0], bcRonilPpY, 6457417]
[paragraph, [53.0, 626.0, 250.0, 18.0], bcRonilPpY, 6457417]
[paragraph, [301.0, 589.0, 252.0, 18.0], uGsAKwp8b0, 6457417]
[paragraph, [301.0, 607.0, 252.0, 18.0], uGsAKwp8b0, 6457417]
[paragraph, [301.0, 625.0, 252.0, 18.0], uGsAKwp8b0, 6457417]
[paragraph, [301.0, 643.0, 252.0, 18.0], uGsAKwp8b0, 6457417]
[paragraph, [301.0, 661.0, 252.0, 18.0], uGsAKwp8b0, 6457417]
[paragraph, [301.0, 679.0, 252.0, 18.0], uGsAKwp8b0, 6457417]
[reference, [48.0, 651.0, 256.0, 18.0], y0QE7xk_cG, 6457417]
[reference, [48.0, 669.0, 256.0, 18.0], y0QE7xk_cG, 6457417]
[reference, [48.0, 687.0, 256.0, 18.0], y0QE7xk_cG, 6457417]
[reference, [48.0, 705.0, 256.0, 18.0], y0QE7xk_cG, 6457417]
[reference, [48.0, 723.0, 256.0, 18.0], y0QE7xk_cG, 6457417]
[reference, [48.0, 741.0, 256.0, 18.0], y0QE7xk_cG, 6457417]
[reference, [48.0, 759.0, 256.0, 18.0], y0QE7xk_cG, 6457417]
[reference, [48.0, 777.0, 256.0, 18.0], y0QE7xk_cG, 6457417]
[reference, [48.0, 795.0, 256.0, 18.0], y0QE7xk_cG, 6457417]
[reference, [48.0, 813.0, 256.0, 18.0], y0QE7xk_cG, 6457417]
[reference, [307.0, 707.0, 245.0, 18.0], hnZ-Efovz9, 6457417]
[reference, [307.0, 725.0, 245.0, 18.0], hnZ-Efovz9, 6457417]
[reference, [307.0, 743.0, 245.0, 18.0], hnZ-Efovz9, 6457417]
[reference, [307.0, 761.0, 245.0, 18.0], hnZ-Efovz9, 6457417]
[reference, [307.0, 779.0, 245.0, 18.0], hnZ-Efovz9, 6457417]
[reference, [307.0, 797.0, 245.0, 18.0], hnZ-Efovz9, 6457417]
[reference, [307.0, 815.0, 245.0, 18.0], hnZ-Efovz9, 6457417]
