[1320, 1176]
[flag, [70.0, 59.0, 169.0, 18.0], shoonya_3sYFR6YWX6IRXI, 5694240]
[paragraph, [421.0, 1122.0, 327.0, 18.0], U8zV9jy79c, 5694240]
[paragraph, [421.0, 1140.0, 327.0, 18.0], U8zV9jy79c, 5694240]
[paragraph, [421.0, 1158.0, 327.0, 18.0], U8zV9jy79c, 5694240]
[paragraph, [421.0, 1176.0, 327.0, 18.0], U8zV9jy79c, 5694240]
[paragraph, [421.0, 1194.0, 327.0, 18.0], U8zV9jy79c, 5694240]
[paragraph, [421.0, 1212.0, 327.0, 18.0], U8zV9jy79c, 5694240]
[paragraph, [421.0, 1230.0, 327.0, 18.0], U8zV9jy79c, 5694240]
[paragraph, [759.0, 1061.0, 338.0, 18.0], hubJJB8epb, 5694240]
[paragraph, [759.0, 1079.0, 338.0, 18.0], hubJJB8epb, 5694240]
[paragraph, [759.0, 1097.0, 338.0, 18.0], hubJJB8epb, 5694240]
[paragraph, [759.0, 1115.0, 338.0, 18.0], hubJJB8epb, 5694240]
[paragraph, [759.0, 1133.0, 338.0, 18.0], hubJJB8epb, 5694240]
[paragraph, [759.0, 1151.0, 338.0, 18.0], hubJJB8epb, 5694240]
[paragraph, [759.0, 1169.0, 338.0, 18.0], hubJJB8epb, 5694240]
[paragraph, [759.0, 1187.0, 338.0, 18.0], hubJJB8epb, 5694240]
[paragraph, [759.0, 1205.0, 338.0, 18.0], hubJJB8epb, 5694240]
[paragraph, [74.0, 1097.0, 330.0, 18.0], LmGUf1Ule3, 5694240]
[paragraph, [74.0, 1115.0, 330.0, 18.0], LmGUf1Ule3, 5694240]
[paragraph, [78.0, 1146.0, 329.0, 18.0], 1aIrJ19Phm, 5694240]
[paragraph, [78.0, 1164.0, 329.0, 18.0], 1aIrJ19Phm, 5694240]
[paragraph, [78.0, 1182.0, 329.0, 18.0], 1aIrJ19Phm, 5694240]
[paragraph, [78.0, 1200.0, 329.0, 18.0], 1aIrJ19Phm, 5694240]
[paragraph, [78.0, 1218.0, 329.0, 18.0], 1aIrJ19Phm, 5694240]
