[3968, 2806]
[paragraph, [189.0, 278.0, 1245.0, 52.5], shoonya_6sHI34O1QI9VIJ, 5683595]
[paragraph, [1464.0, 1021.0, 1129.0, 52.5], shoonya_4sPA40OSLG3GRL, 5683595]
[paragraph, [1464.0, 1073.5, 1129.0, 52.5], shoonya_4sPA40OSLG3GRL, 5683595]
[paragraph, [1464.0, 1126.0, 1129.0, 52.5], shoonya_4sPA40OSLG3GRL, 5683595]
[paragraph, [1464.0, 1178.5, 1129.0, 52.5], shoonya_4sPA40OSLG3GRL, 5683595]
[paragraph, [198.0, 1022.0, 1230.0, 52.5], shoonya_1sEWA0JVQ1JVA3, 5683595]
[paragraph, [198.0, 1074.5, 1230.0, 52.5], shoonya_1sEWA0JVQ1JVA3, 5683595]
[paragraph, [198.0, 1127.0, 1230.0, 52.5], shoonya_1sEWA0JVQ1JVA3, 5683595]
[paragraph, [198.0, 1179.5, 1230.0, 52.5], shoonya_1sEWA0JVQ1JVA3, 5683595]
[paragraph, [198.0, 1232.0, 1230.0, 52.5], shoonya_1sEWA0JVQ1JVA3, 5683595]
[paragraph, [198.0, 1284.5, 1230.0, 52.5], shoonya_1sEWA0JVQ1JVA3, 5683595]
[paragraph, [198.0, 1337.0, 1230.0, 52.5], shoonya_1sEWA0JVQ1JVA3, 5683595]
[paragraph, [198.0, 1389.5, 1230.0, 52.5], shoonya_1sEWA0JVQ1JVA3, 5683595]
[paragraph, [198.0, 1442.0, 1230.0, 52.5], shoonya_1sEWA0JVQ1JVA3, 5683595]
[paragraph, [198.0, 1494.5, 1230.0, 52.5], shoonya_1sEWA0JVQ1JVA3, 5683595]
[paragraph, [198.0, 1547.0, 1230.0, 52.5], shoonya_1sEWA0JVQ1JVA3, 5683595]
[paragraph, [198.0, 1599.5, 1230.0, 52.5], shoonya_1sEWA0JVQ1JVA3, 5683595]
[paragraph, [198.0, 1652.0, 1230.0, 52.5], shoonya_1sEWA0JVQ1JVA3, 5683595]
[paragraph, [198.0, 1704.5, 1230.0, 52.5], shoonya_1sEWA0JVQ1JVA3, 5683595]
[paragraph, [198.0, 1757.0, 1230.0, 52.5], shoonya_1sEWA0JVQ1JVA3, 5683595]
[paragraph, [198.0, 1809.5, 1230.0, 52.5], shoonya_1sEWA0JVQ1JVA3, 5683595]
[paragraph, [198.0, 1862.0, 1230.0, 52.5], shoonya_1sEWA0JVQ1JVA3, 5683595]
[paragraph, [198.0, 1914.5, 1230.0, 52.5], shoonya_1sEWA0JVQ1JVA3, 5683595]
[paragraph, [198.0, 1967.0, 1230.0, 52.5], shoonya_1sEWA0JVQ1JVA3, 5683595]
[paragraph, [198.0, 2019.5, 1230.0, 52.5], shoonya_1sEWA0JVQ1JVA3, 5683595]
[paragraph, [198.0, 2072.0, 1230.0, 52.5], shoonya_1sEWA0JVQ1JVA3, 5683595]
[paragraph, [198.0, 2124.5, 1230.0, 52.5], shoonya_1sEWA0JVQ1JVA3, 5683595]
[paragraph, [198.0, 2177.0, 1230.0, 52.5], shoonya_1sEWA0JVQ1JVA3, 5683595]
[paragraph, [198.0, 2229.5, 1230.0, 52.5], shoonya_1sEWA0JVQ1JVA3, 5683595]
[paragraph, [198.0, 2282.0, 1230.0, 52.5], shoonya_1sEWA0JVQ1JVA3, 5683595]
[paragraph, [198.0, 2334.5, 1230.0, 52.5], shoonya_1sEWA0JVQ1JVA3, 5683595]
[paragraph, [198.0, 2387.0, 1230.0, 52.5], shoonya_1sEWA0JVQ1JVA3, 5683595]
[paragraph, [198.0, 2439.5, 1230.0, 52.5], shoonya_1sEWA0JVQ1JVA3, 5683595]
[paragraph, [198.0, 2492.0, 1230.0, 52.5], shoonya_1sEWA0JVQ1JVA3, 5683595]
[paragraph, [198.0, 2544.5, 1230.0, 52.5], shoonya_1sEWA0JVQ1JVA3, 5683595]
[paragraph, [198.0, 2597.0, 1230.0, 52.5], shoonya_1sEWA0JVQ1JVA3, 5683595]
[paragraph, [198.0, 2649.5, 1230.0, 52.5], shoonya_1sEWA0JVQ1JVA3, 5683595]
[paragraph, [198.0, 2702.0, 1230.0, 52.5], shoonya_1sEWA0JVQ1JVA3, 5683595]
[paragraph, [198.0, 2754.5, 1230.0, 52.5], shoonya_1sEWA0JVQ1JVA3, 5683595]
[paragraph, [198.0, 2807.0, 1230.0, 52.5], shoonya_1sEWA0JVQ1JVA3, 5683595]
[paragraph, [198.0, 2859.5, 1230.0, 52.5], shoonya_1sEWA0JVQ1JVA3, 5683595]
[paragraph, [1468.0, 1298.0, 1121.0, 52.5], shoonya_0sTERPXA8DRQ3Q, 5683595]
[paragraph, [1468.0, 1350.5, 1121.0, 52.5], shoonya_0sTERPXA8DRQ3Q, 5683595]
[paragraph, [1468.0, 1403.0, 1121.0, 52.5], shoonya_0sTERPXA8DRQ3Q, 5683595]
[paragraph, [1468.0, 1455.5, 1121.0, 52.5], shoonya_0sTERPXA8DRQ3Q, 5683595]
[paragraph, [1468.0, 1508.0, 1121.0, 52.5], shoonya_0sTERPXA8DRQ3Q, 5683595]
[paragraph, [1468.0, 1560.5, 1121.0, 52.5], shoonya_0sTERPXA8DRQ3Q, 5683595]
[paragraph, [1468.0, 1613.0, 1121.0, 52.5], shoonya_0sTERPXA8DRQ3Q, 5683595]
[paragraph, [1468.0, 1665.5, 1121.0, 52.5], shoonya_0sTERPXA8DRQ3Q, 5683595]
[paragraph, [1468.0, 1718.0, 1121.0, 52.5], shoonya_0sTERPXA8DRQ3Q, 5683595]
[paragraph, [1468.0, 1770.5, 1121.0, 52.5], shoonya_0sTERPXA8DRQ3Q, 5683595]
[paragraph, [1468.0, 1823.0, 1121.0, 52.5], shoonya_0sTERPXA8DRQ3Q, 5683595]
[paragraph, [1468.0, 1875.5, 1121.0, 52.5], shoonya_0sTERPXA8DRQ3Q, 5683595]
[paragraph, [1468.0, 1928.0, 1121.0, 52.5], shoonya_0sTERPXA8DRQ3Q, 5683595]
[paragraph, [1468.0, 1980.5, 1121.0, 52.5], shoonya_0sTERPXA8DRQ3Q, 5683595]
[paragraph, [1468.0, 2033.0, 1121.0, 52.5], shoonya_0sTERPXA8DRQ3Q, 5683595]
[paragraph, [1468.0, 2085.5, 1121.0, 52.5], shoonya_0sTERPXA8DRQ3Q, 5683595]
[paragraph, [1468.0, 2138.0, 1121.0, 52.5], shoonya_0sTERPXA8DRQ3Q, 5683595]
[paragraph, [1468.0, 2190.5, 1121.0, 52.5], shoonya_0sTERPXA8DRQ3Q, 5683595]
[paragraph, [1468.0, 2243.0, 1121.0, 52.5], shoonya_0sTERPXA8DRQ3Q, 5683595]
[paragraph, [1468.0, 2295.5, 1121.0, 52.5], shoonya_0sTERPXA8DRQ3Q, 5683595]
[paragraph, [1468.0, 2348.0, 1121.0, 52.5], shoonya_0sTERPXA8DRQ3Q, 5683595]
[paragraph, [1468.0, 2400.5, 1121.0, 52.5], shoonya_0sTERPXA8DRQ3Q, 5683595]
[paragraph, [1468.0, 2453.0, 1121.0, 52.5], shoonya_0sTERPXA8DRQ3Q, 5683595]
[paragraph, [1468.0, 2505.5, 1121.0, 52.5], shoonya_0sTERPXA8DRQ3Q, 5683595]
[paragraph, [1468.0, 2558.0, 1121.0, 52.5], shoonya_0sTERPXA8DRQ3Q, 5683595]
[paragraph, [1468.0, 2610.5, 1121.0, 52.5], shoonya_0sTERPXA8DRQ3Q, 5683595]
[paragraph, [1468.0, 2663.0, 1121.0, 52.5], shoonya_0sTERPXA8DRQ3Q, 5683595]
[paragraph, [1468.0, 2715.5, 1121.0, 52.5], shoonya_0sTERPXA8DRQ3Q, 5683595]
[paragraph, [1468.0, 2768.0, 1121.0, 52.5], shoonya_0sTERPXA8DRQ3Q, 5683595]
[paragraph, [1468.0, 2820.5, 1121.0, 52.5], shoonya_0sTERPXA8DRQ3Q, 5683595]
[paragraph, [1468.0, 2873.0, 1121.0, 52.5], shoonya_0sTERPXA8DRQ3Q, 5683595]
[paragraph, [1467.0, 2961.0, 1137.0, 52.5], shoonya_5sWI7X4XB19WBH, 5683595]
[paragraph, [1467.0, 3013.5, 1137.0, 52.5], shoonya_5sWI7X4XB19WBH, 5683595]
[paragraph, [1467.0, 3066.0, 1137.0, 52.5], shoonya_5sWI7X4XB19WBH, 5683595]
[paragraph, [1467.0, 3118.5, 1137.0, 52.5], shoonya_5sWI7X4XB19WBH, 5683595]
[paragraph, [1467.0, 3171.0, 1137.0, 52.5], shoonya_5sWI7X4XB19WBH, 5683595]
[paragraph, [1467.0, 3223.5, 1137.0, 52.5], shoonya_5sWI7X4XB19WBH, 5683595]
[paragraph, [1467.0, 3276.0, 1137.0, 52.5], shoonya_5sWI7X4XB19WBH, 5683595]
[paragraph, [1467.0, 3328.5, 1137.0, 52.5], shoonya_5sWI7X4XB19WBH, 5683595]
[paragraph, [1467.0, 3381.0, 1137.0, 52.5], shoonya_5sWI7X4XB19WBH, 5683595]
[paragraph, [1467.0, 3433.5, 1137.0, 52.5], shoonya_5sWI7X4XB19WBH, 5683595]
[paragraph, [1467.0, 3486.0, 1137.0, 52.5], shoonya_5sWI7X4XB19WBH, 5683595]
[paragraph, [1467.0, 3538.5, 1137.0, 52.5], shoonya_5sWI7X4XB19WBH, 5683595]
[paragraph, [1467.0, 3591.0, 1137.0, 52.5], shoonya_5sWI7X4XB19WBH, 5683595]
[paragraph, [1467.0, 3643.5, 1137.0, 52.5], shoonya_5sWI7X4XB19WBH, 5683595]
[paragraph, [198.0, 2965.0, 1237.0, 52.5], shoonya_2sICS6R1ADUEAI, 5683595]
[paragraph, [198.0, 3017.5, 1237.0, 52.5], shoonya_2sICS6R1ADUEAI, 5683595]
[paragraph, [198.0, 3070.0, 1237.0, 52.5], shoonya_2sICS6R1ADUEAI, 5683595]
[paragraph, [198.0, 3122.5, 1237.0, 52.5], shoonya_2sICS6R1ADUEAI, 5683595]
[paragraph, [198.0, 3175.0, 1237.0, 52.5], shoonya_2sICS6R1ADUEAI, 5683595]
[paragraph, [198.0, 3227.5, 1237.0, 52.5], shoonya_2sICS6R1ADUEAI, 5683595]
[paragraph, [198.0, 3280.0, 1237.0, 52.5], shoonya_2sICS6R1ADUEAI, 5683595]
[paragraph, [198.0, 3332.5, 1237.0, 52.5], shoonya_2sICS6R1ADUEAI, 5683595]
[paragraph, [198.0, 3385.0, 1237.0, 52.5], shoonya_2sICS6R1ADUEAI, 5683595]
[paragraph, [198.0, 3437.5, 1237.0, 52.5], shoonya_2sICS6R1ADUEAI, 5683595]
[paragraph, [198.0, 3490.0, 1237.0, 52.5], shoonya_2sICS6R1ADUEAI, 5683595]
[paragraph, [198.0, 3542.5, 1237.0, 52.5], shoonya_2sICS6R1ADUEAI, 5683595]
[paragraph, [198.0, 3595.0, 1237.0, 52.5], shoonya_2sICS6R1ADUEAI, 5683595]
[paragraph, [198.0, 3647.5, 1237.0, 52.5], shoonya_2sICS6R1ADUEAI, 5683595]
[folio, [271.0, 3786.0, 701.0, 52.5], yGXG_gX-WH, 5683595]
[folio, [271.0, 3838.5, 701.0, 52.5], yGXG_gX-WH, 5683595]
