[1388, 886]
[folio, [408.0, 58.0, 64.0, 18.0], nHS-3Tc9Mz, 5742351]
[paragraph, [446.0, 675.0, 384.0, 18.0], AiNIbjb97P, 5742351]
[paragraph, [446.0, 693.0, 384.0, 18.0], AiNIbjb97P, 5742351]
[paragraph, [446.0, 711.0, 384.0, 18.0], AiNIbjb97P, 5742351]
[paragraph, [446.0, 729.0, 384.0, 18.0], AiNIbjb97P, 5742351]
[paragraph, [446.0, 747.0, 384.0, 18.0], AiNIbjb97P, 5742351]
[paragraph, [446.0, 765.0, 384.0, 18.0], AiNIbjb97P, 5742351]
[paragraph, [446.0, 783.0, 384.0, 18.0], AiNIbjb97P, 5742351]
[paragraph, [446.0, 801.0, 384.0, 18.0], AiNIbjb97P, 5742351]
[paragraph, [446.0, 819.0, 384.0, 18.0], AiNIbjb97P, 5742351]
[paragraph, [446.0, 837.0, 384.0, 18.0], AiNIbjb97P, 5742351]
[paragraph, [446.0, 855.0, 384.0, 18.0], AiNIbjb97P, 5742351]
[paragraph, [446.0, 873.0, 384.0, 18.0], AiNIbjb97P, 5742351]
[paragraph, [446.0, 891.0, 384.0, 18.0], AiNIbjb97P, 5742351]
[paragraph, [446.0, 909.0, 384.0, 18.0], AiNIbjb97P, 5742351]
[paragraph, [446.0, 927.0, 384.0, 18.0], AiNIbjb97P, 5742351]
[paragraph, [446.0, 945.0, 384.0, 18.0], AiNIbjb97P, 5742351]
[paragraph, [446.0, 963.0, 384.0, 18.0], AiNIbjb97P, 5742351]
[paragraph, [446.0, 981.0, 384.0, 18.0], AiNIbjb97P, 5742351]
[paragraph, [446.0, 999.0, 384.0, 18.0], AiNIbjb97P, 5742351]
[paragraph, [446.0, 1017.0, 384.0, 18.0], AiNIbjb97P, 5742351]
[paragraph, [446.0, 1035.0, 384.0, 18.0], AiNIbjb97P, 5742351]
[paragraph, [446.0, 1053.0, 384.0, 18.0], AiNIbjb97P, 5742351]
[paragraph, [446.0, 1071.0, 384.0, 18.0], AiNIbjb97P, 5742351]
[paragraph, [446.0, 1089.0, 384.0, 18.0], AiNIbjb97P, 5742351]
[paragraph, [446.0, 1107.0, 384.0, 18.0], AiNIbjb97P, 5742351]
[paragraph, [446.0, 1125.0, 384.0, 18.0], AiNIbjb97P, 5742351]
[paragraph, [446.0, 1143.0, 384.0, 18.0], AiNIbjb97P, 5742351]
[paragraph, [446.0, 1161.0, 384.0, 18.0], AiNIbjb97P, 5742351]
[paragraph, [446.0, 1179.0, 384.0, 18.0], AiNIbjb97P, 5742351]
[paragraph, [446.0, 1197.0, 384.0, 18.0], AiNIbjb97P, 5742351]
[paragraph, [446.0, 1215.0, 384.0, 18.0], AiNIbjb97P, 5742351]
[paragraph, [446.0, 1233.0, 384.0, 18.0], AiNIbjb97P, 5742351]
[paragraph, [446.0, 1251.0, 384.0, 18.0], AiNIbjb97P, 5742351]
[paragraph, [33.0, 141.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 159.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 177.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 195.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 213.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 231.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 249.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 267.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 285.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 303.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 321.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 339.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 357.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 375.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 393.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 411.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 429.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 447.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 465.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 483.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 501.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 519.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 537.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 555.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 573.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 591.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 609.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 627.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 645.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 663.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 681.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 699.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 717.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 735.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 753.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 771.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 789.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 807.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 825.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 843.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 861.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 879.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 897.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 915.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 933.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 951.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 969.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 987.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 1005.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 1023.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 1041.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 1059.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 1077.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 1095.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 1113.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 1131.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 1149.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 1167.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 1185.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 1203.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 1221.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[paragraph, [33.0, 1239.0, 393.0, 18.0], YT0GLO6VdN, 5742351]
[footnote, [189.0, 1287.0, 581.0, 18.0], cWsW_iun9w, 5742351]
[footnote, [189.0, 1305.0, 581.0, 18.0], cWsW_iun9w, 5742351]
[footnote, [574.0, 1352.0, 256.0, 18.0], ayb0xkaIye, 5742351]
