[2020, 1545]
[section-title, [18.0, 121.0, 1059.0, 52.5], shoonya_6sF55KQIOO9DDO, 5712862]
[paragraph, [30.0, 1777.0, 712.0, 36.0], shoonya_11sK6Z1XA6X3YR, 5712862]
[paragraph, [30.0, 1813.0, 712.0, 36.0], shoonya_11sK6Z1XA6X3YR, 5712862]
[paragraph, [30.0, 1849.0, 712.0, 36.0], shoonya_11sK6Z1XA6X3YR, 5712862]
[answer, [753.0, 1553.0, 705.0, 36.0], shoonya_12sT7LJ8WWP067, 5712862]
[answer, [753.0, 1589.0, 705.0, 36.0], shoonya_12sT7LJ8WWP067, 5712862]
[answer, [753.0, 1625.0, 705.0, 36.0], shoonya_12sT7LJ8WWP067, 5712862]
[answer, [753.0, 1661.0, 705.0, 36.0], shoonya_12sT7LJ8WWP067, 5712862]
[answer, [752.0, 1723.0, 711.0, 36.0], pECPMUlHE-, 5712862]
[figure-caption, [757.0, 1791.0, 531.0, 36.0], 28coNjNjMU, 5712862]
[figure-caption, [757.0, 1827.0, 531.0, 36.0], 28coNjNjMU, 5712862]
[figure-caption, [757.0, 1863.0, 531.0, 36.0], 28coNjNjMU, 5712862]
[paragraph, [33.0, 1891.0, 710.0, 36.0], shoonya_7sM52TLT6SM2BR, 5712862]
