[1387, 987]
[paragraph, [32.0, 55.0, 865.0, 18.0], shoonya_0s95K23L5RY8PN, 5652918]
[paragraph, [32.0, 870.0, 904.0, 18.0], FkY2vw-o-B, 5652918]
[paragraph, [32.0, 888.0, 904.0, 18.0], FkY2vw-o-B, 5652918]
[paragraph, [32.0, 906.0, 904.0, 18.0], FkY2vw-o-B, 5652918]
[paragraph, [32.0, 924.0, 904.0, 18.0], FkY2vw-o-B, 5652918]
[paragraph, [32.0, 942.0, 904.0, 18.0], FkY2vw-o-B, 5652918]
[paragraph, [32.0, 960.0, 904.0, 18.0], FkY2vw-o-B, 5652918]
[paragraph, [32.0, 978.0, 904.0, 18.0], FkY2vw-o-B, 5652918]
[paragraph, [32.0, 996.0, 904.0, 18.0], FkY2vw-o-B, 5652918]
[paragraph, [32.0, 1014.0, 904.0, 18.0], FkY2vw-o-B, 5652918]
[paragraph, [32.0, 1032.0, 904.0, 18.0], FkY2vw-o-B, 5652918]
[paragraph, [32.0, 1050.0, 904.0, 18.0], FkY2vw-o-B, 5652918]
[paragraph, [32.0, 1068.0, 904.0, 18.0], FkY2vw-o-B, 5652918]
[paragraph, [32.0, 1086.0, 904.0, 18.0], FkY2vw-o-B, 5652918]
[paragraph, [32.0, 1104.0, 904.0, 18.0], FkY2vw-o-B, 5652918]
[paragraph, [32.0, 1122.0, 904.0, 18.0], FkY2vw-o-B, 5652918]
[paragraph, [32.0, 1140.0, 904.0, 18.0], FkY2vw-o-B, 5652918]
[paragraph, [32.0, 1158.0, 904.0, 18.0], FkY2vw-o-B, 5652918]
[paragraph, [32.0, 1176.0, 904.0, 18.0], FkY2vw-o-B, 5652918]
[paragraph, [32.0, 1194.0, 904.0, 18.0], FkY2vw-o-B, 5652918]
[paragraph, [32.0, 1212.0, 904.0, 18.0], FkY2vw-o-B, 5652918]
[paragraph, [32.0, 1230.0, 904.0, 18.0], FkY2vw-o-B, 5652918]
[paragraph, [32.0, 1248.0, 904.0, 18.0], FkY2vw-o-B, 5652918]
[paragraph, [32.0, 1266.0, 904.0, 18.0], FkY2vw-o-B, 5652918]
[paragraph, [32.0, 1284.0, 904.0, 18.0], FkY2vw-o-B, 5652918]
[paragraph, [32.0, 1302.0, 904.0, 18.0], FkY2vw-o-B, 5652918]
