[5500, 3644]
[folio, [2860.0, 330.0, 251.0, 52.5], shoonya_1sN6LCV1VY4HHH, 5709981]
[paragraph, [407.0, 3034.0, 2835.0, 52.5], shoonya_4sLNSK08W1U7K3, 5709981]
[paragraph, [407.0, 3086.5, 2835.0, 52.5], shoonya_4sLNSK08W1U7K3, 5709981]
[paragraph, [407.0, 3139.0, 2835.0, 52.5], shoonya_4sLNSK08W1U7K3, 5709981]
[paragraph, [407.0, 3191.5, 2835.0, 52.5], shoonya_4sLNSK08W1U7K3, 5709981]
[paragraph, [407.0, 3244.0, 2835.0, 52.5], shoonya_4sLNSK08W1U7K3, 5709981]
[paragraph, [407.0, 3296.5, 2835.0, 52.5], shoonya_4sLNSK08W1U7K3, 5709981]
[paragraph, [407.0, 3349.0, 2835.0, 52.5], shoonya_4sLNSK08W1U7K3, 5709981]
[paragraph, [407.0, 3401.5, 2835.0, 52.5], shoonya_4sLNSK08W1U7K3, 5709981]
[paragraph, [407.0, 3454.0, 2835.0, 52.5], shoonya_4sLNSK08W1U7K3, 5709981]
[paragraph, [407.0, 3506.5, 2835.0, 52.5], shoonya_4sLNSK08W1U7K3, 5709981]
[paragraph, [407.0, 3559.0, 2835.0, 52.5], shoonya_4sLNSK08W1U7K3, 5709981]
[paragraph, [407.0, 3611.5, 2835.0, 52.5], shoonya_4sLNSK08W1U7K3, 5709981]
[paragraph, [407.0, 3664.0, 2835.0, 52.5], shoonya_4sLNSK08W1U7K3, 5709981]
[paragraph, [407.0, 3716.5, 2835.0, 52.5], shoonya_4sLNSK08W1U7K3, 5709981]
[paragraph, [407.0, 3769.0, 2835.0, 52.5], shoonya_4sLNSK08W1U7K3, 5709981]
[paragraph, [407.0, 3821.5, 2835.0, 52.5], shoonya_4sLNSK08W1U7K3, 5709981]
[paragraph, [407.0, 3874.0, 2835.0, 52.5], shoonya_4sLNSK08W1U7K3, 5709981]
[paragraph, [407.0, 3926.5, 2835.0, 52.5], shoonya_4sLNSK08W1U7K3, 5709981]
[paragraph, [407.0, 3979.0, 2835.0, 52.5], shoonya_4sLNSK08W1U7K3, 5709981]
[paragraph, [407.0, 4031.5, 2835.0, 52.5], shoonya_4sLNSK08W1U7K3, 5709981]
[paragraph, [407.0, 4084.0, 2835.0, 52.5], shoonya_4sLNSK08W1U7K3, 5709981]
[paragraph, [407.0, 4136.5, 2835.0, 52.5], shoonya_4sLNSK08W1U7K3, 5709981]
[paragraph, [407.0, 4189.0, 2835.0, 52.5], shoonya_4sLNSK08W1U7K3, 5709981]
[paragraph, [407.0, 4241.5, 2835.0, 52.5], shoonya_4sLNSK08W1U7K3, 5709981]
[paragraph, [407.0, 4294.0, 2835.0, 52.5], shoonya_4sLNSK08W1U7K3, 5709981]
[paragraph, [407.0, 4346.5, 2835.0, 52.5], shoonya_4sLNSK08W1U7K3, 5709981]
[paragraph, [407.0, 4399.0, 2835.0, 52.5], shoonya_4sLNSK08W1U7K3, 5709981]
[paragraph, [407.0, 4451.5, 2835.0, 52.5], shoonya_4sLNSK08W1U7K3, 5709981]
[paragraph, [407.0, 4504.0, 2835.0, 52.5], shoonya_4sLNSK08W1U7K3, 5709981]
[paragraph, [407.0, 4556.5, 2835.0, 52.5], shoonya_4sLNSK08W1U7K3, 5709981]
[paragraph, [407.0, 4609.0, 2835.0, 52.5], shoonya_4sLNSK08W1U7K3, 5709981]
[paragraph, [407.0, 4661.5, 2835.0, 52.5], shoonya_4sLNSK08W1U7K3, 5709981]
