[2230, 1704]
[paragraph, [48.0, 143.0, 810.0, 36.0], shoonya_4sHQPWLNR481V3, 5654580]
[paragraph, [86.0, 1475.0, 787.0, 36.0], shoonya_0sVHIXM8H2P4EH, 5654580]
[paragraph, [86.0, 1511.0, 787.0, 36.0], shoonya_0sVHIXM8H2P4EH, 5654580]
[paragraph, [86.0, 1547.0, 787.0, 36.0], shoonya_0sVHIXM8H2P4EH, 5654580]
[paragraph, [86.0, 1583.0, 787.0, 36.0], shoonya_0sVHIXM8H2P4EH, 5654580]
[paragraph, [86.0, 1619.0, 787.0, 36.0], shoonya_0sVHIXM8H2P4EH, 5654580]
[paragraph, [86.0, 1655.0, 787.0, 36.0], shoonya_0sVHIXM8H2P4EH, 5654580]
[paragraph, [86.0, 1691.0, 787.0, 36.0], shoonya_0sVHIXM8H2P4EH, 5654580]
[paragraph, [86.0, 1727.0, 787.0, 36.0], shoonya_0sVHIXM8H2P4EH, 5654580]
[paragraph, [86.0, 1763.0, 787.0, 36.0], shoonya_0sVHIXM8H2P4EH, 5654580]
[paragraph, [86.0, 1799.0, 787.0, 36.0], shoonya_0sVHIXM8H2P4EH, 5654580]
[paragraph, [86.0, 1835.0, 787.0, 36.0], shoonya_0sVHIXM8H2P4EH, 5654580]
[paragraph, [86.0, 1871.0, 787.0, 36.0], shoonya_0sVHIXM8H2P4EH, 5654580]
[paragraph, [86.0, 1907.0, 787.0, 36.0], shoonya_0sVHIXM8H2P4EH, 5654580]
[paragraph, [86.0, 1943.0, 787.0, 36.0], shoonya_0sVHIXM8H2P4EH, 5654580]
[paragraph, [86.0, 1979.0, 787.0, 36.0], shoonya_0sVHIXM8H2P4EH, 5654580]
[paragraph, [892.0, 1461.0, 775.0, 36.0], shoonya_2sWYV09C6GP6OQ, 5654580]
[paragraph, [892.0, 1497.0, 775.0, 36.0], shoonya_2sWYV09C6GP6OQ, 5654580]
[paragraph, [892.0, 1533.0, 775.0, 36.0], shoonya_2sWYV09C6GP6OQ, 5654580]
[paragraph, [892.0, 1569.0, 775.0, 36.0], shoonya_2sWYV09C6GP6OQ, 5654580]
[paragraph, [892.0, 1605.0, 775.0, 36.0], shoonya_2sWYV09C6GP6OQ, 5654580]
[paragraph, [892.0, 1641.0, 775.0, 36.0], shoonya_2sWYV09C6GP6OQ, 5654580]
[paragraph, [892.0, 1677.0, 775.0, 36.0], shoonya_2sWYV09C6GP6OQ, 5654580]
[paragraph, [892.0, 1713.0, 775.0, 36.0], shoonya_2sWYV09C6GP6OQ, 5654580]
[paragraph, [892.0, 1749.0, 775.0, 36.0], shoonya_2sWYV09C6GP6OQ, 5654580]
[paragraph, [892.0, 1785.0, 775.0, 36.0], shoonya_2sWYV09C6GP6OQ, 5654580]
[paragraph, [892.0, 1821.0, 775.0, 36.0], shoonya_2sWYV09C6GP6OQ, 5654580]
[contact-info, [1314.0, 1936.0, 351.0, 36.0], AxswY6x7t_, 5654580]
[contact-info, [1314.0, 1972.0, 351.0, 36.0], AxswY6x7t_, 5654580]
[contact-info, [1314.0, 2008.0, 351.0, 36.0], AxswY6x7t_, 5654580]
[contact-info, [1314.0, 2044.0, 351.0, 36.0], AxswY6x7t_, 5654580]
[contact-info, [1314.0, 2080.0, 351.0, 36.0], AxswY6x7t_, 5654580]
[paragraph, [82.0, 2006.0, 797.0, 36.0], shoonya_7sWDHL6YH86FPE, 5654580]
[paragraph, [82.0, 2042.0, 797.0, 36.0], shoonya_7sWDHL6YH86FPE, 5654580]
[folio, [795.0, 2119.0, 185.0, 36.0], CZNHFPdNLS, 5654580]
