[1518, 1004]
[folio, [380.0, 61.0, 254.0, 36.0], dwulRlBZzj, 6473060]
[paragraph, [664.0, 1245.0, 298.0, 36.0], shoonya_2s3C5R38LVIBU3, 6473060]
[paragraph, [360.0, 1019.0, 290.0, 36.0], shoonya_3sBEE1VGQ6UP3L, 6473060]
[paragraph, [360.0, 1055.0, 290.0, 36.0], shoonya_3sBEE1VGQ6UP3L, 6473060]
[paragraph, [360.0, 1091.0, 290.0, 36.0], shoonya_3sBEE1VGQ6UP3L, 6473060]
[paragraph, [360.0, 1127.0, 290.0, 36.0], shoonya_3sBEE1VGQ6UP3L, 6473060]
[paragraph, [360.0, 1163.0, 290.0, 36.0], shoonya_3sBEE1VGQ6UP3L, 6473060]
[paragraph, [360.0, 1199.0, 290.0, 36.0], shoonya_3sBEE1VGQ6UP3L, 6473060]
[paragraph, [360.0, 1235.0, 290.0, 36.0], shoonya_3sBEE1VGQ6UP3L, 6473060]
[paragraph, [360.0, 1271.0, 290.0, 36.0], shoonya_3sBEE1VGQ6UP3L, 6473060]
[paragraph, [667.0, 1293.0, 289.0, 36.0], shoonya_12s1P5IHJV745T, 6473060]
[paragraph, [667.0, 1329.0, 289.0, 36.0], shoonya_12s1P5IHJV745T, 6473060]
[paragraph, [667.0, 1365.0, 289.0, 36.0], shoonya_12s1P5IHJV745T, 6473060]
[paragraph, [359.0, 1345.0, 292.0, 36.0], shoonya_9sHOE029CKFD3Q, 6473060]
[paragraph, [359.0, 1381.0, 292.0, 36.0], shoonya_9sHOE029CKFD3Q, 6473060]
