[1823, 1375]
[folio, [978.0, 104.0, 308.0, 36.0], 4nIGbxUaVw, 5684215]
[paragraph, [702.0, 1141.0, 563.0, 36.0], F8kGGolBPR, 5684215]
[paragraph, [702.0, 1177.0, 563.0, 36.0], F8kGGolBPR, 5684215]
[paragraph, [702.0, 1213.0, 563.0, 36.0], F8kGGolBPR, 5684215]
[paragraph, [702.0, 1249.0, 563.0, 36.0], F8kGGolBPR, 5684215]
[paragraph, [130.0, 901.0, 518.0, 36.0], cFoMbnpUkd, 5684215]
[paragraph, [130.0, 937.0, 518.0, 36.0], cFoMbnpUkd, 5684215]
[paragraph, [130.0, 973.0, 518.0, 36.0], cFoMbnpUkd, 5684215]
[paragraph, [130.0, 1009.0, 518.0, 36.0], cFoMbnpUkd, 5684215]
[paragraph, [130.0, 1045.0, 518.0, 36.0], cFoMbnpUkd, 5684215]
[paragraph, [130.0, 1081.0, 518.0, 36.0], cFoMbnpUkd, 5684215]
[paragraph, [130.0, 1117.0, 518.0, 36.0], cFoMbnpUkd, 5684215]
[paragraph, [130.0, 1153.0, 518.0, 36.0], cFoMbnpUkd, 5684215]
[paragraph, [130.0, 1203.0, 516.0, 36.0], TjQQFHU8eb, 5684215]
[paragraph, [130.0, 1239.0, 516.0, 36.0], TjQQFHU8eb, 5684215]
[paragraph, [130.0, 1275.0, 516.0, 36.0], TjQQFHU8eb, 5684215]
[paragraph, [130.0, 1311.0, 516.0, 36.0], TjQQFHU8eb, 5684215]
[paragraph, [130.0, 1347.0, 516.0, 36.0], TjQQFHU8eb, 5684215]
[paragraph, [130.0, 1383.0, 516.0, 36.0], TjQQFHU8eb, 5684215]
[paragraph, [130.0, 1419.0, 516.0, 36.0], TjQQFHU8eb, 5684215]
[paragraph, [130.0, 1455.0, 516.0, 36.0], TjQQFHU8eb, 5684215]
[paragraph, [130.0, 1491.0, 516.0, 36.0], TjQQFHU8eb, 5684215]
[paragraph, [130.0, 1527.0, 516.0, 36.0], TjQQFHU8eb, 5684215]
[paragraph, [130.0, 1563.0, 516.0, 36.0], TjQQFHU8eb, 5684215]
[paragraph, [130.0, 1599.0, 516.0, 36.0], TjQQFHU8eb, 5684215]
[paragraph, [130.0, 1635.0, 516.0, 36.0], TjQQFHU8eb, 5684215]
[paragraph, [130.0, 1671.0, 516.0, 36.0], TjQQFHU8eb, 5684215]
[author, [702.0, 1305.0, 583.0, 36.0], DUbLIYwHhz, 5684215]
[author, [702.0, 1341.0, 583.0, 36.0], DUbLIYwHhz, 5684215]
[author, [702.0, 1377.0, 583.0, 36.0], DUbLIYwHhz, 5684215]
[author, [702.0, 1413.0, 583.0, 36.0], DUbLIYwHhz, 5684215]
[author, [793.0, 1471.0, 490.0, 36.0], AGR55JCftv, 5684215]
[author, [793.0, 1507.0, 490.0, 36.0], AGR55JCftv, 5684215]
[author, [793.0, 1543.0, 490.0, 36.0], AGR55JCftv, 5684215]
[author, [793.0, 1579.0, 490.0, 36.0], AGR55JCftv, 5684215]
[paragraph, [700.0, 1637.0, 583.0, 36.0], gO6WLRUOrj, 5684215]
[paragraph, [700.0, 1673.0, 583.0, 36.0], gO6WLRUOrj, 5684215]
