[1238, 765]
[folio, [299.0, 67.0, 133.0, 18.0], At4EKpEuch, 5770429]
[paragraph, [406.0, 653.0, 258.0, 18.0], yOiaozdwf1, 5770429]
[paragraph, [406.0, 671.0, 258.0, 18.0], yOiaozdwf1, 5770429]
[paragraph, [406.0, 689.0, 258.0, 18.0], yOiaozdwf1, 5770429]
[paragraph, [406.0, 707.0, 258.0, 18.0], yOiaozdwf1, 5770429]
[paragraph, [406.0, 725.0, 258.0, 18.0], yOiaozdwf1, 5770429]
[paragraph, [383.0, 749.0, 287.0, 18.0], Uspjcu4Nc5, 5770429]
[paragraph, [383.0, 767.0, 287.0, 18.0], Uspjcu4Nc5, 5770429]
[paragraph, [383.0, 785.0, 287.0, 18.0], Uspjcu4Nc5, 5770429]
[paragraph, [383.0, 803.0, 287.0, 18.0], Uspjcu4Nc5, 5770429]
[paragraph, [383.0, 821.0, 287.0, 18.0], Uspjcu4Nc5, 5770429]
[paragraph, [382.0, 846.0, 286.0, 18.0], egpQrWdQvT, 5770429]
[paragraph, [382.0, 864.0, 286.0, 18.0], egpQrWdQvT, 5770429]
[paragraph, [382.0, 882.0, 286.0, 18.0], egpQrWdQvT, 5770429]
[paragraph, [382.0, 900.0, 286.0, 18.0], egpQrWdQvT, 5770429]
[paragraph, [380.0, 919.0, 291.0, 18.0], pa7GMqZ42g, 5770429]
[paragraph, [380.0, 937.0, 291.0, 18.0], pa7GMqZ42g, 5770429]
[paragraph, [83.0, 935.0, 297.0, 18.0], yzMwkym-Yf, 5770429]
[paragraph, [83.0, 953.0, 297.0, 18.0], yzMwkym-Yf, 5770429]
[paragraph, [83.0, 971.0, 297.0, 18.0], yzMwkym-Yf, 5770429]
[paragraph, [83.0, 989.0, 297.0, 18.0], yzMwkym-Yf, 5770429]
[paragraph, [83.0, 1007.0, 297.0, 18.0], yzMwkym-Yf, 5770429]
[paragraph, [83.0, 1025.0, 297.0, 18.0], yzMwkym-Yf, 5770429]
[paragraph, [83.0, 1043.0, 297.0, 18.0], yzMwkym-Yf, 5770429]
[paragraph, [83.0, 1061.0, 297.0, 18.0], yzMwkym-Yf, 5770429]
[paragraph, [83.0, 1079.0, 297.0, 18.0], yzMwkym-Yf, 5770429]
[paragraph, [83.0, 1097.0, 297.0, 18.0], yzMwkym-Yf, 5770429]
[paragraph, [83.0, 1115.0, 297.0, 18.0], yzMwkym-Yf, 5770429]
[paragraph, [83.0, 1133.0, 297.0, 18.0], yzMwkym-Yf, 5770429]
[paragraph, [406.0, 964.0, 240.0, 18.0], ujo7zK2JwV, 5770429]
[paragraph, [406.0, 982.0, 240.0, 18.0], ujo7zK2JwV, 5770429]
[paragraph, [402.0, 1013.0, 212.0, 18.0], TaEPqb5YNQ, 5770429]
[paragraph, [402.0, 1031.0, 212.0, 18.0], TaEPqb5YNQ, 5770429]
[paragraph, [408.0, 1055.0, 234.0, 18.0], j5Lh6t6AYj, 5770429]
[paragraph, [408.0, 1073.0, 234.0, 18.0], j5Lh6t6AYj, 5770429]
[paragraph, [408.0, 1091.0, 234.0, 18.0], j5Lh6t6AYj, 5770429]
[paragraph, [405.0, 1107.0, 216.0, 18.0], ow536jQWpJ, 5770429]
[paragraph, [405.0, 1125.0, 216.0, 18.0], ow536jQWpJ, 5770429]
