[1372, 849]
[section-title, [192.0, 200.0, 464.0, 30.0], shoonya_2sAFCNRC6DS6B6, 5709937]
[paragraph, [79.0, 982.0, 682.0, 18.0], shoonya_0sOGOEXHOALCHA, 5709937]
[paragraph, [79.0, 1000.0, 682.0, 18.0], shoonya_0sOGOEXHOALCHA, 5709937]
[paragraph, [79.0, 1018.0, 682.0, 18.0], shoonya_0sOGOEXHOALCHA, 5709937]
[paragraph, [79.0, 1036.0, 682.0, 18.0], shoonya_0sOGOEXHOALCHA, 5709937]
[paragraph, [79.0, 1054.0, 682.0, 18.0], shoonya_0sOGOEXHOALCHA, 5709937]
[paragraph, [79.0, 1072.0, 682.0, 18.0], shoonya_0sOGOEXHOALCHA, 5709937]
[paragraph, [79.0, 1090.0, 682.0, 18.0], shoonya_0sOGOEXHOALCHA, 5709937]
[paragraph, [79.0, 1108.0, 682.0, 18.0], shoonya_0sOGOEXHOALCHA, 5709937]
[paragraph, [79.0, 1126.0, 682.0, 18.0], shoonya_0sOGOEXHOALCHA, 5709937]
[paragraph, [79.0, 1144.0, 682.0, 18.0], shoonya_0sOGOEXHOALCHA, 5709937]
[paragraph, [79.0, 1162.0, 682.0, 18.0], shoonya_0sOGOEXHOALCHA, 5709937]
[paragraph, [79.0, 1180.0, 682.0, 18.0], shoonya_0sOGOEXHOALCHA, 5709937]
[paragraph, [79.0, 1198.0, 682.0, 18.0], shoonya_0sOGOEXHOALCHA, 5709937]
[paragraph, [79.0, 1216.0, 682.0, 18.0], shoonya_0sOGOEXHOALCHA, 5709937]
[paragraph, [79.0, 1234.0, 682.0, 18.0], shoonya_0sOGOEXHOALCHA, 5709937]
[paragraph, [79.0, 1252.0, 682.0, 18.0], shoonya_0sOGOEXHOALCHA, 5709937]
[paragraph, [79.0, 1270.0, 682.0, 18.0], shoonya_0sOGOEXHOALCHA, 5709937]
