[1298, 853]
[section-title, [337.0, 69.0, 191.0, 30.0], shoonya_3sVMEXSKEC043F, 5709753]
[paragraph, [68.0, 703.0, 715.0, 18.0], shoonya_2sI5P8Z220YSMB, 5709753]
[paragraph, [68.0, 721.0, 715.0, 18.0], shoonya_2sI5P8Z220YSMB, 5709753]
[paragraph, [68.0, 739.0, 715.0, 18.0], shoonya_2sI5P8Z220YSMB, 5709753]
[paragraph, [68.0, 757.0, 715.0, 18.0], shoonya_2sI5P8Z220YSMB, 5709753]
[paragraph, [68.0, 775.0, 715.0, 18.0], shoonya_2sI5P8Z220YSMB, 5709753]
[paragraph, [68.0, 793.0, 715.0, 18.0], shoonya_2sI5P8Z220YSMB, 5709753]
[paragraph, [68.0, 811.0, 715.0, 18.0], shoonya_2sI5P8Z220YSMB, 5709753]
[paragraph, [68.0, 829.0, 715.0, 18.0], shoonya_2sI5P8Z220YSMB, 5709753]
[paragraph, [68.0, 847.0, 715.0, 18.0], shoonya_2sI5P8Z220YSMB, 5709753]
[paragraph, [68.0, 865.0, 715.0, 18.0], shoonya_2sI5P8Z220YSMB, 5709753]
[paragraph, [68.0, 883.0, 715.0, 18.0], shoonya_2sI5P8Z220YSMB, 5709753]
[paragraph, [68.0, 901.0, 715.0, 18.0], shoonya_2sI5P8Z220YSMB, 5709753]
[paragraph, [68.0, 919.0, 715.0, 18.0], shoonya_2sI5P8Z220YSMB, 5709753]
[paragraph, [68.0, 937.0, 715.0, 18.0], shoonya_2sI5P8Z220YSMB, 5709753]
[paragraph, [68.0, 955.0, 715.0, 18.0], shoonya_2sI5P8Z220YSMB, 5709753]
[paragraph, [68.0, 973.0, 715.0, 18.0], shoonya_2sI5P8Z220YSMB, 5709753]
[paragraph, [68.0, 991.0, 715.0, 18.0], shoonya_2sI5P8Z220YSMB, 5709753]
[paragraph, [68.0, 1009.0, 715.0, 18.0], shoonya_2sI5P8Z220YSMB, 5709753]
[paragraph, [68.0, 1027.0, 715.0, 18.0], shoonya_2sI5P8Z220YSMB, 5709753]
[paragraph, [68.0, 1045.0, 715.0, 18.0], shoonya_2sI5P8Z220YSMB, 5709753]
[paragraph, [68.0, 1063.0, 715.0, 18.0], shoonya_2sI5P8Z220YSMB, 5709753]
[paragraph, [68.0, 1081.0, 715.0, 18.0], shoonya_2sI5P8Z220YSMB, 5709753]
[paragraph, [68.0, 1099.0, 715.0, 18.0], shoonya_2sI5P8Z220YSMB, 5709753]
[paragraph, [68.0, 1117.0, 715.0, 18.0], shoonya_2sI5P8Z220YSMB, 5709753]
[paragraph, [68.0, 1135.0, 715.0, 18.0], shoonya_2sI5P8Z220YSMB, 5709753]
[paragraph, [68.0, 1153.0, 715.0, 18.0], shoonya_2sI5P8Z220YSMB, 5709753]
[paragraph, [68.0, 1171.0, 715.0, 18.0], shoonya_2sI5P8Z220YSMB, 5709753]
[paragraph, [68.0, 1189.0, 715.0, 18.0], shoonya_2sI5P8Z220YSMB, 5709753]
[paragraph, [68.0, 1207.0, 715.0, 18.0], shoonya_2sI5P8Z220YSMB, 5709753]
