[1269, 2568]
[ordered-list, [1748.0, 72.0, 743.0, 18.0], shoonya_3sW3GMLGP9S0BJ, 5725789]
[ordered-list, [922.0, 1021.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 1039.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 1057.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 1075.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 1093.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 1111.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 1129.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 1147.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[sub-ordered-list, [941.0, 95.0, 705.0, 18.0], GZdaAyzxk0, 5725789]
[sub-ordered-list, [941.0, 113.0, 705.0, 18.0], GZdaAyzxk0, 5725789]
[sub-ordered-list, [941.0, 131.0, 705.0, 18.0], GZdaAyzxk0, 5725789]
[sub-ordered-list, [941.0, 149.0, 705.0, 18.0], GZdaAyzxk0, 5725789]
[sub-ordered-list, [941.0, 167.0, 705.0, 18.0], GZdaAyzxk0, 5725789]
[sub-ordered-list, [941.0, 185.0, 705.0, 18.0], GZdaAyzxk0, 5725789]
[sub-ordered-list, [941.0, 203.0, 705.0, 18.0], GZdaAyzxk0, 5725789]
[sub-ordered-list, [1774.0, 96.0, 699.0, 18.0], shoonya_6sV3MC37VOEPTG, 5725789]
[sub-ordered-list, [1774.0, 114.0, 699.0, 18.0], shoonya_6sV3MC37VOEPTG, 5725789]
[sub-ordered-list, [1774.0, 132.0, 699.0, 18.0], shoonya_6sV3MC37VOEPTG, 5725789]
[sub-ordered-list, [1774.0, 150.0, 699.0, 18.0], shoonya_6sV3MC37VOEPTG, 5725789]
[sub-ordered-list, [1777.0, 241.0, 703.0, 18.0], sYcGuIyx5_, 5725789]
[sub-ordered-list, [1777.0, 259.0, 703.0, 18.0], sYcGuIyx5_, 5725789]
[sub-ordered-list, [1777.0, 277.0, 703.0, 18.0], sYcGuIyx5_, 5725789]
[sub-ordered-list, [1777.0, 295.0, 703.0, 18.0], sYcGuIyx5_, 5725789]
[sub-ordered-list, [1777.0, 313.0, 703.0, 18.0], sYcGuIyx5_, 5725789]
[sub-ordered-list, [1777.0, 331.0, 703.0, 18.0], sYcGuIyx5_, 5725789]
[sub-ordered-list, [1777.0, 349.0, 703.0, 18.0], sYcGuIyx5_, 5725789]
[sub-ordered-list, [1777.0, 367.0, 703.0, 18.0], sYcGuIyx5_, 5725789]
[sub-ordered-list, [1777.0, 385.0, 703.0, 18.0], sYcGuIyx5_, 5725789]
[sub-ordered-list, [1777.0, 403.0, 703.0, 18.0], sYcGuIyx5_, 5725789]
[sub-ordered-list, [1777.0, 421.0, 703.0, 18.0], sYcGuIyx5_, 5725789]
[sub-ordered-list, [1777.0, 439.0, 703.0, 18.0], sYcGuIyx5_, 5725789]
[sub-ordered-list, [1777.0, 457.0, 703.0, 18.0], sYcGuIyx5_, 5725789]
[sub-ordered-list, [1777.0, 475.0, 703.0, 18.0], sYcGuIyx5_, 5725789]
[sub-ordered-list, [1777.0, 493.0, 703.0, 18.0], sYcGuIyx5_, 5725789]
[sub-ordered-list, [947.0, 268.0, 697.0, 18.0], HOp9WgoqJg, 5725789]
[sub-ordered-list, [947.0, 286.0, 697.0, 18.0], HOp9WgoqJg, 5725789]
[sub-ordered-list, [947.0, 304.0, 697.0, 18.0], HOp9WgoqJg, 5725789]
[sub-ordered-list, [947.0, 322.0, 697.0, 18.0], HOp9WgoqJg, 5725789]
[sub-ordered-list, [947.0, 340.0, 697.0, 18.0], HOp9WgoqJg, 5725789]
[sub-ordered-list, [947.0, 358.0, 697.0, 18.0], HOp9WgoqJg, 5725789]
[sub-ordered-list, [947.0, 376.0, 697.0, 18.0], HOp9WgoqJg, 5725789]
[paragraph, [164.0, 270.0, 636.0, 18.0], HRZftCZUCU, 5725789]
[paragraph, [164.0, 288.0, 636.0, 18.0], HRZftCZUCU, 5725789]
[paragraph, [164.0, 306.0, 636.0, 18.0], HRZftCZUCU, 5725789]
[paragraph, [164.0, 324.0, 636.0, 18.0], HRZftCZUCU, 5725789]
[ordered-list, [77.0, 389.0, 760.0, 18.0], shoonya_2sAVDTS3MKDT01, 5725789]
[ordered-list, [77.0, 407.0, 760.0, 18.0], shoonya_2sAVDTS3MKDT01, 5725789]
[ordered-list, [77.0, 425.0, 760.0, 18.0], shoonya_2sAVDTS3MKDT01, 5725789]
[ordered-list, [77.0, 443.0, 760.0, 18.0], shoonya_2sAVDTS3MKDT01, 5725789]
[ordered-list, [77.0, 461.0, 760.0, 18.0], shoonya_2sAVDTS3MKDT01, 5725789]
[ordered-list, [77.0, 479.0, 760.0, 18.0], shoonya_2sAVDTS3MKDT01, 5725789]
[ordered-list, [77.0, 497.0, 760.0, 18.0], shoonya_2sAVDTS3MKDT01, 5725789]
[ordered-list, [77.0, 515.0, 760.0, 18.0], shoonya_2sAVDTS3MKDT01, 5725789]
[ordered-list, [77.0, 533.0, 760.0, 18.0], shoonya_2sAVDTS3MKDT01, 5725789]
[ordered-list, [77.0, 551.0, 760.0, 18.0], shoonya_2sAVDTS3MKDT01, 5725789]
[ordered-list, [77.0, 569.0, 760.0, 18.0], shoonya_2sAVDTS3MKDT01, 5725789]
[ordered-list, [77.0, 587.0, 760.0, 18.0], shoonya_2sAVDTS3MKDT01, 5725789]
[ordered-list, [77.0, 605.0, 760.0, 18.0], shoonya_2sAVDTS3MKDT01, 5725789]
[ordered-list, [77.0, 623.0, 760.0, 18.0], shoonya_2sAVDTS3MKDT01, 5725789]
[ordered-list, [77.0, 641.0, 760.0, 18.0], shoonya_2sAVDTS3MKDT01, 5725789]
[ordered-list, [77.0, 659.0, 760.0, 18.0], shoonya_2sAVDTS3MKDT01, 5725789]
[ordered-list, [77.0, 677.0, 760.0, 18.0], shoonya_2sAVDTS3MKDT01, 5725789]
[ordered-list, [77.0, 695.0, 760.0, 18.0], shoonya_2sAVDTS3MKDT01, 5725789]
[ordered-list, [77.0, 713.0, 760.0, 18.0], shoonya_2sAVDTS3MKDT01, 5725789]
[ordered-list, [77.0, 731.0, 760.0, 18.0], shoonya_2sAVDTS3MKDT01, 5725789]
[ordered-list, [77.0, 749.0, 760.0, 18.0], shoonya_2sAVDTS3MKDT01, 5725789]
[ordered-list, [77.0, 767.0, 760.0, 18.0], shoonya_2sAVDTS3MKDT01, 5725789]
[ordered-list, [77.0, 785.0, 760.0, 18.0], shoonya_2sAVDTS3MKDT01, 5725789]
[ordered-list, [77.0, 803.0, 760.0, 18.0], shoonya_2sAVDTS3MKDT01, 5725789]
[ordered-list, [77.0, 821.0, 760.0, 18.0], shoonya_2sAVDTS3MKDT01, 5725789]
[ordered-list, [77.0, 839.0, 760.0, 18.0], shoonya_2sAVDTS3MKDT01, 5725789]
[ordered-list, [77.0, 857.0, 760.0, 18.0], shoonya_2sAVDTS3MKDT01, 5725789]
[ordered-list, [77.0, 875.0, 760.0, 18.0], shoonya_2sAVDTS3MKDT01, 5725789]
[ordered-list, [77.0, 893.0, 760.0, 18.0], shoonya_2sAVDTS3MKDT01, 5725789]
[ordered-list, [77.0, 911.0, 760.0, 18.0], shoonya_2sAVDTS3MKDT01, 5725789]
[ordered-list, [77.0, 929.0, 760.0, 18.0], shoonya_2sAVDTS3MKDT01, 5725789]
[ordered-list, [77.0, 947.0, 760.0, 18.0], shoonya_2sAVDTS3MKDT01, 5725789]
[ordered-list, [77.0, 965.0, 760.0, 18.0], shoonya_2sAVDTS3MKDT01, 5725789]
[ordered-list, [77.0, 983.0, 760.0, 18.0], shoonya_2sAVDTS3MKDT01, 5725789]
[ordered-list, [77.0, 1001.0, 760.0, 18.0], shoonya_2sAVDTS3MKDT01, 5725789]
[ordered-list, [77.0, 1019.0, 760.0, 18.0], shoonya_2sAVDTS3MKDT01, 5725789]
[ordered-list, [77.0, 1037.0, 760.0, 18.0], shoonya_2sAVDTS3MKDT01, 5725789]
[ordered-list, [77.0, 1055.0, 760.0, 18.0], shoonya_2sAVDTS3MKDT01, 5725789]
[ordered-list, [77.0, 1073.0, 760.0, 18.0], shoonya_2sAVDTS3MKDT01, 5725789]
[ordered-list, [77.0, 1091.0, 760.0, 18.0], shoonya_2sAVDTS3MKDT01, 5725789]
[ordered-list, [77.0, 1109.0, 760.0, 18.0], shoonya_2sAVDTS3MKDT01, 5725789]
[ordered-list, [77.0, 1127.0, 760.0, 18.0], shoonya_2sAVDTS3MKDT01, 5725789]
[ordered-list, [77.0, 1145.0, 760.0, 18.0], shoonya_2sAVDTS3MKDT01, 5725789]
[sub-ordered-list, [944.0, 443.0, 700.0, 18.0], f8iIphe901, 5725789]
[sub-ordered-list, [944.0, 461.0, 700.0, 18.0], f8iIphe901, 5725789]
[sub-ordered-list, [944.0, 479.0, 700.0, 18.0], f8iIphe901, 5725789]
[sub-ordered-list, [944.0, 497.0, 700.0, 18.0], f8iIphe901, 5725789]
[sub-ordered-list, [944.0, 515.0, 700.0, 18.0], f8iIphe901, 5725789]
[sub-ordered-list, [944.0, 533.0, 700.0, 18.0], f8iIphe901, 5725789]
[sub-ordered-list, [944.0, 551.0, 700.0, 18.0], f8iIphe901, 5725789]
[sub-ordered-list, [944.0, 569.0, 700.0, 18.0], f8iIphe901, 5725789]
[sub-ordered-list, [944.0, 587.0, 700.0, 18.0], f8iIphe901, 5725789]
[sub-ordered-list, [944.0, 605.0, 700.0, 18.0], f8iIphe901, 5725789]
[sub-ordered-list, [944.0, 623.0, 700.0, 18.0], f8iIphe901, 5725789]
[sub-ordered-list, [944.0, 641.0, 700.0, 18.0], f8iIphe901, 5725789]
[sub-ordered-list, [944.0, 659.0, 700.0, 18.0], f8iIphe901, 5725789]
[sub-ordered-list, [124.0, 488.0, 703.0, 18.0], i9ZcSq2njA, 5725789]
[sub-ordered-list, [124.0, 506.0, 703.0, 18.0], i9ZcSq2njA, 5725789]
[sub-ordered-list, [124.0, 524.0, 703.0, 18.0], i9ZcSq2njA, 5725789]
[sub-ordered-list, [124.0, 542.0, 703.0, 18.0], i9ZcSq2njA, 5725789]
[sub-ordered-list, [124.0, 560.0, 703.0, 18.0], i9ZcSq2njA, 5725789]
[sub-ordered-list, [124.0, 578.0, 703.0, 18.0], i9ZcSq2njA, 5725789]
[sub-ordered-list, [124.0, 596.0, 703.0, 18.0], i9ZcSq2njA, 5725789]
[sub-ordered-list, [124.0, 614.0, 703.0, 18.0], i9ZcSq2njA, 5725789]
[sub-ordered-list, [111.0, 679.0, 713.0, 18.0], 9EEUBJ8axA, 5725789]
[sub-ordered-list, [111.0, 697.0, 713.0, 18.0], 9EEUBJ8axA, 5725789]
[sub-ordered-list, [111.0, 715.0, 713.0, 18.0], 9EEUBJ8axA, 5725789]
[sub-ordered-list, [111.0, 733.0, 713.0, 18.0], 9EEUBJ8axA, 5725789]
[sub-ordered-list, [111.0, 751.0, 713.0, 18.0], 9EEUBJ8axA, 5725789]
[sub-ordered-list, [111.0, 769.0, 713.0, 18.0], 9EEUBJ8axA, 5725789]
[sub-ordered-list, [111.0, 787.0, 713.0, 18.0], 9EEUBJ8axA, 5725789]
[sub-ordered-list, [111.0, 805.0, 713.0, 18.0], 9EEUBJ8axA, 5725789]
[sub-ordered-list, [111.0, 823.0, 713.0, 18.0], 9EEUBJ8axA, 5725789]
[sub-ordered-list, [111.0, 841.0, 713.0, 18.0], 9EEUBJ8axA, 5725789]
[sub-ordered-list, [111.0, 859.0, 713.0, 18.0], 9EEUBJ8axA, 5725789]
[sub-ordered-list, [111.0, 877.0, 713.0, 18.0], 9EEUBJ8axA, 5725789]
[sub-ordered-list, [111.0, 895.0, 713.0, 18.0], 9EEUBJ8axA, 5725789]
[sub-ordered-list, [111.0, 913.0, 713.0, 18.0], 9EEUBJ8axA, 5725789]
[sub-ordered-list, [111.0, 931.0, 713.0, 18.0], 9EEUBJ8axA, 5725789]
[sub-ordered-list, [111.0, 949.0, 713.0, 18.0], 9EEUBJ8axA, 5725789]
[sub-ordered-list, [111.0, 967.0, 713.0, 18.0], 9EEUBJ8axA, 5725789]
[sub-ordered-list, [111.0, 985.0, 713.0, 18.0], 9EEUBJ8axA, 5725789]
[sub-ordered-list, [111.0, 1003.0, 713.0, 18.0], 9EEUBJ8axA, 5725789]
[sub-ordered-list, [111.0, 1021.0, 713.0, 18.0], 9EEUBJ8axA, 5725789]
[sub-ordered-list, [111.0, 1039.0, 713.0, 18.0], 9EEUBJ8axA, 5725789]
[sub-ordered-list, [111.0, 1057.0, 713.0, 18.0], 9EEUBJ8axA, 5725789]
[sub-ordered-list, [111.0, 1075.0, 713.0, 18.0], 9EEUBJ8axA, 5725789]
[sub-ordered-list, [111.0, 1093.0, 713.0, 18.0], 9EEUBJ8axA, 5725789]
[sub-ordered-list, [111.0, 1111.0, 713.0, 18.0], 9EEUBJ8axA, 5725789]
[sub-ordered-list, [111.0, 1129.0, 713.0, 18.0], 9EEUBJ8axA, 5725789]
[sub-ordered-list, [941.0, 706.0, 684.0, 18.0], svVTbBKRFU, 5725789]
[sub-ordered-list, [941.0, 724.0, 684.0, 18.0], svVTbBKRFU, 5725789]
[sub-ordered-list, [941.0, 742.0, 684.0, 18.0], svVTbBKRFU, 5725789]
[sub-ordered-list, [941.0, 760.0, 684.0, 18.0], svVTbBKRFU, 5725789]
[sub-ordered-list, [941.0, 778.0, 684.0, 18.0], svVTbBKRFU, 5725789]
[sub-ordered-list, [947.0, 833.0, 699.0, 18.0], BeTxg8Vmvv, 5725789]
[sub-ordered-list, [947.0, 851.0, 699.0, 18.0], BeTxg8Vmvv, 5725789]
[sub-ordered-list, [947.0, 869.0, 699.0, 18.0], BeTxg8Vmvv, 5725789]
[sub-ordered-list, [947.0, 887.0, 699.0, 18.0], BeTxg8Vmvv, 5725789]
[sub-ordered-list, [947.0, 905.0, 699.0, 18.0], BeTxg8Vmvv, 5725789]
[sub-ordered-list, [947.0, 923.0, 699.0, 18.0], BeTxg8Vmvv, 5725789]
[sub-ordered-list, [947.0, 941.0, 699.0, 18.0], BeTxg8Vmvv, 5725789]
[sub-ordered-list, [947.0, 959.0, 699.0, 18.0], BeTxg8Vmvv, 5725789]
[sub-ordered-list, [947.0, 977.0, 699.0, 18.0], BeTxg8Vmvv, 5725789]
[sub-ordered-list, [947.0, 995.0, 699.0, 18.0], BeTxg8Vmvv, 5725789]
[sub-ordered-list, [947.0, 1013.0, 699.0, 18.0], BeTxg8Vmvv, 5725789]
[sub-ordered-list, [947.0, 1031.0, 699.0, 18.0], BeTxg8Vmvv, 5725789]
[sub-ordered-list, [947.0, 1049.0, 699.0, 18.0], BeTxg8Vmvv, 5725789]
[sub-ordered-list, [947.0, 1067.0, 699.0, 18.0], BeTxg8Vmvv, 5725789]
[sub-ordered-list, [947.0, 1085.0, 699.0, 18.0], BeTxg8Vmvv, 5725789]
[sub-ordered-list, [947.0, 1103.0, 699.0, 18.0], BeTxg8Vmvv, 5725789]
[sub-ordered-list, [947.0, 1121.0, 699.0, 18.0], BeTxg8Vmvv, 5725789]
[sub-ordered-list, [947.0, 1139.0, 699.0, 18.0], BeTxg8Vmvv, 5725789]
