[1565, 1152]
[paragraph, [735.0, 117.0, 317.0, 36.0], shoonya_2sXECFW8H8P5ZR, 5712970]
[paragraph, [730.0, 1149.0, 316.0, 36.0], shoonya_3sKUM76S8V5BPR, 5712970]
[paragraph, [730.0, 1185.0, 316.0, 36.0], shoonya_3sKUM76S8V5BPR, 5712970]
[paragraph, [730.0, 1221.0, 316.0, 36.0], shoonya_3sKUM76S8V5BPR, 5712970]
[paragraph, [730.0, 1257.0, 316.0, 36.0], shoonya_3sKUM76S8V5BPR, 5712970]
[paragraph, [730.0, 1293.0, 316.0, 36.0], shoonya_3sKUM76S8V5BPR, 5712970]
[paragraph, [115.0, 1087.0, 290.0, 36.0], shoonya_0sZUSN06UKA419, 5712970]
[paragraph, [115.0, 1123.0, 290.0, 36.0], shoonya_0sZUSN06UKA419, 5712970]
[paragraph, [115.0, 1159.0, 290.0, 36.0], shoonya_0sZUSN06UKA419, 5712970]
[paragraph, [115.0, 1195.0, 290.0, 36.0], shoonya_0sZUSN06UKA419, 5712970]
[paragraph, [115.0, 1231.0, 290.0, 36.0], shoonya_0sZUSN06UKA419, 5712970]
[paragraph, [417.0, 1094.0, 297.0, 36.0], shoonya_10sE1B5UUC08YS, 5712970]
[paragraph, [417.0, 1130.0, 297.0, 36.0], shoonya_10sE1B5UUC08YS, 5712970]
[paragraph, [417.0, 1166.0, 297.0, 36.0], shoonya_10sE1B5UUC08YS, 5712970]
[paragraph, [417.0, 1202.0, 297.0, 36.0], shoonya_10sE1B5UUC08YS, 5712970]
[paragraph, [417.0, 1238.0, 297.0, 36.0], shoonya_10sE1B5UUC08YS, 5712970]
[paragraph, [417.0, 1274.0, 297.0, 36.0], shoonya_10sE1B5UUC08YS, 5712970]
[paragraph, [417.0, 1310.0, 297.0, 36.0], shoonya_10sE1B5UUC08YS, 5712970]
[paragraph, [417.0, 1346.0, 297.0, 36.0], shoonya_10sE1B5UUC08YS, 5712970]
[paragraph, [417.0, 1382.0, 297.0, 36.0], shoonya_10sE1B5UUC08YS, 5712970]
[paragraph, [109.0, 1299.0, 293.0, 36.0], shoonya_5sXXN0A3H672X9, 5712970]
[paragraph, [109.0, 1335.0, 293.0, 36.0], shoonya_5sXXN0A3H672X9, 5712970]
[paragraph, [109.0, 1371.0, 293.0, 36.0], shoonya_5sXXN0A3H672X9, 5712970]
[paragraph, [109.0, 1407.0, 293.0, 36.0], shoonya_5sXXN0A3H672X9, 5712970]
[paragraph, [730.0, 1368.0, 281.0, 36.0], 5RVv3VjLui, 5712970]
[paragraph, [730.0, 1404.0, 281.0, 36.0], 5RVv3VjLui, 5712970]
[folio, [111.0, 1451.0, 149.0, 36.0], 9VqlYCaVgr, 5712970]
