[1806, 1262]
[folio, [280.0, 100.0, 807.0, 36.0], shoonya_3sJ82SZ2N9MH51, 5680389]
[paragraph, [107.0, 1555.0, 501.0, 36.0], shoonya_0sDO8NGRQMF5FN, 5680389]
[paragraph, [107.0, 1591.0, 501.0, 36.0], shoonya_0sDO8NGRQMF5FN, 5680389]
[paragraph, [107.0, 1627.0, 501.0, 36.0], shoonya_0sDO8NGRQMF5FN, 5680389]
[paragraph, [107.0, 1663.0, 501.0, 36.0], shoonya_0sDO8NGRQMF5FN, 5680389]
[paragraph, [646.0, 700.0, 506.0, 36.0], aWRqdf5tqA, 5680389]
[paragraph, [646.0, 736.0, 506.0, 36.0], aWRqdf5tqA, 5680389]
[paragraph, [646.0, 772.0, 506.0, 36.0], aWRqdf5tqA, 5680389]
[paragraph, [646.0, 808.0, 506.0, 36.0], aWRqdf5tqA, 5680389]
[paragraph, [646.0, 844.0, 506.0, 36.0], aWRqdf5tqA, 5680389]
[paragraph, [646.0, 880.0, 506.0, 36.0], aWRqdf5tqA, 5680389]
[paragraph, [646.0, 916.0, 506.0, 36.0], aWRqdf5tqA, 5680389]
[paragraph, [646.0, 952.0, 506.0, 36.0], aWRqdf5tqA, 5680389]
[paragraph, [646.0, 988.0, 506.0, 36.0], aWRqdf5tqA, 5680389]
[paragraph, [646.0, 1024.0, 506.0, 36.0], aWRqdf5tqA, 5680389]
[paragraph, [646.0, 1060.0, 506.0, 36.0], aWRqdf5tqA, 5680389]
[paragraph, [646.0, 1096.0, 506.0, 36.0], aWRqdf5tqA, 5680389]
[paragraph, [646.0, 1132.0, 506.0, 36.0], aWRqdf5tqA, 5680389]
[paragraph, [646.0, 1168.0, 506.0, 36.0], aWRqdf5tqA, 5680389]
[paragraph, [646.0, 1204.0, 506.0, 36.0], aWRqdf5tqA, 5680389]
[paragraph, [646.0, 1240.0, 506.0, 36.0], aWRqdf5tqA, 5680389]
[paragraph, [646.0, 1276.0, 506.0, 36.0], aWRqdf5tqA, 5680389]
[paragraph, [646.0, 1312.0, 506.0, 36.0], aWRqdf5tqA, 5680389]
[paragraph, [646.0, 1348.0, 506.0, 36.0], aWRqdf5tqA, 5680389]
[paragraph, [646.0, 1384.0, 506.0, 36.0], aWRqdf5tqA, 5680389]
[paragraph, [646.0, 1420.0, 506.0, 36.0], aWRqdf5tqA, 5680389]
[paragraph, [646.0, 1456.0, 506.0, 36.0], aWRqdf5tqA, 5680389]
[paragraph, [646.0, 1492.0, 506.0, 36.0], aWRqdf5tqA, 5680389]
[paragraph, [646.0, 1528.0, 506.0, 36.0], aWRqdf5tqA, 5680389]
[paragraph, [646.0, 1564.0, 506.0, 36.0], aWRqdf5tqA, 5680389]
[paragraph, [646.0, 1600.0, 506.0, 36.0], aWRqdf5tqA, 5680389]
[paragraph, [646.0, 1636.0, 506.0, 36.0], aWRqdf5tqA, 5680389]
