[1625, 1211]
[headline, [74.0, 96.0, 1029.0, 37.5], shoonya_0s3WVM8JELMSAR, 5742237]
[paragraph, [432.0, 1095.0, 340.0, 36.0], RORkOTN00y, 5742237]
[paragraph, [432.0, 1131.0, 340.0, 36.0], RORkOTN00y, 5742237]
[paragraph, [432.0, 1167.0, 340.0, 36.0], RORkOTN00y, 5742237]
[paragraph, [432.0, 1203.0, 340.0, 36.0], RORkOTN00y, 5742237]
[paragraph, [432.0, 1239.0, 340.0, 36.0], RORkOTN00y, 5742237]
[paragraph, [432.0, 1275.0, 340.0, 36.0], RORkOTN00y, 5742237]
[paragraph, [432.0, 1311.0, 340.0, 36.0], RORkOTN00y, 5742237]
[paragraph, [432.0, 1347.0, 340.0, 36.0], RORkOTN00y, 5742237]
[paragraph, [432.0, 1383.0, 340.0, 36.0], RORkOTN00y, 5742237]
[paragraph, [432.0, 1419.0, 340.0, 36.0], RORkOTN00y, 5742237]
[paragraph, [55.0, 592.0, 356.0, 36.0], 2j8ra2LbZF, 5742237]
[paragraph, [55.0, 628.0, 356.0, 36.0], 2j8ra2LbZF, 5742237]
[paragraph, [55.0, 664.0, 356.0, 36.0], 2j8ra2LbZF, 5742237]
[paragraph, [68.0, 727.0, 353.0, 36.0], 5pHaP4Bb-L, 5742237]
[paragraph, [68.0, 763.0, 353.0, 36.0], 5pHaP4Bb-L, 5742237]
[paragraph, [68.0, 799.0, 353.0, 36.0], 5pHaP4Bb-L, 5742237]
[paragraph, [68.0, 835.0, 353.0, 36.0], 5pHaP4Bb-L, 5742237]
[paragraph, [68.0, 871.0, 353.0, 36.0], 5pHaP4Bb-L, 5742237]
[paragraph, [68.0, 907.0, 353.0, 36.0], 5pHaP4Bb-L, 5742237]
[paragraph, [68.0, 943.0, 353.0, 36.0], 5pHaP4Bb-L, 5742237]
[paragraph, [790.0, 749.0, 362.0, 36.0], UTFS7TuWLE, 5742237]
[paragraph, [790.0, 785.0, 362.0, 36.0], UTFS7TuWLE, 5742237]
[paragraph, [790.0, 821.0, 362.0, 36.0], UTFS7TuWLE, 5742237]
[paragraph, [790.0, 857.0, 362.0, 36.0], UTFS7TuWLE, 5742237]
[paragraph, [790.0, 893.0, 362.0, 36.0], UTFS7TuWLE, 5742237]
[paragraph, [74.0, 991.0, 341.0, 36.0], 0GQ_CKdX3m, 5742237]
[paragraph, [74.0, 1027.0, 341.0, 36.0], 0GQ_CKdX3m, 5742237]
[paragraph, [74.0, 1063.0, 341.0, 36.0], 0GQ_CKdX3m, 5742237]
[paragraph, [777.0, 994.0, 350.0, 36.0], i19QUZDrQx, 5742237]
[paragraph, [777.0, 1030.0, 350.0, 36.0], i19QUZDrQx, 5742237]
[paragraph, [777.0, 1066.0, 350.0, 36.0], i19QUZDrQx, 5742237]
[paragraph, [798.0, 1115.0, 343.0, 36.0], zXplAJ0QvJ, 5742237]
[paragraph, [798.0, 1151.0, 343.0, 36.0], zXplAJ0QvJ, 5742237]
[paragraph, [798.0, 1187.0, 343.0, 36.0], zXplAJ0QvJ, 5742237]
[paragraph, [798.0, 1223.0, 343.0, 36.0], zXplAJ0QvJ, 5742237]
[paragraph, [798.0, 1259.0, 343.0, 36.0], zXplAJ0QvJ, 5742237]
[paragraph, [798.0, 1295.0, 343.0, 36.0], zXplAJ0QvJ, 5742237]
[paragraph, [71.0, 1133.0, 353.0, 36.0], _T8hMDuqIc, 5742237]
[paragraph, [71.0, 1169.0, 353.0, 36.0], _T8hMDuqIc, 5742237]
[paragraph, [71.0, 1205.0, 353.0, 36.0], _T8hMDuqIc, 5742237]
[paragraph, [71.0, 1241.0, 353.0, 36.0], _T8hMDuqIc, 5742237]
[paragraph, [71.0, 1277.0, 353.0, 36.0], _T8hMDuqIc, 5742237]
[paragraph, [71.0, 1313.0, 353.0, 36.0], _T8hMDuqIc, 5742237]
[paragraph, [792.0, 1348.0, 359.0, 36.0], abEPi9rrz4, 5742237]
[paragraph, [792.0, 1384.0, 359.0, 36.0], abEPi9rrz4, 5742237]
[paragraph, [792.0, 1420.0, 359.0, 36.0], abEPi9rrz4, 5742237]
[paragraph, [792.0, 1456.0, 359.0, 36.0], abEPi9rrz4, 5742237]
[paragraph, [63.0, 1381.0, 368.0, 36.0], 4k4TmKo24y, 5742237]
[paragraph, [63.0, 1417.0, 368.0, 36.0], 4k4TmKo24y, 5742237]
[paragraph, [63.0, 1453.0, 368.0, 36.0], 4k4TmKo24y, 5742237]
[folio, [559.0, 1496.0, 117.0, 36.0], 27THf4msMA, 5742237]
