[1387, 987]
[paragraph, [88.0, 95.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 923.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 941.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 959.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 977.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 995.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 1013.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 1031.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 1049.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 1067.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 1085.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 1103.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 1121.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 1139.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 1157.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
