[1240, 1754]
[section-title, [111.0, 50.0, 396.0, 30.0], 8qs_tz-mSX, 5726277]
[ordered-list, [72.0, 331.0, 486.0, 18.0], UN8rAFTEHM, 5726277]
[ordered-list, [72.0, 349.0, 486.0, 18.0], UN8rAFTEHM, 5726277]
[ordered-list, [72.0, 367.0, 486.0, 18.0], UN8rAFTEHM, 5726277]
[ordered-list, [72.0, 385.0, 486.0, 18.0], UN8rAFTEHM, 5726277]
[ordered-list, [72.0, 403.0, 486.0, 18.0], UN8rAFTEHM, 5726277]
[ordered-list, [72.0, 421.0, 486.0, 18.0], UN8rAFTEHM, 5726277]
[ordered-list, [72.0, 439.0, 486.0, 18.0], UN8rAFTEHM, 5726277]
[ordered-list, [72.0, 457.0, 486.0, 18.0], UN8rAFTEHM, 5726277]
[ordered-list, [72.0, 475.0, 486.0, 18.0], UN8rAFTEHM, 5726277]
[ordered-list, [72.0, 493.0, 486.0, 18.0], UN8rAFTEHM, 5726277]
[ordered-list, [72.0, 511.0, 486.0, 18.0], UN8rAFTEHM, 5726277]
[ordered-list, [72.0, 529.0, 486.0, 18.0], UN8rAFTEHM, 5726277]
[ordered-list, [72.0, 547.0, 486.0, 18.0], UN8rAFTEHM, 5726277]
[ordered-list, [72.0, 565.0, 486.0, 18.0], UN8rAFTEHM, 5726277]
[ordered-list, [72.0, 583.0, 486.0, 18.0], UN8rAFTEHM, 5726277]
[ordered-list, [72.0, 601.0, 486.0, 18.0], UN8rAFTEHM, 5726277]
[ordered-list, [72.0, 619.0, 486.0, 18.0], UN8rAFTEHM, 5726277]
[section-title, [652.0, 280.0, 427.0, 30.0], 7hfx7lZgko, 5726277]
[ordered-list, [613.0, 312.0, 499.0, 18.0], 73wnH3XgSe, 5726277]
[ordered-list, [613.0, 330.0, 499.0, 18.0], 73wnH3XgSe, 5726277]
[ordered-list, [613.0, 348.0, 499.0, 18.0], 73wnH3XgSe, 5726277]
[ordered-list, [613.0, 366.0, 499.0, 18.0], 73wnH3XgSe, 5726277]
[ordered-list, [613.0, 384.0, 499.0, 18.0], 73wnH3XgSe, 5726277]
[ordered-list, [613.0, 402.0, 499.0, 18.0], 73wnH3XgSe, 5726277]
[ordered-list, [613.0, 420.0, 499.0, 18.0], 73wnH3XgSe, 5726277]
[ordered-list, [613.0, 438.0, 499.0, 18.0], 73wnH3XgSe, 5726277]
[ordered-list, [613.0, 456.0, 499.0, 18.0], 73wnH3XgSe, 5726277]
[ordered-list, [613.0, 474.0, 499.0, 18.0], 73wnH3XgSe, 5726277]
[ordered-list, [613.0, 492.0, 499.0, 18.0], 73wnH3XgSe, 5726277]
[ordered-list, [613.0, 510.0, 499.0, 18.0], 73wnH3XgSe, 5726277]
[ordered-list, [613.0, 528.0, 499.0, 18.0], 73wnH3XgSe, 5726277]
[ordered-list, [613.0, 546.0, 499.0, 18.0], 73wnH3XgSe, 5726277]
[ordered-list, [613.0, 564.0, 499.0, 18.0], 73wnH3XgSe, 5726277]
[ordered-list, [613.0, 582.0, 499.0, 18.0], 73wnH3XgSe, 5726277]
[ordered-list, [613.0, 600.0, 499.0, 18.0], 73wnH3XgSe, 5726277]
[ordered-list, [613.0, 618.0, 499.0, 18.0], 73wnH3XgSe, 5726277]
[ordered-list, [613.0, 636.0, 499.0, 18.0], 73wnH3XgSe, 5726277]
[ordered-list, [613.0, 654.0, 499.0, 18.0], 73wnH3XgSe, 5726277]
[ordered-list, [613.0, 672.0, 499.0, 18.0], 73wnH3XgSe, 5726277]
[ordered-list, [613.0, 690.0, 499.0, 18.0], 73wnH3XgSe, 5726277]
[ordered-list, [613.0, 708.0, 499.0, 18.0], 73wnH3XgSe, 5726277]
[ordered-list, [72.0, 677.0, 486.0, 18.0], vTxSFZwGnT, 5726277]
[ordered-list, [72.0, 695.0, 486.0, 18.0], vTxSFZwGnT, 5726277]
[ordered-list, [72.0, 713.0, 486.0, 18.0], vTxSFZwGnT, 5726277]
[ordered-list, [72.0, 731.0, 486.0, 18.0], vTxSFZwGnT, 5726277]
[ordered-list, [72.0, 749.0, 486.0, 18.0], vTxSFZwGnT, 5726277]
[ordered-list, [72.0, 767.0, 486.0, 18.0], vTxSFZwGnT, 5726277]
[ordered-list, [72.0, 785.0, 486.0, 18.0], vTxSFZwGnT, 5726277]
[ordered-list, [72.0, 803.0, 486.0, 18.0], vTxSFZwGnT, 5726277]
[ordered-list, [72.0, 821.0, 486.0, 18.0], vTxSFZwGnT, 5726277]
[ordered-list, [72.0, 839.0, 486.0, 18.0], vTxSFZwGnT, 5726277]
[ordered-list, [72.0, 857.0, 486.0, 18.0], vTxSFZwGnT, 5726277]
[section-title, [751.0, 752.0, 221.0, 30.0], SDFzuxXTha, 5726277]
[ordered-list, [611.0, 789.0, 504.0, 18.0], UqqICaPorb, 5726277]
[ordered-list, [611.0, 807.0, 504.0, 18.0], UqqICaPorb, 5726277]
[ordered-list, [611.0, 825.0, 504.0, 18.0], UqqICaPorb, 5726277]
[ordered-list, [611.0, 843.0, 504.0, 18.0], UqqICaPorb, 5726277]
[ordered-list, [611.0, 861.0, 504.0, 18.0], UqqICaPorb, 5726277]
[ordered-list, [611.0, 879.0, 504.0, 18.0], UqqICaPorb, 5726277]
[ordered-list, [611.0, 897.0, 504.0, 18.0], UqqICaPorb, 5726277]
[ordered-list, [611.0, 915.0, 504.0, 18.0], UqqICaPorb, 5726277]
[ordered-list, [70.0, 920.0, 488.0, 18.0], pFYpBjKDSt, 5726277]
[ordered-list, [70.0, 938.0, 488.0, 18.0], pFYpBjKDSt, 5726277]
[ordered-list, [70.0, 956.0, 488.0, 18.0], pFYpBjKDSt, 5726277]
[ordered-list, [70.0, 974.0, 488.0, 18.0], pFYpBjKDSt, 5726277]
[ordered-list, [70.0, 992.0, 488.0, 18.0], pFYpBjKDSt, 5726277]
[ordered-list, [70.0, 1010.0, 488.0, 18.0], pFYpBjKDSt, 5726277]
[ordered-list, [70.0, 1028.0, 488.0, 18.0], pFYpBjKDSt, 5726277]
[ordered-list, [70.0, 1046.0, 488.0, 18.0], pFYpBjKDSt, 5726277]
[ordered-list, [70.0, 1064.0, 488.0, 18.0], pFYpBjKDSt, 5726277]
[ordered-list, [70.0, 1082.0, 488.0, 18.0], pFYpBjKDSt, 5726277]
[ordered-list, [70.0, 1100.0, 488.0, 18.0], pFYpBjKDSt, 5726277]
[ordered-list, [70.0, 1118.0, 488.0, 18.0], pFYpBjKDSt, 5726277]
[ordered-list, [70.0, 1136.0, 488.0, 18.0], pFYpBjKDSt, 5726277]
[ordered-list, [70.0, 1154.0, 488.0, 18.0], pFYpBjKDSt, 5726277]
[folio, [694.0, 1102.0, 358.0, 18.0], mXBGQPjVap, 5726277]
[contact-info, [746.0, 1123.0, 252.0, 18.0], a6sVwL2zvb, 5726277]
[contact-info, [746.0, 1141.0, 252.0, 18.0], a6sVwL2zvb, 5726277]
[website-link, [769.0, 1146.0, 182.0, 18.0], P_NjagbZ9V, 5726277]
