[1447, 1063]
[folio, [425.0, 49.0, 216.0, 18.0], wruujeDWBa, 5763197]
[paragraph, [538.0, 403.0, 427.0, 18.0], shoonya_3s9C5HK0PRY1Y6, 5763197]
[paragraph, [538.0, 421.0, 427.0, 18.0], shoonya_3s9C5HK0PRY1Y6, 5763197]
[paragraph, [538.0, 439.0, 427.0, 18.0], shoonya_3s9C5HK0PRY1Y6, 5763197]
[paragraph, [538.0, 457.0, 427.0, 18.0], shoonya_3s9C5HK0PRY1Y6, 5763197]
[paragraph, [538.0, 475.0, 427.0, 18.0], shoonya_3s9C5HK0PRY1Y6, 5763197]
[paragraph, [538.0, 493.0, 427.0, 18.0], shoonya_3s9C5HK0PRY1Y6, 5763197]
[paragraph, [538.0, 511.0, 427.0, 18.0], shoonya_3s9C5HK0PRY1Y6, 5763197]
[paragraph, [538.0, 529.0, 427.0, 18.0], shoonya_3s9C5HK0PRY1Y6, 5763197]
[paragraph, [538.0, 547.0, 427.0, 18.0], shoonya_3s9C5HK0PRY1Y6, 5763197]
[paragraph, [538.0, 565.0, 427.0, 18.0], shoonya_3s9C5HK0PRY1Y6, 5763197]
[paragraph, [90.0, 433.0, 429.0, 18.0], XbRlk_Tgip, 5763197]
[paragraph, [90.0, 451.0, 429.0, 18.0], XbRlk_Tgip, 5763197]
[paragraph, [90.0, 469.0, 429.0, 18.0], XbRlk_Tgip, 5763197]
[paragraph, [90.0, 487.0, 429.0, 18.0], XbRlk_Tgip, 5763197]
[paragraph, [90.0, 505.0, 429.0, 18.0], XbRlk_Tgip, 5763197]
[paragraph, [90.0, 523.0, 429.0, 18.0], XbRlk_Tgip, 5763197]
[paragraph, [90.0, 541.0, 429.0, 18.0], XbRlk_Tgip, 5763197]
[paragraph, [90.0, 559.0, 429.0, 18.0], XbRlk_Tgip, 5763197]
[paragraph, [90.0, 577.0, 429.0, 18.0], XbRlk_Tgip, 5763197]
[paragraph, [90.0, 595.0, 429.0, 18.0], XbRlk_Tgip, 5763197]
[paragraph, [90.0, 613.0, 429.0, 18.0], XbRlk_Tgip, 5763197]
[paragraph, [90.0, 631.0, 429.0, 18.0], XbRlk_Tgip, 5763197]
[paragraph, [90.0, 649.0, 429.0, 18.0], XbRlk_Tgip, 5763197]
[paragraph, [90.0, 667.0, 429.0, 18.0], XbRlk_Tgip, 5763197]
[paragraph, [90.0, 685.0, 429.0, 18.0], XbRlk_Tgip, 5763197]
[paragraph, [90.0, 703.0, 429.0, 18.0], XbRlk_Tgip, 5763197]
[paragraph, [90.0, 721.0, 429.0, 18.0], XbRlk_Tgip, 5763197]
[paragraph, [90.0, 739.0, 429.0, 18.0], XbRlk_Tgip, 5763197]
[paragraph, [90.0, 757.0, 429.0, 18.0], XbRlk_Tgip, 5763197]
[paragraph, [533.0, 598.0, 432.0, 18.0], shoonya_2sNKH4GJUYYGD7, 5763197]
[paragraph, [533.0, 616.0, 432.0, 18.0], shoonya_2sNKH4GJUYYGD7, 5763197]
[paragraph, [533.0, 634.0, 432.0, 18.0], shoonya_2sNKH4GJUYYGD7, 5763197]
[paragraph, [533.0, 652.0, 432.0, 18.0], shoonya_2sNKH4GJUYYGD7, 5763197]
[paragraph, [533.0, 670.0, 432.0, 18.0], shoonya_2sNKH4GJUYYGD7, 5763197]
[paragraph, [533.0, 688.0, 432.0, 18.0], shoonya_2sNKH4GJUYYGD7, 5763197]
[paragraph, [533.0, 706.0, 432.0, 18.0], shoonya_2sNKH4GJUYYGD7, 5763197]
[paragraph, [533.0, 724.0, 432.0, 18.0], shoonya_2sNKH4GJUYYGD7, 5763197]
[paragraph, [533.0, 742.0, 432.0, 18.0], shoonya_2sNKH4GJUYYGD7, 5763197]
[paragraph, [533.0, 760.0, 432.0, 18.0], shoonya_2sNKH4GJUYYGD7, 5763197]
[paragraph, [533.0, 778.0, 432.0, 18.0], shoonya_2sNKH4GJUYYGD7, 5763197]
[paragraph, [533.0, 796.0, 432.0, 18.0], shoonya_2sNKH4GJUYYGD7, 5763197]
[paragraph, [533.0, 814.0, 432.0, 18.0], shoonya_2sNKH4GJUYYGD7, 5763197]
[paragraph, [533.0, 832.0, 432.0, 18.0], shoonya_2sNKH4GJUYYGD7, 5763197]
[paragraph, [533.0, 850.0, 432.0, 18.0], shoonya_2sNKH4GJUYYGD7, 5763197]
[paragraph, [533.0, 868.0, 432.0, 18.0], shoonya_2sNKH4GJUYYGD7, 5763197]
[paragraph, [533.0, 886.0, 432.0, 18.0], shoonya_2sNKH4GJUYYGD7, 5763197]
[paragraph, [533.0, 904.0, 432.0, 18.0], shoonya_2sNKH4GJUYYGD7, 5763197]
[paragraph, [533.0, 922.0, 432.0, 18.0], shoonya_2sNKH4GJUYYGD7, 5763197]
[paragraph, [91.0, 786.0, 434.0, 18.0], FPOOWEMtHV, 5763197]
[paragraph, [91.0, 804.0, 434.0, 18.0], FPOOWEMtHV, 5763197]
[paragraph, [91.0, 822.0, 434.0, 18.0], FPOOWEMtHV, 5763197]
[paragraph, [91.0, 840.0, 434.0, 18.0], FPOOWEMtHV, 5763197]
[paragraph, [91.0, 858.0, 434.0, 18.0], FPOOWEMtHV, 5763197]
[paragraph, [91.0, 876.0, 434.0, 18.0], FPOOWEMtHV, 5763197]
[paragraph, [91.0, 894.0, 434.0, 18.0], FPOOWEMtHV, 5763197]
[paragraph, [91.0, 912.0, 434.0, 18.0], FPOOWEMtHV, 5763197]
[paragraph, [91.0, 930.0, 434.0, 18.0], FPOOWEMtHV, 5763197]
[paragraph, [91.0, 948.0, 434.0, 18.0], FPOOWEMtHV, 5763197]
[paragraph, [91.0, 966.0, 434.0, 18.0], FPOOWEMtHV, 5763197]
[paragraph, [91.0, 984.0, 434.0, 18.0], FPOOWEMtHV, 5763197]
[paragraph, [91.0, 1002.0, 434.0, 18.0], FPOOWEMtHV, 5763197]
[paragraph, [91.0, 1020.0, 434.0, 18.0], FPOOWEMtHV, 5763197]
[paragraph, [91.0, 1038.0, 434.0, 18.0], FPOOWEMtHV, 5763197]
[paragraph, [91.0, 1056.0, 434.0, 18.0], FPOOWEMtHV, 5763197]
[paragraph, [532.0, 946.0, 438.0, 18.0], zUt4bULKNm, 5763197]
[paragraph, [532.0, 964.0, 438.0, 18.0], zUt4bULKNm, 5763197]
[paragraph, [532.0, 982.0, 438.0, 18.0], zUt4bULKNm, 5763197]
[paragraph, [532.0, 1000.0, 438.0, 18.0], zUt4bULKNm, 5763197]
[paragraph, [532.0, 1018.0, 438.0, 18.0], zUt4bULKNm, 5763197]
[paragraph, [532.0, 1036.0, 438.0, 18.0], zUt4bULKNm, 5763197]
[paragraph, [532.0, 1054.0, 438.0, 18.0], zUt4bULKNm, 5763197]
[paragraph, [532.0, 1072.0, 438.0, 18.0], zUt4bULKNm, 5763197]
[paragraph, [532.0, 1090.0, 438.0, 18.0], zUt4bULKNm, 5763197]
[paragraph, [532.0, 1108.0, 438.0, 18.0], zUt4bULKNm, 5763197]
[paragraph, [532.0, 1126.0, 438.0, 18.0], zUt4bULKNm, 5763197]
[paragraph, [532.0, 1144.0, 438.0, 18.0], zUt4bULKNm, 5763197]
[paragraph, [532.0, 1162.0, 438.0, 18.0], zUt4bULKNm, 5763197]
[paragraph, [532.0, 1180.0, 438.0, 18.0], zUt4bULKNm, 5763197]
[paragraph, [532.0, 1198.0, 438.0, 18.0], zUt4bULKNm, 5763197]
[paragraph, [532.0, 1216.0, 438.0, 18.0], zUt4bULKNm, 5763197]
[paragraph, [532.0, 1234.0, 438.0, 18.0], zUt4bULKNm, 5763197]
[paragraph, [532.0, 1252.0, 438.0, 18.0], zUt4bULKNm, 5763197]
[paragraph, [532.0, 1270.0, 438.0, 18.0], zUt4bULKNm, 5763197]
[paragraph, [87.0, 1083.0, 441.0, 18.0], 4e9Zq7ClXo, 5763197]
[paragraph, [87.0, 1101.0, 441.0, 18.0], 4e9Zq7ClXo, 5763197]
[paragraph, [87.0, 1119.0, 441.0, 18.0], 4e9Zq7ClXo, 5763197]
[paragraph, [87.0, 1137.0, 441.0, 18.0], 4e9Zq7ClXo, 5763197]
[paragraph, [87.0, 1155.0, 441.0, 18.0], 4e9Zq7ClXo, 5763197]
[paragraph, [87.0, 1173.0, 441.0, 18.0], 4e9Zq7ClXo, 5763197]
[paragraph, [87.0, 1191.0, 441.0, 18.0], 4e9Zq7ClXo, 5763197]
[paragraph, [87.0, 1209.0, 441.0, 18.0], 4e9Zq7ClXo, 5763197]
[paragraph, [87.0, 1227.0, 441.0, 18.0], 4e9Zq7ClXo, 5763197]
[paragraph, [90.0, 1270.0, 437.0, 18.0], 4st6uocpSm, 5763197]
