[1275, 2100]
[sub-section-title, [1090.0, 60.0, 212.0, 25.5], Z4yiBT-6M5, 6473958]
[section-title, [89.0, 802.0, 322.0, 30.0], fxKrarCQEH, 6473958]
[paragraph, [28.0, 850.0, 466.0, 18.0], 0f8mKBACH9, 6473958]
[paragraph, [28.0, 868.0, 466.0, 18.0], 0f8mKBACH9, 6473958]
[paragraph, [28.0, 886.0, 466.0, 18.0], 0f8mKBACH9, 6473958]
[paragraph, [28.0, 904.0, 466.0, 18.0], 0f8mKBACH9, 6473958]
[paragraph, [28.0, 922.0, 466.0, 18.0], 0f8mKBACH9, 6473958]
[paragraph, [28.0, 940.0, 466.0, 18.0], 0f8mKBACH9, 6473958]
[paragraph, [28.0, 958.0, 466.0, 18.0], 0f8mKBACH9, 6473958]
[section-title, [650.0, 957.0, 256.0, 30.0], YSyy7n-_fj, 6473958]
[paragraph, [553.0, 1004.0, 464.0, 18.0], FAeri2XZBP, 6473958]
[paragraph, [553.0, 1022.0, 464.0, 18.0], FAeri2XZBP, 6473958]
[paragraph, [553.0, 1040.0, 464.0, 18.0], FAeri2XZBP, 6473958]
[paragraph, [553.0, 1058.0, 464.0, 18.0], FAeri2XZBP, 6473958]
[paragraph, [553.0, 1076.0, 464.0, 18.0], FAeri2XZBP, 6473958]
[paragraph, [553.0, 1094.0, 464.0, 18.0], FAeri2XZBP, 6473958]
[paragraph, [553.0, 1112.0, 464.0, 18.0], FAeri2XZBP, 6473958]
[paragraph, [553.0, 1130.0, 464.0, 18.0], FAeri2XZBP, 6473958]
[paragraph, [553.0, 1148.0, 464.0, 18.0], FAeri2XZBP, 6473958]
[paragraph, [553.0, 1166.0, 464.0, 18.0], FAeri2XZBP, 6473958]
[paragraph, [553.0, 1184.0, 464.0, 18.0], FAeri2XZBP, 6473958]
[sub-section-title, [28.0, 1036.0, 73.0, 25.5], imp4eITpUt, 6473958]
[paragraph, [31.0, 1072.0, 458.0, 18.0], 60Dj3PWWNC, 6473958]
[paragraph, [31.0, 1090.0, 458.0, 18.0], 60Dj3PWWNC, 6473958]
[paragraph, [31.0, 1108.0, 458.0, 18.0], 60Dj3PWWNC, 6473958]
[paragraph, [31.0, 1126.0, 458.0, 18.0], 60Dj3PWWNC, 6473958]
[paragraph, [31.0, 1144.0, 458.0, 18.0], 60Dj3PWWNC, 6473958]
