[1823, 1375]
[folio, [968.0, 101.0, 303.0, 36.0], ZWN0aFRls9, 5683777]
[paragraph, [99.0, 615.0, 582.0, 36.0], shoonya_1sJK6RP4A9RH0O, 5683777]
[paragraph, [99.0, 651.0, 582.0, 36.0], shoonya_1sJK6RP4A9RH0O, 5683777]
[paragraph, [99.0, 687.0, 582.0, 36.0], shoonya_1sJK6RP4A9RH0O, 5683777]
[paragraph, [99.0, 723.0, 582.0, 36.0], shoonya_1sJK6RP4A9RH0O, 5683777]
[paragraph, [99.0, 759.0, 582.0, 36.0], shoonya_1sJK6RP4A9RH0O, 5683777]
[paragraph, [99.0, 795.0, 582.0, 36.0], shoonya_1sJK6RP4A9RH0O, 5683777]
[paragraph, [99.0, 831.0, 582.0, 36.0], shoonya_1sJK6RP4A9RH0O, 5683777]
[paragraph, [99.0, 867.0, 582.0, 36.0], shoonya_1sJK6RP4A9RH0O, 5683777]
[paragraph, [99.0, 903.0, 582.0, 36.0], shoonya_1sJK6RP4A9RH0O, 5683777]
[paragraph, [99.0, 939.0, 582.0, 36.0], shoonya_1sJK6RP4A9RH0O, 5683777]
[paragraph, [99.0, 975.0, 582.0, 36.0], shoonya_1sJK6RP4A9RH0O, 5683777]
[paragraph, [99.0, 1011.0, 582.0, 36.0], shoonya_1sJK6RP4A9RH0O, 5683777]
[paragraph, [99.0, 1047.0, 582.0, 36.0], shoonya_1sJK6RP4A9RH0O, 5683777]
[paragraph, [99.0, 1083.0, 582.0, 36.0], shoonya_1sJK6RP4A9RH0O, 5683777]
[paragraph, [99.0, 1119.0, 582.0, 36.0], shoonya_1sJK6RP4A9RH0O, 5683777]
[paragraph, [99.0, 1155.0, 582.0, 36.0], shoonya_1sJK6RP4A9RH0O, 5683777]
[paragraph, [99.0, 1191.0, 582.0, 36.0], shoonya_1sJK6RP4A9RH0O, 5683777]
[paragraph, [99.0, 1227.0, 582.0, 36.0], shoonya_1sJK6RP4A9RH0O, 5683777]
[paragraph, [99.0, 1263.0, 582.0, 36.0], shoonya_1sJK6RP4A9RH0O, 5683777]
[section-title, [562.0, 1356.0, 215.0, 49.5], shoonya_3sKX64CBUX6UTL, 5683777]
[paragraph, [695.0, 1453.0, 580.0, 36.0], PrBpp054PN, 5683777]
[paragraph, [695.0, 1489.0, 580.0, 36.0], PrBpp054PN, 5683777]
[paragraph, [695.0, 1525.0, 580.0, 36.0], PrBpp054PN, 5683777]
[paragraph, [695.0, 1561.0, 580.0, 36.0], PrBpp054PN, 5683777]
[paragraph, [695.0, 1597.0, 580.0, 36.0], PrBpp054PN, 5683777]
[paragraph, [695.0, 1633.0, 580.0, 36.0], PrBpp054PN, 5683777]
[paragraph, [695.0, 1669.0, 580.0, 36.0], PrBpp054PN, 5683777]
[paragraph, [102.0, 1454.0, 580.0, 36.0], shoonya_2sSHLF18NE6NC1, 5683777]
[paragraph, [102.0, 1490.0, 580.0, 36.0], shoonya_2sSHLF18NE6NC1, 5683777]
[paragraph, [102.0, 1526.0, 580.0, 36.0], shoonya_2sSHLF18NE6NC1, 5683777]
[paragraph, [102.0, 1562.0, 580.0, 36.0], shoonya_2sSHLF18NE6NC1, 5683777]
[paragraph, [102.0, 1598.0, 580.0, 36.0], shoonya_2sSHLF18NE6NC1, 5683777]
[paragraph, [102.0, 1634.0, 580.0, 36.0], shoonya_2sSHLF18NE6NC1, 5683777]
[paragraph, [102.0, 1670.0, 580.0, 36.0], shoonya_2sSHLF18NE6NC1, 5683777]
