[792, 612]
[paragraph, [389.0, 51.0, 162.0, 18.0], xS-h5_IB1z, 6515843]
[paragraph, [223.0, 644.0, 163.0, 18.0], ISMcTmayZ4, 6515843]
[paragraph, [391.0, 536.0, 159.0, 18.0], -_LBhfquAm, 6515843]
[paragraph, [390.0, 565.0, 158.0, 18.0], dLA0cvDx8B, 6515843]
[paragraph, [390.0, 583.0, 158.0, 18.0], dLA0cvDx8B, 6515843]
[paragraph, [389.0, 603.0, 163.0, 18.0], U6DcVS3v1j, 6515843]
[paragraph, [389.0, 621.0, 163.0, 18.0], U6DcVS3v1j, 6515843]
[paragraph, [389.0, 639.0, 163.0, 18.0], U6DcVS3v1j, 6515843]
[paragraph, [389.0, 657.0, 163.0, 18.0], U6DcVS3v1j, 6515843]
[paragraph, [389.0, 675.0, 163.0, 18.0], U6DcVS3v1j, 6515843]
[paragraph, [389.0, 693.0, 163.0, 18.0], U6DcVS3v1j, 6515843]
[paragraph, [60.0, 606.0, 161.0, 18.0], CnrwgO9xJJ, 6515843]
[paragraph, [60.0, 624.0, 161.0, 18.0], CnrwgO9xJJ, 6515843]
[paragraph, [60.0, 642.0, 161.0, 18.0], CnrwgO9xJJ, 6515843]
[paragraph, [60.0, 660.0, 161.0, 18.0], CnrwgO9xJJ, 6515843]
[paragraph, [225.0, 676.0, 163.0, 18.0], tcDm5Ll-qP, 6515843]
[paragraph, [225.0, 694.0, 163.0, 18.0], tcDm5Ll-qP, 6515843]
[paragraph, [58.0, 691.0, 162.0, 18.0], QO2Ib6FUzW, 6515843]
