[4767, 3325]
[paragraph, [285.0, 644.0, 2638.0, 52.5], shoonya_0s395J6ABN0HY0, 5710292]
[paragraph, [285.0, 3205.0, 2648.0, 52.5], shoonya_1s1O6XWJLK7OP4, 5710292]
[paragraph, [285.0, 3257.5, 2648.0, 52.5], shoonya_1s1O6XWJLK7OP4, 5710292]
[paragraph, [285.0, 3310.0, 2648.0, 52.5], shoonya_1s1O6XWJLK7OP4, 5710292]
[paragraph, [303.0, 3403.0, 2643.0, 52.5], xjoc5ZSJMx, 5710292]
[paragraph, [303.0, 3455.5, 2643.0, 52.5], xjoc5ZSJMx, 5710292]
[paragraph, [303.0, 3508.0, 2643.0, 52.5], xjoc5ZSJMx, 5710292]
[paragraph, [303.0, 3560.5, 2643.0, 52.5], xjoc5ZSJMx, 5710292]
[paragraph, [303.0, 3613.0, 2643.0, 52.5], xjoc5ZSJMx, 5710292]
[paragraph, [303.0, 3665.5, 2643.0, 52.5], xjoc5ZSJMx, 5710292]
[paragraph, [303.0, 3718.0, 2643.0, 52.5], xjoc5ZSJMx, 5710292]
[paragraph, [303.0, 3770.5, 2643.0, 52.5], xjoc5ZSJMx, 5710292]
[paragraph, [303.0, 3823.0, 2643.0, 52.5], xjoc5ZSJMx, 5710292]
[paragraph, [303.0, 3875.5, 2643.0, 52.5], xjoc5ZSJMx, 5710292]
[paragraph, [303.0, 3928.0, 2643.0, 52.5], xjoc5ZSJMx, 5710292]
[paragraph, [303.0, 3980.5, 2643.0, 52.5], xjoc5ZSJMx, 5710292]
[paragraph, [303.0, 4033.0, 2643.0, 52.5], xjoc5ZSJMx, 5710292]
[paragraph, [303.0, 4085.5, 2643.0, 52.5], xjoc5ZSJMx, 5710292]
[paragraph, [303.0, 4138.0, 2643.0, 52.5], xjoc5ZSJMx, 5710292]
[paragraph, [303.0, 4190.5, 2643.0, 52.5], xjoc5ZSJMx, 5710292]
