[1806, 1262]
[folio, [718.0, 102.0, 373.0, 36.0], PrPxVYqdHR, 5681856]
[paragraph, [99.0, 850.0, 507.0, 36.0], shoonya_0sZF6AUQOA3VG4, 5681856]
[paragraph, [99.0, 886.0, 507.0, 36.0], shoonya_0sZF6AUQOA3VG4, 5681856]
[paragraph, [99.0, 922.0, 507.0, 36.0], shoonya_0sZF6AUQOA3VG4, 5681856]
[paragraph, [99.0, 958.0, 507.0, 36.0], shoonya_0sZF6AUQOA3VG4, 5681856]
[paragraph, [99.0, 994.0, 507.0, 36.0], shoonya_0sZF6AUQOA3VG4, 5681856]
[paragraph, [99.0, 1030.0, 507.0, 36.0], shoonya_0sZF6AUQOA3VG4, 5681856]
[paragraph, [99.0, 1066.0, 507.0, 36.0], shoonya_0sZF6AUQOA3VG4, 5681856]
[paragraph, [99.0, 1102.0, 507.0, 36.0], shoonya_0sZF6AUQOA3VG4, 5681856]
[paragraph, [99.0, 1138.0, 507.0, 36.0], shoonya_0sZF6AUQOA3VG4, 5681856]
[paragraph, [99.0, 1174.0, 507.0, 36.0], shoonya_0sZF6AUQOA3VG4, 5681856]
[paragraph, [99.0, 1210.0, 507.0, 36.0], shoonya_0sZF6AUQOA3VG4, 5681856]
[paragraph, [99.0, 1246.0, 507.0, 36.0], shoonya_0sZF6AUQOA3VG4, 5681856]
[paragraph, [99.0, 1282.0, 507.0, 36.0], shoonya_0sZF6AUQOA3VG4, 5681856]
[paragraph, [99.0, 1318.0, 507.0, 36.0], shoonya_0sZF6AUQOA3VG4, 5681856]
[paragraph, [105.0, 1390.0, 506.0, 36.0], shoonya_1sTLNVE6NG2PY0, 5681856]
[paragraph, [105.0, 1426.0, 506.0, 36.0], shoonya_1sTLNVE6NG2PY0, 5681856]
[paragraph, [105.0, 1462.0, 506.0, 36.0], shoonya_1sTLNVE6NG2PY0, 5681856]
[paragraph, [105.0, 1498.0, 506.0, 36.0], shoonya_1sTLNVE6NG2PY0, 5681856]
[paragraph, [105.0, 1534.0, 506.0, 36.0], shoonya_1sTLNVE6NG2PY0, 5681856]
[paragraph, [105.0, 1570.0, 506.0, 36.0], shoonya_1sTLNVE6NG2PY0, 5681856]
[paragraph, [105.0, 1606.0, 506.0, 36.0], shoonya_1sTLNVE6NG2PY0, 5681856]
[paragraph, [105.0, 1642.0, 506.0, 36.0], shoonya_1sTLNVE6NG2PY0, 5681856]
[paragraph, [657.0, 1591.0, 504.0, 36.0], shoonya_4sJ6MXBZTFOVTZ, 5681856]
[paragraph, [657.0, 1627.0, 504.0, 36.0], shoonya_4sJ6MXBZTFOVTZ, 5681856]
[paragraph, [657.0, 1663.0, 504.0, 36.0], shoonya_4sJ6MXBZTFOVTZ, 5681856]
