[1571, 1128]
[folio, [260.0, 93.0, 359.0, 36.0], shoonya_12s3QQ0JJI6PN2, 6472560]
[paragraph, [126.0, 1052.0, 443.0, 36.0], shoonya_3s7MB5KZR2SBPX, 6472560]
[paragraph, [585.0, 897.0, 445.0, 36.0], shoonya_5sW6UCUJZ6K0GP, 6472560]
[paragraph, [585.0, 933.0, 445.0, 36.0], shoonya_5sW6UCUJZ6K0GP, 6472560]
[paragraph, [586.0, 999.0, 441.0, 36.0], shoonya_1sHV82WGHGCTP1, 6472560]
[paragraph, [586.0, 1035.0, 441.0, 36.0], shoonya_1sHV82WGHGCTP1, 6472560]
[paragraph, [586.0, 1071.0, 441.0, 36.0], shoonya_1sHV82WGHGCTP1, 6472560]
[paragraph, [586.0, 1107.0, 441.0, 36.0], shoonya_1sHV82WGHGCTP1, 6472560]
[paragraph, [586.0, 1143.0, 441.0, 36.0], shoonya_1sHV82WGHGCTP1, 6472560]
[paragraph, [586.0, 1179.0, 441.0, 36.0], shoonya_1sHV82WGHGCTP1, 6472560]
[paragraph, [586.0, 1215.0, 441.0, 36.0], shoonya_1sHV82WGHGCTP1, 6472560]
[paragraph, [586.0, 1251.0, 441.0, 36.0], shoonya_1sHV82WGHGCTP1, 6472560]
[paragraph, [586.0, 1287.0, 441.0, 36.0], shoonya_1sHV82WGHGCTP1, 6472560]
[paragraph, [128.0, 1123.0, 443.0, 36.0], shoonya_4s4HHE9MU0VH47, 6472560]
[paragraph, [128.0, 1159.0, 443.0, 36.0], shoonya_4s4HHE9MU0VH47, 6472560]
[paragraph, [128.0, 1195.0, 443.0, 36.0], shoonya_4s4HHE9MU0VH47, 6472560]
[paragraph, [128.0, 1231.0, 443.0, 36.0], shoonya_4s4HHE9MU0VH47, 6472560]
[paragraph, [128.0, 1267.0, 443.0, 36.0], shoonya_4s4HHE9MU0VH47, 6472560]
[paragraph, [128.0, 1303.0, 443.0, 36.0], shoonya_4s4HHE9MU0VH47, 6472560]
[paragraph, [583.0, 1323.0, 447.0, 36.0], shoonya_7sDXRI91O3TYQS, 6472560]
[paragraph, [583.0, 1359.0, 447.0, 36.0], shoonya_7sDXRI91O3TYQS, 6472560]
[paragraph, [128.0, 1347.0, 442.0, 36.0], shoonya_10s38JWMP8R3AU, 6472560]
[paragraph, [128.0, 1383.0, 442.0, 36.0], shoonya_10s38JWMP8R3AU, 6472560]
