[1565, 1152]
[paragraph, [89.0, 118.0, 336.0, 36.0], shoonya_4sBL0QRWIR4HIG, 5712705]
[paragraph, [423.0, 1003.0, 312.0, 36.0], shoonya_2sN6W67VQOELCV, 5712705]
[paragraph, [423.0, 1039.0, 312.0, 36.0], shoonya_2sN6W67VQOELCV, 5712705]
[paragraph, [423.0, 1075.0, 312.0, 36.0], shoonya_2sN6W67VQOELCV, 5712705]
[paragraph, [423.0, 1111.0, 312.0, 36.0], shoonya_2sN6W67VQOELCV, 5712705]
[paragraph, [423.0, 1147.0, 312.0, 36.0], shoonya_2sN6W67VQOELCV, 5712705]
[paragraph, [423.0, 1183.0, 312.0, 36.0], shoonya_2sN6W67VQOELCV, 5712705]
[paragraph, [423.0, 1219.0, 312.0, 36.0], shoonya_2sN6W67VQOELCV, 5712705]
[paragraph, [423.0, 1255.0, 312.0, 36.0], shoonya_2sN6W67VQOELCV, 5712705]
[paragraph, [423.0, 1291.0, 312.0, 36.0], shoonya_2sN6W67VQOELCV, 5712705]
[paragraph, [423.0, 1327.0, 312.0, 36.0], shoonya_2sN6W67VQOELCV, 5712705]
[paragraph, [423.0, 1363.0, 312.0, 36.0], shoonya_2sN6W67VQOELCV, 5712705]
[paragraph, [423.0, 1399.0, 312.0, 36.0], shoonya_2sN6W67VQOELCV, 5712705]
[paragraph, [736.0, 608.0, 310.0, 36.0], shoonya_3s19EFATAK3UP8, 5712705]
[paragraph, [736.0, 644.0, 310.0, 36.0], shoonya_3s19EFATAK3UP8, 5712705]
[paragraph, [736.0, 680.0, 310.0, 36.0], shoonya_3s19EFATAK3UP8, 5712705]
[paragraph, [736.0, 716.0, 310.0, 36.0], shoonya_3s19EFATAK3UP8, 5712705]
[paragraph, [736.0, 752.0, 310.0, 36.0], shoonya_3s19EFATAK3UP8, 5712705]
[paragraph, [736.0, 788.0, 310.0, 36.0], shoonya_3s19EFATAK3UP8, 5712705]
[paragraph, [736.0, 824.0, 310.0, 36.0], shoonya_3s19EFATAK3UP8, 5712705]
[paragraph, [736.0, 860.0, 310.0, 36.0], shoonya_3s19EFATAK3UP8, 5712705]
[paragraph, [736.0, 896.0, 310.0, 36.0], shoonya_3s19EFATAK3UP8, 5712705]
[paragraph, [736.0, 932.0, 310.0, 36.0], shoonya_3s19EFATAK3UP8, 5712705]
[paragraph, [736.0, 968.0, 310.0, 36.0], shoonya_3s19EFATAK3UP8, 5712705]
[paragraph, [736.0, 1004.0, 310.0, 36.0], shoonya_3s19EFATAK3UP8, 5712705]
[paragraph, [736.0, 1048.0, 314.0, 36.0], V2j4Dt747S, 5712705]
[paragraph, [736.0, 1084.0, 314.0, 36.0], V2j4Dt747S, 5712705]
[paragraph, [736.0, 1120.0, 314.0, 36.0], V2j4Dt747S, 5712705]
[paragraph, [736.0, 1156.0, 314.0, 36.0], V2j4Dt747S, 5712705]
[paragraph, [736.0, 1192.0, 314.0, 36.0], V2j4Dt747S, 5712705]
[paragraph, [736.0, 1228.0, 314.0, 36.0], V2j4Dt747S, 5712705]
[paragraph, [736.0, 1264.0, 314.0, 36.0], V2j4Dt747S, 5712705]
[paragraph, [736.0, 1300.0, 314.0, 36.0], V2j4Dt747S, 5712705]
[paragraph, [736.0, 1336.0, 314.0, 36.0], V2j4Dt747S, 5712705]
[paragraph, [736.0, 1372.0, 314.0, 36.0], V2j4Dt747S, 5712705]
[paragraph, [91.0, 1331.0, 319.0, 36.0], shoonya_1s8K8L9Y1P0HL3, 5712705]
[paragraph, [91.0, 1367.0, 319.0, 36.0], shoonya_1s8K8L9Y1P0HL3, 5712705]
[folio, [113.0, 1454.0, 142.0, 36.0], HpkvEOYKS7, 5712705]
